MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_0,P_1,P_2,P_4,P_5,P_6,P_8,P_9,P_10,P_11,P_12,P_3,P_7
"70084","703036",ВИТАНОВАЦ,VITANOVAC,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70980","734977",МУШКОВИНА,MUŠKOVINA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80209","802212",САЈАН,SAJAN,КИКИНДА,KIKINDA,1.65,4.66,30.34,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.82,0.00
"70718","723398",НОВА ТОПОЛА,NOVA TOPOLA,ЛЕБАНЕ,LEBANE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70084","703451",ЧИФЛИК,ČIFLIK,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,46.67,53.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","736180",ПРЕКАДИН,PREKADIN,ПРОКУПЉЕ,PROKUPLJE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70815","727458",КАПИТ,KAPIT,МЕДВЕЂА,MEDVEĐA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70521","714828",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,ЖАБАРИ,ŽABARI,2.27,2.27,22.29,24.69,23.50,13.64,0.00,0.00,0.00,0.00,0.00,11.34,0.00
"70696","722944",ЦЕРОВИЦА,CEROVICA,КУЧЕВО,KUČEVO,3.40,2.77,40.21,47.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.74,0.00
"80276","802654",СРПСКИ КРСТУР,SRPSKI KRSTUR,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,0.76,4.11,17.42,45.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.70,0.00
"70424","711080",СВОЂЕ,SVOĐE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71188","743330",ВЕЉЕ ПОЉЕ,VELJE POLJE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,12.20,4.88,0.00,0.00,0.00,0.00,0.00,0.00,82.93
"70297","705969",КАМЕНИЦА,KAMENICA,БОЈНИК,BOJNIK,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70297","706167",ТУРЈАНЕ,TURJANE,БОЈНИК,BOJNIK,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71188","744166",ЧМАЊКЕ,ČMANJKE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71021","737500",ТИОЏЕ,TIODŽE,РАШКА,RAŠKA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71188","743941",ПОПИЋЕ,POPIĆE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80233","802484",ЦРВЕНКА,CRVENKA,КУЛА,KULA,0.43,1.97,1.33,1.28,5.39,11.91,48.45,0.00,0.00,0.00,0.00,4.99,24.24
"80047","800201",ПРИГРЕВИЦА,PRIGREVICA,АПАТИН,APATIN,1.28,2.05,9.07,22.97,23.39,24.26,0.00,0.00,0.00,0.00,0.00,16.98,0.00
"80110","801003",БЕЧЕЈ,BEČEJ,БЕЧЕЈ,BEČEJ,2.77,2.17,5.31,9.43,13.26,19.47,8.84,0.00,0.00,0.00,0.00,9.82,28.92
"80233","802450",НОВА ЦРВЕНКА,NOVA CRVENKA,КУЛА,KULA,8.07,0.00,61.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.09,0.00
"71064","738808",ГУЛИЈАН,GULIJAN,СВРЉИГ,SVRLJIG,22.22,77.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70602","717371",ГЛОГОВАЦ,GLOGOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","721352",ПАРУНОВАЦ,PARUNOVAC,КРУШЕВАЦ,KRUŠEVAC,3.44,0.00,0.20,6.54,6.77,17.07,35.31,3.79,0.00,0.00,0.00,5.81,21.07
"70025","701050",КОРМАН,KORMAN,АЛЕКСИНАЦ,ALEKSINAC,0.31,3.00,36.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.81,0.00
"70505","714267",ВЕРЗАР,VERZAR,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70017","700592",ТУЛЕШ,TULEŠ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,3.29,40.74,55.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70017","700088",ВЕЉА ГЛАВА,VELJA GLAVA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80276","802697",ПОДЛОКАЊ,PODLOKANJ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,0.00,14.45,85.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71072","739901",ПОДА,PODA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71072","739243",БОЉАРЕ,BOLJARE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70971","734187",КУКУРОВИЋИ,KUKUROVIĆI,ПРИБОЈ,PRIBOJ,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80195","801984",ВЕЛЕБИТ,VELEBIT,КАЊИЖА,KANJIŽA,0.00,0.16,21.09,54.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.50,0.00
"80195","801976",АДОРЈАН,ADORJAN,КАЊИЖА,KANJIŽA,0.21,0.69,25.32,31.58,20.57,0.00,0.00,0.00,0.00,0.00,0.00,21.64,0.00
"80276","802735",ФИЛИЋ,FILIĆ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,0.00,8.38,91.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80195","802026",МАЛЕ ПИЈАЦЕ,MALE PIJACE,КАЊИЖА,KANJIŽA,1.44,9.50,30.67,0.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.93,0.00
"70050","702358",РАЉИН,RALJIN,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70718","723541",ЋЕНОВАЦ,ĆENOVAC,ЛЕБАНЕ,LEBANE,0.00,3.69,70.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.23,0.00
"70424","710652",АЛЕКСИНЕ,ALEKSINE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70688","722405",ПРЕВЕТИЦА,PREVETICA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70424","710717",ВЛАСОТИНЦЕ,VLASOTINCE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.04,0.00,10.08,2.36,8.60,43.87,0.00,0.00,0.00,0.00,6.95,28.12
"70726","724203",ДОЊЕ КРАЈИНЦЕ,DONJE KRAJINCE,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,2.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97.38,0.00
"70823","727881",ДЕШИЛОВО,DEŠILOVO,МЕРОШИНА,MEROŠINA,60.90,39.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80063","800422",ТОВАРИШЕВО,TOVARIŠEVO,БАЧКА ПАЛАНКА,BAČKA PALANKA,1.45,2.10,4.90,33.74,28.65,7.16,0.00,0.00,0.00,0.00,0.00,7.62,14.39
"80136","801305",ГОСПОЂИНЦИ,GOSPOĐINCI,ЖАБАЉ,ŽABALJ,0.75,0.72,3.74,23.68,19.59,25.54,0.00,0.00,0.00,0.00,0.00,20.57,5.42
"80144","801356",БАНАТСКО ВИШЊИЋЕВО,BANATSKO VIŠNJIĆEVO,ЖИТИШТЕ,ŽITIŠTE,0.16,44.69,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.75,0.00
"70688","722669",ШАТРА,ŠATRA,КУРШУМЛИЈА,KURŠUMLIJA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70793","726974",ДОЊА БОРИНА,DONJA BORINA,МАЛИ ЗВОРНИК,MALI ZVORNIK,39.77,60.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70912","731986",РАШАНАЦ,RAŠANAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,1.04,5.10,55.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.47,0.00
"71102","740608",ВЛАШКИ ДО,VLAŠKI DO,СМЕДЕРЕВСКА ПАЛАНКА,SMEDEREVSKA PALANKA,44.95,22.32,10.40,19.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.06,0.00
"70661","720399",ДВОРСКА,DVORSKA,КРУПАЊ,KRUPANJ,95.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70238","705063",РОГАЧА,ROGAČA,СОПОТ,SOPOT,7.20,8.35,29.06,23.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.90,0.00
"70173","704504",РАЈКОВАЦ,RAJKOVAC,МЛАДЕНОВАЦ,MLADENOVAC,0.30,0.00,1.53,30.71,18.17,33.08,1.37,0.00,0.00,0.00,0.00,14.84,0.00
"71218","744816",СТУБЛЕНИЦА,STUBLENICA,УБ,UB,10.81,17.57,62.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.46,0.00
"70815","727563",НЕГОСАВЉЕ,NEGOSAVLJE,МЕДВЕЂА,MEDVEĐA,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70980","734454",ВИНИЦКА,VINICKA,ПРИЈЕПОЉЕ,PRIJEPOLJE,10.00,90.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","735710",ДОЊА РЕЧИЦА,DONJA REČICA,ПРОКУПЉЕ,PROKUPLJE,8.00,92.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71285","729400",ОСТРОВИЦА,OSTROVICA,НИШКА БАЊА,NIŠKA BANJA,0.00,65.42,0.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.11,0.00
"71021","736929",БЕОЦИ,BEOCI,РАШКА,RAŠKA,75.76,24.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70416","710393",ЛЕБЕТ,LEBET,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70025","700711",ВАКУП,VAKUP,АЛЕКСИНАЦ,ALEKSINAC,0.00,0.00,6.45,8.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,85.02,0.00
"70815","727687",СРЕДЊИ БУЧУМЕТ,SREDNJI BUČUMET,МЕДВЕЂА,MEDVEĐA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70815","727466",ЛЕЦЕ,LECE,МЕДВЕЂА,MEDVEĐA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","724661",МИРОШЕВЦЕ,MIROŠEVCE,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,68.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.09,0.00
"71188","743500",ДЕТАНЕ,DETANE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71188","744042",САШ,SAŠ,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","724114",ДЕДИНА БАРА,DEDINA BARA,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,69.38,15.31,0.00,0.00,0.00,0.00,0.00,0.96,14.35
"71226","745006",ДАРКОВЦЕ,DARKOVCE,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70505","714518",ПЕТАЧИНЦИ,PETAČINCI,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70343","707112",ВЛАЈКОВЦИ,VLAJKOVCI,БРУС,BRUS,15.79,38.68,7.89,17.11,19.21,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.00
"71021","736988",БРВЕНИК,BRVENIK,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70939","732460",МИРКОВЦИ,MIRKOVCI,ПИРОТ,PIROT,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70670","720836",ГЛОБОДЕР,GLOBODER,КРУШЕВАЦ,KRUŠEVAC,3.23,1.75,45.41,0.51,1.98,0.00,0.00,0.00,0.00,0.00,0.00,47.12,0.00
"70661","720429",КОСТАЈНИК,KOSTAJNIK,КРУПАЊ,KRUPANJ,24.17,75.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70726","723843",ВЕЛИКО ТРЊАНЕ,VELIKO TRNJANE,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00,0.00
"70726","723959",ГОРЊА ЈАЈИНА,GORNJA JAJINA,ЛЕСКОВАЦ,LESKOVAC,0.00,4.29,95.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70718","723223",ГЕГЉА,GEGLJA,ЛЕБАНЕ,LEBANE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70688","722235",МАЧЈА СТЕНА,MAČJA STENA,КУРШУМЛИЈА,KURŠUMLIJA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70505","714445",ИСКРОВЦИ,ISKROVCI,ДИМИТРОВГРАД,DIMITROVGRAD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71188","743917",ПЛЕНИБАБЕ,PLENIBABE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70424","711179",ШИШАВЕ,ŠIŠAVE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,55.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.28,0.00
"70688","721948",ЂАКЕ,ĐAKE,КУРШУМЛИЈА,KURŠUMLIJA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70025","700975",ДОЊИ ЉУБЕШ,DONJI LJUBEŠ,АЛЕКСИНАЦ,ALEKSINAC,2.56,0.00,92.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.13,0.00
"71170","742678",БРЕСНО ПОЉЕ,BRESNO POLJE,ТРСТЕНИК,TRSTENIK,0.53,22.21,48.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.99,0.00
"70726","724840",ПИСКУПОВО,PISKUPOVO,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","735507",ВЛАСОВО,VLASOVO,ПРОКУПЉЕ,PROKUPLJE,0.52,7.22,0.00,58.25,0.00,33.51,0.00,0.00,0.00,0.00,0.00,0.52,0.00
"70998","736155",ПИСКАЉЕ,PISKALJE,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","735671",ДОБРОТИЋ,DOBROTIĆ,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","736198",ПРЕКАШНИЦА,PREKAŠNICA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70874","730858",РАЈЧИНОВИЋКА ТРНАВА,RAJČINOVIĆKA TRNAVA,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70998","735680",ДОЊА БЕЈАШНИЦА,DONJA BEJAŠNICA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70688","722022",ИГРИШТЕ,IGRIŠTE,КУРШУМЛИЈА,KURŠUMLIJA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71315","729418",ПАЛИГРАЦЕ,PALIGRACE,ЦРВЕНИ КРСТ,CRVENI KRST,1.07,34.88,64.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70688","722456",РАЧА,RAČA,КУРШУМЛИЈА,KURŠUMLIJA,3.09,96.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70050","702242",МОДРА СТЕНА,MODRA STENA,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70050","702307",РАДИЊИНЦЕ,RADINJINCE,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71030","737615",ВУКМАНОВАЦ,VUKMANOVAC,РЕКОВАЦ,REKOVAC,0.29,0.15,26.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.99,0.00
"71242","745545",ВИЉУША,VILJUŠA,ЧАЧАК,ČAČAK,7.35,0.00,10.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82.35,0.00
"70866","729680",БОЖЕТИЋИ,BOŽETIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70025","701335",ТЕШИЦА,TEŠICA,АЛЕКСИНАЦ,ALEKSINAC,0.40,3.12,34.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.44,0.00
"70025","700835",ГОРЊЕ СУХОТНО,GORNJE SUHOTNO,АЛЕКСИНАЦ,ALEKSINAC,0.00,23.08,76.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70017","700193",ГОРЊИ СТУПАЊ,GORNJI STUPANJ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,6.69,1.88,90.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.00
"70025","701319",СТУБЛИНА,STUBLINA,АЛЕКСИНАЦ,ALEKSINAC,4.76,95.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70017","700029",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,0.00,3.75,0.29,10.51,12.13,32.26,0.00,0.00,0.00,0.00,3.30,37.76
"70980","734462",ВРБОВО,VRBOVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70866","729850",ЉЕПОЈЕВИЋИ,LJEPOJEVIĆI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70955","733440",ПОЖЕГА,POŽEGA,ПОЖЕГА,POŽEGA,0.00,0.00,0.02,0.75,1.88,2.32,36.58,25.30,15.10,0.00,0.00,1.96,16.09
"70599","717037",ЛЕСКОВАЦ,LESKOVAC,КНИЋ,KNIĆ,5.36,36.61,58.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70742","726095",НЕГРИШОРИ,NEGRIŠORI,ЛУЧАНИ,LUČANI,81.82,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71161","742538",СУРЛИЦА,SURLICA,ТРГОВИШТЕ,TRGOVIŠTE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70262","705489",ПРЕБРЕЗА,PREBREZA,БЛАЦЕ,BLACE,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71315","729574",ТРУПАЛЕ,TRUPALE,ЦРВЕНИ КРСТ,CRVENI KRST,0.00,0.21,1.75,29.59,0.00,7.94,0.00,0.00,0.00,0.00,0.00,60.52,0.00
"70734","725285",ГОРЊА БОРИНА,GORNJA BORINA,ЛОЗНИЦА,LOZNICA,74.19,25.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70416","710369",КРЖИНЦЕ,KRŽINCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.48,0.00
"70807","727113",ВРБНИЦА,VRBNICA,МАЛО ЦРНИЋЕ,MALO CRNIĆE,0.09,15.82,41.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.48,0.00
"70637","718467",ДОЊЕ ЦРНИЉЕВО,DONJE CRNILJEVO,КОЦЕЉЕВА,KOCELJEVA,5.67,11.04,30.75,31.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.49,0.00
"70726","724866",ПРЕДЕЈАНЕ (ВАРОШ),PREDEJANE (VAROŠ),ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,9.07,40.35,32.05,18.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70505","714623",СМИЛОВЦИ,SMILOVCI,ДИМИТРОВГРАД,DIMITROVGRAD,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70548","715310",ДУБОВО,DUBOVO,ЖИТОРАЂА,ŽITORAĐA,0.00,80.24,19.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71072","739766",КРЊА ЈЕЛА,KRNJA JELA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70050","702005",ГОРЊЕ КРЊИНО,GORNJE KRNJINO,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70262","705373",ЂУРЕВАЦ,ĐUREVAC,БЛАЦЕ,BLACE,15.79,36.84,47.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70343","707597",ШОШИЋЕ,ŠOŠIĆE,БРУС,BRUS,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70416","710270",ЈАГЊИЛО,JAGNJILO,ВЛАДИЧИН ХАН,VLADIČIN HAN,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70416","710172",ГАРИЊЕ,GARINJE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70050","702129",ЗВОНЦЕ,ZVONCE,БАБУШНИЦА,BABUŠNICA,85.71,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70424","711128",СТРАЊЕВО,STRANJEVO,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71188","744131",ЋУЛИЈЕ,ĆULIJE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70173","704300",АМЕРИЋ,AMERIĆ,МЛАДЕНОВАЦ,MLADENOVAC,7.00,0.80,92.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00
"70726","723754",БРИЧЕВЉЕ,BRIČEVLJE,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"70980","735167",СОПОТНИЦА,SOPOTNICA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"71307","729027",ГОРЊА ВРЕЖИНА,GORNJA VREŽINA,ПАНТЕЛЕЈ,PANTELEJ,0.00,0.00,0.24,74.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.15,0.72
"71307","729094",ДОЊА ВРЕЖИНА,DONJA VREŽINA,ПАНТЕЛЕЈ,PANTELEJ,0.00,0.00,0.00,1.32,4.37,0.00,60.98,22.22,0.00,0.00,0.00,0.00,11.11
"70815","727644",СИЈАРИНА,SIJARINA,МЕДВЕЂА,MEDVEĐA,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"80462","804819",САВИНО СЕЛО,SAVINO SELO,ВРБАС,VRBAS,1.23,2.85,4.00,46.69,7.11,0.00,0.00,0.00,0.00,0.00,0.00,38.12,0.00
"70670","721107",КРУШЕВАЦ,KRUŠEVAC,КРУШЕВАЦ,KRUŠEVAC,0.00,0.00,0.00,0.00,0.00,0.17,23.76,34.18,38.96,0.00,0.00,0.00,2.93
"71129","740845",ЈЕЗЕРО,JEZERO,СОКОБАЊА,SOKOBANJA,0.68,99.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
