MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,DENS_Moto,DENS_Trunk,DENS_Prim,DENS_Sec,DENS_Tert,DENS_All,LEN_Moto,LEN_Trunk,LEN_Prim,LEN_Sec,LEN_Tert,LEN_All,Area
"71161","742309",ГОРНОВАЦ,GORNOVAC,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6341
"70963","733989",ЦРНОТИНЦЕ,CRNOTINCE,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.00,0.00,0.47,0.46,0.0000,0.0000,0.0000,0.0000,3.5973,3.5973,7.7400
"70963","733725",ГОСПОЂИНЦЕ,GOSPOĐINCE,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.00,0.00,0.85,0.85,0.0000,0.0000,0.0000,0.0000,2.8404,2.8404,3.3584
"70963","733849",ПЕЧЕНО,PEČENO,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7529
"70351","707848",ЈАБЛАНИЦА,JABLANICA,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2976
"70963","733750",ЖУЈИНЦЕ,ŽUJINCE,ПРЕШЕВО,PREŠEVO,0.84,0.00,0.00,0.33,0.58,1.75,7.0140,0.0000,0.0000,2.7030,4.7958,14.5128,8.3146
"70963","733679",БУКАРЕВАЦ,BUKAREVAC,ПРЕШЕВО,PREŠEVO,0.68,0.00,0.00,0.30,0.34,1.32,3.1290,0.0000,0.0000,1.4016,1.5948,6.1254,4.6336
"70963","733741",ДОЊА ШУШАЈА,DONJA ŠUŠAJA,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.00,0.00,0.74,0.74,0.0000,0.0000,0.0000,0.0000,0.7630,0.7630,1.0273
"70963","733822",ОРАОВИЦА,ORAOVICA,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.00,0.00,0.38,0.38,0.0000,0.0000,0.0000,0.0000,6.5064,6.5064,17.3501
"70351","708089",ПРЕТИНА,PRETINA,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.0812
"70351","707619",БАРАЉЕВАЦ,BARALJEVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.27,0.00,0.27,0.0000,0.0000,0.0000,1.8423,0.0000,1.8423,6.8236
"71161","742481",НОВО СЕЛО,NOVO SELO,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.17,0.00,0.17,0.0000,0.0000,0.0000,0.7037,0.0000,0.7037,4.2424
"70351","708038",НЕГОВАЦ,NEGOVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9682
"70351","707872",КЛЕНИКЕ,KLENIKE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.63,0.00,0.63,0.0000,0.0000,0.0000,0.5016,0.0000,0.5016,0.7978
"71161","742279",БАРБАЦЕ,BARBACE,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.01,0.00,0.01,0.0000,0.0000,0.0000,0.0436,0.0000,0.0436,8.6931
"70963","733695",ГАРЕ,GARE,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.2915
"71161","742317",ГОРЊА ТРНИЦА,GORNJA TRNICA,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.01,0.00,0.01,0.0000,0.0000,0.0000,0.1138,0.0000,0.1138,13.2209
"70351","708143",САМОЉИЦА,SAMOLJICA,БУЈАНОВАЦ,BUJANOVAC,0.64,0.00,0.00,0.41,0.00,1.06,4.5728,0.0000,0.0000,2.9476,0.0000,7.5204,7.1183
"71161","742597",ШАЈИНЦЕ,ŠAJINCE,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.28,0.00,0.29,0.0000,0.0000,0.0000,2.9993,0.0000,2.9993,10.5094
"70351","707686",БРЊАРЕ,BRNJARE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.65,0.00,0.65,0.0000,0.0000,0.0000,3.5720,0.0000,3.5720,5.4934
"70351","708151",СЕБРАТ,SEBRAT,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.4135
"70963","733717",ГОРЊА ШУШАЈА,GORNJA ŠUŠAJA,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4511
"70963","733733",ДЕПЦЕ,DEPCE,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.43,0.00,0.00,0.43,0.0000,0.0000,3.9516,0.0000,0.0000,3.9516,9.1894
"70351","707627",БИЉАЧА,BILJAČA,БУЈАНОВАЦ,BUJANOVAC,0.32,0.00,0.00,0.15,0.20,0.67,5.7414,0.0000,0.0000,2.5950,3.5761,11.9125,17.8284
"70351","708178",СПАНЧЕВАЦ,SPANČEVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1938
"71161","742546",ТРГОВИШТЕ,TRGOVIŠTE,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.27,0.07,0.34,0.0000,0.0000,0.0000,3.2471,0.8266,4.0737,12.0502
"70963","733873",РАНАТОВЦЕ,RANATOVCE,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.00,0.00,0.16,0.16,0.0000,0.0000,0.0000,0.0000,0.4804,0.4804,2.9402
"70963","733792",МАЂАРЕ,MAĐARE,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.00,0.00,0.38,0.38,0.0000,0.0000,0.0000,0.0000,1.2658,1.2658,3.3483
"70351","708160",СЕЈАЦЕ,SEJACE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6153
"70351","707988",ЛУКАРЦЕ,LUKARCE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7649
"71161","742384",ДУМБИЈА,DUMBIJA,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1933
"70335","706779",ДОЊЕ ТЛАМИНО,DONJE TLAMINO,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.16,0.16,0.0000,0.0000,0.0000,0.0000,2.8912,2.8912,18.3915
"71161","742392",ЂЕРЕКАРЦЕ,ĐEREKARCE,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.00,0.01,0.01,0.0000,0.0000,0.0000,0.0143,0.0536,0.0679,7.1189
"70351","707945",КУШТИЦА,KUŠTICA,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8264
"70963","733865",РАЈИНЦЕ,RAJINCE,ПРЕШЕВО,PREŠEVO,0.02,0.00,0.00,0.00,0.40,0.42,0.2306,0.0000,0.0000,0.0000,5.6321,5.8627,14.0289
"70963","733636",БЕРЧЕВАЦ,BERČEVAC,ПРЕШЕВО,PREŠEVO,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1146
"70351","707783",ДОЊЕ НОВО СЕЛО,DONJE NOVO SELO,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6928
"70351","707767",ГРАМАДА,GRAMADA,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.11,0.11,0.0000,0.0000,0.0000,0.0000,0.2557,0.2557,2.2813
"70351","707961",ЛЕТОВИЦА,LETOVICA,БУЈАНОВАЦ,BUJANOVAC,0.27,0.00,0.00,0.00,0.36,0.63,2.5719,0.0000,0.0000,0.0000,3.3747,5.9466,9.4809
"71161","742350",ДОЊА ТРНИЦА,DONJA TRNICA,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.32,0.00,0.32,0.0000,0.0000,0.0000,4.0184,0.0000,4.0184,12.4081
"71161","742619",ШАПРАНЦЕ,ŠAPRANCE,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.32,0.00,0.32,0.0000,0.0000,0.0000,3.0369,0.0000,3.0369,9.3704
"70351","707929",КОШАРНО,KOŠARNO,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5237
"70351","707791",ДРЕЖНИЦА,DREŽNICA,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.77,0.00,0.77,0.0000,0.0000,0.0000,1.3461,0.0000,1.3461,1.7421
"70351","707856",ЈАСТРЕБАЦ,JASTREBAC,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2252
"70335","706825",ЈАРЕШНИК,JAREŠNIK,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.1087
"70351","708216",ТРЕЈАК,TREJAK,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5616
"71161","742287",ВЛАДОВЦЕ,VLADOVCE,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.96,0.00,0.96,0.0000,0.0000,0.0000,3.5693,0.0000,3.5693,3.7114
