MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,DENS_Moto,DENS_Trunk,DENS_Prim,DENS_Sec,DENS_Tert,DENS_All,LEN_Moto,LEN_Trunk,LEN_Prim,LEN_Sec,LEN_Tert,LEN_All,Area
"70866","729671",БИСТРИЦА,BISTRICA,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.24,0.03,0.00,0.27,0.0000,0.0000,8.3569,0.9589,0.0000,9.3158,34.7540
"70688","722375",ПЕПЕЉЕВАЦ,PEPELJEVAC,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.26,0.00,0.00,0.26,0.0000,0.0000,0.5261,0.0000,0.0000,0.5261,2.0086
"70670","720933",ЂУНИС,ĐUNIS,КРУШЕВАЦ,KRUŠEVAC,0.00,0.00,0.00,0.35,0.00,0.35,0.0000,0.0000,0.0000,6.0939,0.0000,6.0939,17.2028
"71030","737607",ВЕЛИКА КРУШЕВИЦА,VELIKA KRUŠEVICA,РЕКОВАЦ,REKOVAC,0.00,0.00,0.00,0.23,0.00,0.23,0.0000,0.0000,0.0000,2.6361,0.0000,2.6361,11.4194
"71242","745685",ЈЕЗДИНА,JEZDINA,ЧАЧАК,ČAČAK,0.00,0.00,0.00,0.02,0.00,0.02,0.0000,0.0000,0.0000,0.1288,0.0000,0.1288,5.3012
"70017","700444",ПОПОВЦИ,POPOVCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,0.00,0.00,0.84,0.00,0.84,0.0000,0.0000,0.0000,0.7315,0.0000,0.7315,0.8682
"70017","700231",ДОЊА ЗЛЕГИЊА,DONJA ZLEGINJA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3728
"70866","729957",ТИСОВИЦА,TISOVICA,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7338
"70360","709093",ТУБРАВИЋ,TUBRAVIĆ,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,0.22,0.00,0.22,0.0000,0.0000,0.0000,2.4236,0.0000,2.4236,10.9517
"70360","708593",ЖАБАРИ,ŽABARI,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9947
"70629","718157",ГОДЉЕВО,GODLJEVO,КОСЈЕРИЋ,KOSJERIĆ,0.00,0.00,0.00,0.07,0.61,0.68,0.0000,0.0000,0.0000,0.7073,6.3317,7.0390,10.4023
"71188","743232",БАЋИЦА,BAĆICA,ТУТИН,TUTIN,0.00,0.00,0.00,0.33,0.00,0.33,0.0000,0.0000,0.0000,4.2862,0.0000,4.2862,13.1754
"71064","738760",ВЛАХОВО,VLAHOVO,СВРЉИГ,SVRLJIG,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.4240
"70025","701025",КАМЕНИЦА,KAMENICA,АЛЕКСИНАЦ,ALEKSINAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8087
"70670","721425",РИБАРЕ,RIBARE,КРУШЕВАЦ,KRUŠEVAC,0.00,0.00,0.00,0.37,0.15,0.52,0.0000,0.0000,0.0000,5.1179,2.0112,7.1291,13.7782
"70980","734497",ГОРЊЕ БАБИНЕ,GORNJE BABINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.2769
"70971","734179",КРЊАЧА,KRNJAČA,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,0.14,0.00,0.14,0.0000,0.0000,0.0000,6.3556,0.0000,6.3556,43.9209
"70459","712400",ЛИПОВА,LIPOVA,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8033
"70670","720615",БИВОЉЕ,BIVOLJE,КРУШЕВАЦ,KRUŠEVAC,0.00,0.00,0.49,0.18,0.00,0.67,0.0000,0.0000,3.7220,1.3999,0.0000,5.1219,7.6462
"71129","740985",ТРГОВИШТЕ,TRGOVIŠTE,СОКОБАЊА,SOKOBANJA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6405
"70840","728829",ТАМНИЧ,TAMNIČ,НЕГОТИН,NEGOTIN,0.00,0.00,0.00,0.01,0.00,0.01,0.0000,0.0000,0.0000,0.1609,0.0000,0.1609,19.7542
"70840","728799",СМЕДОВАЦ,SMEDOVAC,НЕГОТИН,NEGOTIN,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0171
"71170","743097",РУЈИШНИК,RUJIŠNIK,ТРСТЕНИК,TRSTENIK,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7776
"70653","719340",БОГУТОВАЦ,BOGUTOVAC,КРАЉЕВО,KRALJEVO,0.00,0.00,0.13,0.00,0.00,0.13,0.0000,0.0000,4.5900,0.0000,0.0000,4.5900,35.4303
"70670","721018",КАМЕНАРЕ,KAMENARE,КРУШЕВАЦ,KRUŠEVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0814
"71153","742074",ЈЕЛЕНАЦ,JELENAC,ТОПОЛА,TOPOLA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.7630
"71188","743283",БОРОШТИЦА,BOROŠTICA,ТУТИН,TUTIN,0.00,0.00,0.00,0.22,0.00,0.22,0.0000,0.0000,0.0000,2.8660,0.0000,2.8660,12.9583
"70874","730530",ЛУКАРСКО ГОШЕВО,LUKARSKO GOŠEVO,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.27,0.00,0.00,0.27,0.0000,0.0000,3.3125,0.0000,0.0000,3.3125,12.1839
"70700","723070",ПЕПЕЉЕВАЦ,PEPELJEVAC,ЛАЈКОВАЦ,LAJKOVAC,0.60,0.00,0.00,0.05,0.24,0.89,6.9536,0.0000,0.0000,0.5539,2.7796,10.2871,11.5781
"70033","701521",КОПЉАРЕ,KOPLJARE,АРАНЂЕЛОВАЦ,ARANĐELOVAC,0.00,0.00,0.00,0.03,0.00,0.03,0.0000,0.0000,0.0000,0.5144,0.0000,0.5144,17.0424
"70050","702137",ИЗВОР,IZVOR,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.16,0.00,0.00,0.16,0.0000,0.0000,1.2098,0.0000,0.0000,1.2098,7.7160
"70076","702854",БРЗАН,BRZAN,БАТОЧИНА,BATOČINA,0.33,0.08,0.00,0.18,0.00,0.59,9.4770,2.2288,0.0000,5.2772,0.0000,16.9830,28.9128
"70629","718220",МАКОВИШТЕ,MAKOVIŠTE,КОСЈЕРИЋ,KOSJERIĆ,0.00,0.00,0.00,0.00,0.51,0.51,0.0000,0.0000,0.0000,0.0000,18.5178,18.5178,36.5934
"70777","726559",ГРЧИЋ,GRČIĆ,ЉУБОВИЈА,LJUBOVIJA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3816
"70939","732320",ИЗВОР,IZVOR,ПИРОТ,PIROT,0.00,0.00,0.00,0.36,0.00,0.36,0.0000,0.0000,0.0000,5.1507,0.0000,5.1507,14.3234
"71072","739855",МЕЂУГОР,MEĐUGOR,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.2985
"70998","735302",БАЛЧАК,BALČAK,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.28,0.00,0.28,0.0000,0.0000,0.0000,1.7805,0.0000,1.7805,6.2784
"70378","709131",ВАРВАРИН,VARVARIN,ВАРВАРИН,VARVARIN,0.00,0.00,0.00,1.83,0.00,1.83,0.0000,0.0000,0.0000,3.8952,0.0000,3.8952,2.1293
"71170","742759",ГОРЊИ ДУБИЧ,GORNJI DUBIČ,ТРСТЕНИК,TRSTENIK,0.00,0.00,0.00,0.38,0.00,0.38,0.0000,0.0000,0.0000,3.0985,0.0000,3.0985,8.0860
"70688","722111",КУРШУМЛИЈСКА БАЊА,KURŠUMLIJSKA BANJA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,1.03,0.00,1.03,0.0000,0.0000,0.0000,7.9825,0.0000,7.9825,7.7782
"70998","735248",АРБАНАШКА,ARBANAŠKA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4737
"70840","728748",РОГЉЕВО,ROGLJEVO,НЕГОТИН,NEGOTIN,0.00,0.00,0.00,0.31,0.00,0.31,0.0000,0.0000,0.0000,2.6802,0.0000,2.6802,8.7735
"70483","713341",ДАВИДОВИЦА,DAVIDOVICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.00,0.00,0.58,0.58,0.0000,0.0000,0.0000,0.0000,3.3020,3.3020,5.6812
"70483","713201",БРЕЗОВИЦА,BREZOVICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,0.00,0.39,0.00,0.00,0.39,0.0000,0.0000,1.4424,0.0000,0.0000,1.4424,3.7427
"70360","709085",ТАОР,TAOR,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,0.00,0.23,0.23,0.0000,0.0000,0.0000,0.0000,6.1755,6.1755,27.4090
"71056","738484",БРЕСЈЕ,BRESJE,СВИЛАЈНАЦ,SVILAJNAC,0.00,0.00,0.00,0.00,0.23,0.23,0.0000,0.0000,0.0000,0.0000,2.2529,2.2529,9.6477
"70653","720291",ЧИБУКОВАЦ,ČIBUKOVAC,КРАЉЕВО,KRALJEVO,0.00,0.00,0.32,0.00,0.00,0.32,0.0000,0.0000,1.3980,0.0000,0.0000,1.3980,4.3378
"70653","720194",СТУБАЛ,STUBAL,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,0.18,0.00,0.18,0.0000,0.0000,0.0000,4.8076,0.0000,4.8076,27.2702
"70696","722863",РАБРОВО,RABROVO,КУЧЕВО,KUČEVO,0.00,0.00,0.22,0.00,0.14,0.36,0.0000,0.0000,3.6512,0.0000,2.4124,6.0636,16.6208
"70394","709638",МАКЦЕ,MAKCE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,0.00,0.00,0.35,0.22,0.05,0.62,0.0000,0.0000,6.7999,4.2880,0.9931,12.0810,19.3540
"70360","708887",ПЕТНИЦА,PETNICA,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,0.43,0.00,0.43,0.0000,0.0000,0.0000,1.5427,0.0000,1.5427,3.5794
"70238","704962",ДУЧИНА,DUČINA,СОПОТ,SOPOT,0.00,0.00,0.00,0.33,0.20,0.52,0.0000,0.0000,0.0000,4.3154,2.6374,6.9528,13.2801
"70637","718432",ГОЛОЧЕЛО,GOLOČELO,КОЦЕЉЕВА,KOCELJEVA,0.00,0.00,0.00,0.27,0.00,0.27,0.0000,0.0000,0.0000,4.0361,0.0000,4.0361,14.7591
"70386","709409",ЛОЗОВИК,LOZOVIK,ВЕЛИКА ПЛАНА,VELIKA PLANA,0.21,0.00,0.00,0.07,0.09,0.36,9.2946,0.0000,0.0000,3.1197,3.8926,16.3069,44.7424
"70696","722766",КАОНА,KAONA,КУЧЕВО,KUČEVO,0.00,0.00,0.16,0.00,0.00,0.16,0.0000,0.0000,3.7490,0.0000,0.0000,3.7490,23.4664
"70807","727245",ЦРЉЕНАЦ,CRLJENAC,МАЛО ЦРНИЋЕ,MALO CRNIĆE,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0005,0.0000,0.0005,17.2425
"70637","718505",КАМЕНИЦА,KAMENICA,КОЦЕЉЕВА,KOCELJEVA,0.00,0.00,0.00,0.55,0.00,0.55,0.0000,0.0000,0.0000,9.6385,0.0000,9.6385,17.5622
"71218","744638",КАЛЕНИЋ,KALENIĆ,УБ,UB,0.00,0.00,0.00,0.52,0.00,0.52,0.0000,0.0000,0.0000,7.0624,0.0000,7.0624,13.7041
"70939","732265",ГРАДАШНИЦА,GRADAŠNICA,ПИРОТ,PIROT,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4364
"70939","732478",НИШОР,NIŠOR,ПИРОТ,PIROT,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0974
"70874","729990",АЛУЛОВИЋЕ,ALULOVIĆE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.24,0.00,0.24,0.0000,0.0000,0.0000,2.4159,0.0000,2.4159,10.1959
"70777","726567",ДОЊА ЉУБОВИЂА,DONJA LJUBOVIĐA,ЉУБОВИЈА,LJUBOVIJA,0.00,0.00,0.00,0.38,0.00,0.38,0.0000,0.0000,0.0000,5.7369,0.0000,5.7369,15.0412
"70912","731757",ВЕЛИКО ЛАОЛЕ,VELIKO LAOLE,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,0.00,0.00,0.00,0.28,0.16,0.44,0.0000,0.0000,0.0000,7.5589,4.3628,11.9217,26.8183
"70793","726958",ВЕЛИКА РЕКА,VELIKA REKA,МАЛИ ЗВОРНИК,MALI ZVORNIK,0.00,0.00,0.06,0.00,0.01,0.07,0.0000,0.0000,1.0070,0.0000,0.1715,1.1785,15.9114
"70084","703109",ГОРЊИ РИЊ,GORNJI RINJ,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.4126
"70190","704563",БАРИЧ,BARIČ,ОБРЕНОВАЦ,OBRENOVAC,0.00,0.00,0.23,0.00,0.00,0.23,0.0000,0.0000,3.3990,0.0000,0.0000,3.3990,14.6825
"70394","709565",КАМИЈЕВО,KAMIJEVO,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,0.00,0.00,0.00,0.00,0.29,0.29,0.0000,0.0000,0.0000,0.0000,2.1187,2.1187,7.3108
"70190","704792",РВАТИ,RVATI,ОБРЕНОВАЦ,OBRENOVAC,0.00,0.00,0.00,0.00,0.01,0.01,0.0000,0.0000,0.0000,0.0000,0.0060,0.0060,1.1994
"70807","727202",САЛАКОВАЦ,SALAKOVAC,МАЛО ЦРНИЋЕ,MALO CRNIĆE,0.00,0.03,0.61,0.15,0.34,1.14,0.0000,0.3350,6.0269,1.5098,3.3762,11.2479,9.8284
"70408","709778",БЕЛОТИЋ,BELOTIĆ,ВЛАДИМИРЦИ,VLADIMIRCI,0.00,0.00,0.32,0.00,0.00,0.32,0.0000,0.0000,3.8073,0.0000,0.0000,3.8073,12.0030
"70548","715239",ГЛАШИНЦЕ,GLAŠINCE,ЖИТОРАЂА,ŽITORAĐA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6521
"70980","735027",ОШТРА СТИЈЕНА,OŠTRA STIJENA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0713
"70688","722553",СЕОЦЕ,SEOCE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,0.18,0.00,0.18,0.0000,0.0000,0.0000,3.0798,0.0000,3.0798,17.5874
"70530","715131",РИБАРЕ,RIBARE,ЖАГУБИЦА,ŽAGUBICA,0.00,0.00,0.00,0.15,0.02,0.17,0.0000,0.0000,0.0000,2.8644,0.4678,3.3322,19.1322
"70912","731773",ВОШАНОВАЦ,VOŠANOVAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2239
"70033","701459",БУКОВИК,BUKOVIK,АРАНЂЕЛОВАЦ,ARANĐELOVAC,0.00,0.00,0.18,0.33,0.04,0.55,0.0000,0.0000,4.3363,7.7878,0.9302,13.0543,23.9386
"71323","727962",КРУШЦЕ,KRUŠCE,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3255
"70475","713007",КРИВАЧА,KRIVAČA,ГОЛУБАЦ,GOLUBAC,0.00,0.00,0.00,0.00,0.18,0.18,0.0000,0.0000,0.0000,0.0000,2.7923,2.7923,15.8625
"70980","734420",БРВИНЕ,BRVINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7180
"70653","719480",ГЛЕДИЋ,GLEDIĆ,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,0.00,0.26,0.26,0.0000,0.0000,0.0000,0.0000,8.5805,8.5805,33.5513
"70343","707384",КРИВА РЕКА,KRIVA REKA,БРУС,BRUS,0.00,0.00,0.00,0.13,0.00,0.13,0.0000,0.0000,0.0000,5.5722,0.0000,5.5722,44.5300
"71064","738816",ГУШЕВАЦ,GUŠEVAC,СВРЉИГ,SVRLJIG,0.00,0.00,0.00,0.15,0.00,0.15,0.0000,0.0000,0.0000,1.1389,0.0000,1.1389,7.7951
"70017","700223",ДОБРОЉУПЦИ,DOBROLJUPCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4545
"71315","729523",РУЈНИК,RUJNIK,ЦРВЕНИ КРСТ,CRVENI KRST,0.00,0.00,0.00,0.00,0.50,0.50,0.0000,0.0000,0.0000,0.0000,3.3898,3.3898,6.7825
"80233","802441",ЛИПАР,LIPAR,КУЛА,KULA,0.00,0.00,0.00,0.17,0.00,0.17,0.0000,0.0000,0.0000,6.7947,0.0000,6.7947,40.4788
"80110","800996",БАЧКО ПЕТРОВО СЕЛО,BAČKO PETROVO SELO,БЕЧЕЈ,BEČEJ,0.00,0.00,0.00,0.07,0.00,0.07,0.0000,0.0000,0.0000,8.5485,0.0000,8.5485,116.0864
"70653","719889",МИЛИЋЕ,MILIĆE,КРАЉЕВО,KRALJEVO,0.00,0.00,0.21,0.00,0.00,0.21,0.0000,0.0000,4.6589,0.0000,0.0000,4.6589,22.7093
"70602","717843",ПРИЧЕВАЦ,PRIČEVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,0.00,0.00,0.00,0.29,0.29,0.0000,0.0000,0.0000,0.0000,3.4736,3.4736,12.0905
"70866","729973",ЧЕЛИЦЕ,ČELICE,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,0.26,0.00,0.26,0.0000,0.0000,0.0000,2.3843,0.0000,2.3843,9.3136
"71064","739073",РАДМИРОВАЦ,RADMIROVAC,СВРЉИГ,SVRLJIG,0.00,0.00,0.00,0.00,0.66,0.66,0.0000,0.0000,0.0000,0.0000,5.9506,5.9506,9.0622
"70939","732192",ВЛАСИ,VLASI,ПИРОТ,PIROT,0.00,0.00,0.00,0.16,0.00,0.16,0.0000,0.0000,0.0000,3.9786,0.0000,3.9786,25.2473
"70564","716154",ИВАЊИЦА,IVANJICA,ИВАЊИЦА,IVANJICA,0.00,0.00,1.87,0.89,0.38,3.14,0.0000,0.0000,6.9060,3.2834,1.3836,11.5730,3.6854
"70971","734233",ПРИБОЈ,PRIBOJ,ПРИБОЈ,PRIBOJ,0.00,0.00,0.00,0.97,0.00,0.97,0.0000,0.0000,0.0000,5.8334,0.0000,5.8334,6.0248
"70874","730459",КОЖЉЕ,KOŽLJE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.48,0.00,0.00,0.48,0.0000,0.0000,6.7803,0.0000,0.0000,6.7803,14.2071
"70726","723649",БЕЛАНОВЦЕ,BELANOVCE,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.29,0.00,0.29,0.0000,0.0000,0.0000,2.2706,0.0000,2.2706,7.7237
"71188","744204",ШИПЧЕ,ŠIPČE,ТУТИН,TUTIN,0.00,0.00,0.00,0.33,0.00,0.33,0.0000,0.0000,0.0000,0.7715,0.0000,0.7715,2.3590
"70726","723878",ВИНАРЦЕ,VINARCE,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.39,0.00,0.39,0.0000,0.0000,0.0000,5.8381,0.0000,5.8381,14.8262
"70874","731030",ЧАШИЋ ДОЛАЦ,ČAŠIĆ DOLAC,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.8890
"71188","744140",ЦРКВИНЕ,CRKVINE,ТУТИН,TUTIN,0.00,0.00,0.00,8.33,0.00,8.33,0.0000,0.0000,0.0000,0.5001,0.0000,0.5001,0.0601
"71188","743674",ЈАРЕБИЦЕ,JAREBICE,ТУТИН,TUTIN,0.00,0.00,0.00,0.04,0.00,0.04,0.0000,0.0000,0.0000,0.4952,0.0000,0.4952,11.2747
"70424","711152",ЦРНАТОВО,CRNATOVO,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1625
"70050","701955",ВАЛНИШ,VALNIŠ,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.35,0.00,0.35,0.0000,0.0000,0.0000,2.6644,0.0000,2.6644,7.6775
"71188","743640",ИЗРОК,IZROK,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8815
"70955","733431",ПИЛАТОВИЋИ,PILATOVIĆI,ПОЖЕГА,POŽEGA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.5957
"71145","741523",ВРУТЦИ,VRUTCI,УЖИЦЕ,UŽICE,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9828
"71188","744115",ТОЧИЛОВО,TOČILOVO,ТУТИН,TUTIN,0.00,0.00,0.00,0.13,0.00,0.13,0.0000,0.0000,0.0000,1.3826,0.0000,1.3826,10.4039
"71072","739146",АЛИВЕРОВИЋЕ,ALIVEROVIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.73,0.00,0.73,0.0000,0.0000,0.0000,3.5693,0.0000,3.5693,4.8656
"70548","715247",ГОРЊЕ ЦРНАТОВО,GORNJE CRNATOVO,ЖИТОРАЂА,ŽITORAĐA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.5266
"70548","715492",ТОПОНИЦА,TOPONICA,ЖИТОРАЂА,ŽITORAĐA,0.00,0.00,0.00,0.00,0.28,0.28,0.0000,0.0000,0.0000,0.0000,2.5113,2.5113,8.9939
"71021","736970",БОЋЕ,BOĆE,РАШКА,RAŠKA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.5678
"70653","720119",РОЋЕВИЋИ,ROĆEVIĆI,КРАЉЕВО,KRALJEVO,0.00,0.00,0.00,0.52,0.00,0.52,0.0000,0.0000,0.0000,3.8910,0.0000,3.8910,7.5440
"70394","709522",ДОЉАШНИЦА,DOLJAŠNICA,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6274
"70092","703508",БАЋЕВАЦ,BAĆEVAC,БАРАЈЕВО,BARAJEVO,0.00,0.00,0.05,0.00,0.36,0.41,0.0000,0.0000,0.7929,0.0000,5.6429,6.4358,15.7094
"70335","706795",ЖЕРАВИНО,ŽERAVINO,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.13,0.13,0.0000,0.0000,0.0000,0.0000,0.7876,0.7876,6.2138
"70190","704636",ДРАЖЕВАЦ,DRAŽEVAC,ОБРЕНОВАЦ,OBRENOVAC,0.00,0.00,0.00,0.32,0.18,0.49,0.0000,0.0000,0.0000,6.4926,3.5974,10.0900,20.4194
"71269","746355",МЕТЛИЋ,METLIĆ,ШАБАЦ,ŠABAC,0.00,0.00,0.00,0.07,0.13,0.20,0.0000,0.0000,0.0000,1.7675,3.1457,4.9132,24.6966
"71188","743950",ПОТРЕБ,POTREB,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6366
"70874","730513",ЛОПУЖЊЕ,LOPUŽNJE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.1379
"70726","724467",КАШТАВАР,KAŠTAVAR,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9526
"70874","730173",ВУЧИНИЋЕ,VUČINIĆE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.7316
"70688","721824",ГОРЊЕ ТОЧАНЕ,GORNJE TOČANE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3101
"70360","708488",ГОРЊА БУКОВИЦА,GORNJA BUKOVICA,ВАЉЕВО,VALJEVO,0.00,0.00,0.00,0.00,0.27,0.26,0.0000,0.0000,0.0000,0.0000,7.7033,7.7033,29.0842
"70521","714879",ЖАБАРИ,ŽABARI,ЖАБАРИ,ŽABARI,0.00,0.00,0.00,0.20,0.00,0.20,0.0000,0.0000,0.0000,3.6043,0.0000,3.6043,17.9503
"70700","723053",МАРКОВА ЦРКВА,MARKOVA CRKVA,ЛАЈКОВАЦ,LAJKOVAC,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9663
"70998","736210",ПРОКУПЉЕ,PROKUPLJE,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.34,0.35,0.14,0.82,0.0000,0.0000,7.0221,7.2972,2.8404,17.1597,20.9215
"70343","707554",СУДИМЉА,SUDIMLJA,БРУС,BRUS,0.00,0.00,0.00,0.54,0.00,0.54,0.0000,0.0000,0.0000,3.6322,0.0000,3.6322,6.7632
"70874","730874",РАСТ,RAST,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,1.46,0.00,1.46,0.0000,0.0000,0.0000,3.9375,0.0000,3.9375,2.6945
"70262","705306",ДОЊА ДРАГУША,DONJA DRAGUŠA,БЛАЦЕ,BLACE,0.00,0.00,0.53,0.00,0.00,0.53,0.0000,0.0000,1.5032,0.0000,0.0000,1.5032,2.8350
"70050","702323",РАДОШЕВАЦ,RADOŠEVAC,БАБУШНИЦА,BABUŠNICA,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6850
