MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,Decl/Grow,Traff_Name,DENS_Moto,DENS_Trunk,DENS_Prim,DENS_Sec,DENS_Tert,DENS_All,LEN_Moto,LEN_Trunk,LEN_Prim,LEN_Sec,LEN_Tert,LEN_All,Area,Traff_Key
"71161","742325",ГОРЊИ КОЗЈИ ДОЛ,GORNJI KOZJI DOL,ТРГОВИШТЕ,TRGOVIŠTE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.24,0.24,0.0000,0.0000,0.0000,0.0000,1.9104,1.9104,7.8458,"3"
"71153","742082",ЈУНКОВАЦ,JUNKOVAC,ТОПОЛА,TOPOLA,Population decline,Low road density with population decline,0.00,0.00,0.18,0.00,0.00,0.18,0.0000,0.0000,3.3593,0.0000,0.0000,3.3593,18.9308,"3"
"70700","722987",ВРАЧЕВИЋ,VRAČEVIĆ,ЛАЈКОВАЦ,LAJKOVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.08,0.35,0.43,0.0000,0.0000,0.0000,1.3191,5.5584,6.8775,15.8118,"1"
"71099","740489",САРАОРЦИ,SARAORCI,СМЕДЕРЕВО,SMEDEREVO,Population growth,High road density with population growth,0.18,0.00,0.00,0.15,0.00,0.33,3.4776,0.0000,0.0000,2.8459,0.0000,6.3235,19.1692,"2"
"70637","718530",МАЛИ БОШЊАК,MALI BOŠNJAK,КОЦЕЉЕВА,KOCELJEVA,Population decline,High road density with population decline,0.00,0.00,0.47,0.00,0.00,0.47,0.0000,0.0000,3.1855,0.0000,0.0000,3.1855,6.8423,"1"
"70734","725773",ШУРИЦЕ,ŠURICE,ЛОЗНИЦА,LOZNICA,Population decline,Low road density with population decline,0.00,0.00,0.19,0.00,0.00,0.19,0.0000,0.0000,0.6313,0.0000,0.0000,0.6313,3.2911,"3"
"70092","703583",МАНИЋ,MANIĆ,БАРАЈЕВО,BARAJEVO,Population growth,Low road density with population growth,0.00,0.00,0.00,0.25,0.00,0.25,0.0000,0.0000,0.0000,1.8249,0.0000,1.8249,7.3922,"4"
"70734","725684",СТУПНИЦА,STUPNICA,ЛОЗНИЦА,LOZNICA,Population decline,Low road density with population decline,0.00,0.00,0.09,0.00,0.00,0.09,0.0000,0.0000,1.0602,0.0000,0.0000,1.0602,11.8042,"3"
"70840","728578",ЈАСЕНИЦА,JASENICA,НЕГОТИН,NEGOTIN,Population decline,High road density with population decline,0.00,0.00,0.32,0.00,0.00,0.32,0.0000,0.0000,8.8693,0.0000,0.0000,8.8693,27.4567,"1"
"70785","726842",ЛЕСКОВО,LESKOVO,МАЈДАНПЕК,MAJDANPEK,Population decline,Low road density with population decline,0.00,0.00,0.00,0.17,0.00,0.17,0.0000,0.0000,0.0000,4.8199,0.0000,4.8199,27.7485,"3"
"70661","720577",ШЉИВОВА,ŠLJIVOVA,КРУПАЊ,KRUPANJ,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.23,0.23,0.0000,0.0000,0.0000,0.0000,6.5692,6.5692,29.1879,"3"
"70530","715034",ЈОШАНИЦА,JOŠANICA,ЖАГУБИЦА,ŽAGUBICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.12,0.12,0.0000,0.0000,0.0000,0.0000,4.2281,4.2281,36.1109,"3"
"70173","704393",ЈАГЊИЛО,JAGNJILO,МЛАДЕНОВАЦ,MLADENOVAC,Population growth,Low road density with population growth,0.00,0.00,0.15,0.00,0.00,0.15,0.0000,0.0000,4.0001,0.0002,0.0000,4.0003,27.3670,"4"
"70696","722707",БУКОВСКА,BUKOVSKA,КУЧЕВО,KUČEVO,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,46.4947,"3"
"70912","732036",ЋОВДИН,ĆOVDIN,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.10,0.10,0.0000,0.0000,0.0000,0.0000,2.8577,2.8577,29.2258,"3"
"70700","723096",БОГОВАЂА,BOGOVAĐA,ЛАЈКОВАЦ,LAJKOVAC,Population decline,High road density with population decline,0.40,0.00,0.00,0.59,0.38,1.37,3.4946,0.0000,0.0000,5.0994,3.2738,11.8678,8.6676,"1"
"70165","703931",БАРЗИЛОВИЦА,BARZILOVICA,ЛАЗАРЕВАЦ,LAZAREVAC,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.22,0.22,0.0000,0.0000,0.0000,0.0000,3.9166,3.9166,17.4586,"4"
"70912","731684",БИСТРИЦА,BISTRICA,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.7081,"3"
"70360","708445",ВРАГОЧАНИЦА,VRAGOČANICA,ВАЉЕВО,VALJEVO,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.6637,"3"
"70769","726311",КАЛАЊЕВЦИ,KALANJEVCI,ЉИГ,LJIG,Population decline,High road density with population decline,0.00,0.00,0.00,0.04,0.44,0.48,0.0000,0.0000,0.0000,0.8179,8.7873,9.6052,19.8058,"1"
"70521","714844",ВИТЕЖЕВО,VITEŽEVO,ЖАБАРИ,ŽABARI,Population decline,Low road density with population decline,0.00,0.00,0.00,0.04,0.00,0.03,0.0000,0.0000,0.0000,0.8669,0.0000,0.8669,25.1199,"3"
"70734","725714",ТРБУШНИЦА,TRBUŠNICA,ЛОЗНИЦА,LOZNICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.02,0.02,0.0000,0.0000,0.0000,0.0000,0.2642,0.2642,12.3126,"3"
"70637","718459",ГРАДОЈЕВИЋ,GRADOJEVIĆ,КОЦЕЉЕВА,KOCELJEVA,Population decline,High road density with population decline,0.00,0.00,0.00,0.34,0.50,0.83,0.0000,0.0000,0.0000,3.2362,4.7839,8.0201,9.6281,"1"
"70882","731137",ГУЊАЦИ,GUNJACI,ОСЕЧИНА,OSEČINA,Population decline,High road density with population decline,0.00,0.00,0.00,0.20,0.13,0.33,0.0000,0.0000,0.0000,4.6446,2.9593,7.6039,23.3690,"1"
"70173","704539",ЦРКВИНЕ,CRKVINE,МЛАДЕНОВАЦ,MLADENOVAC,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1933,"4"
"70912","731811",ЗАБРЂЕ,ZABRĐE,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,Population decline,High road density with population decline,0.00,0.00,0.00,0.30,0.00,0.30,0.0000,0.0000,0.0000,3.1284,0.0000,3.1284,10.4303,"1"
"70165","704288",ШОПИЋ,ŠOPIĆ,ЛАЗАРЕВАЦ,LAZAREVAC,Population growth,High road density with population growth,0.00,0.00,0.37,0.00,0.23,0.61,0.0000,0.0000,5.4940,0.0000,3.4557,8.9497,14.7777,"2"
"70793","727008",МАЛИ ЗВОРНИК,MALI ZVORNIK,МАЛИ ЗВОРНИК,MALI ZVORNIK,Population decline,High road density with population decline,0.00,0.00,0.82,0.00,0.00,0.82,0.0000,0.0000,7.4697,0.0000,0.0000,7.4697,9.0880,"1"
"70165","704172",РУДОВЦИ,RUDOVCI,ЛАЗАРЕВАЦ,LAZAREVAC,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.26,0.26,0.0000,0.0000,0.0000,0.0000,3.2470,3.2470,12.3194,"4"
"71226","745111",РАЈЧЕТИНЕ,RAJČETINE,ЦРНА ТРАВА,CRNA TRAVA,Population decline,High road density with population decline,0.00,0.00,0.00,0.94,0.00,0.94,0.0000,0.0000,0.0000,4.7476,0.0000,4.7476,5.0395,"1"
"70653","719986",ПЕТРОПОЉЕ,PETROPOLJE,КРАЉЕВО,KRALJEVO,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9770,"4"
"70742","726109",ПУХОВО,PUHOVO,ЛУЧАНИ,LUČANI,Population decline,High road density with population decline,0.00,0.00,0.00,0.65,0.00,0.65,0.0000,0.0000,0.0000,4.1434,0.0000,4.1434,6.3547,"1"
"70653","720275",ЦВЕТКЕ,CVETKE,КРАЉЕВО,KRALJEVO,Population growth,Low road density with population growth,0.00,0.00,0.14,0.00,0.01,0.15,0.0000,0.0000,2.1577,0.0000,0.2145,2.3722,15.9208,"4"
"70319","706221",БОЉЕВАЦ СЕЛО,BOLJEVAC SELO,БОЉЕВАЦ,BOLJEVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.27,0.45,0.72,0.0000,0.0000,0.0000,2.7916,4.6350,7.4266,10.2976,"1"
"71234","745413",ШЉИВОВИЦА,ŠLJIVOVICA,ЧАЈЕТИНА,ČAJETINA,Population decline,Low road density with population decline,0.00,0.00,0.25,0.00,0.00,0.25,0.0000,0.0000,4.9825,0.0000,0.0000,4.9825,19.8861,"3"
"70262","705209",АЛАБАНА,ALABANA,БЛАЦЕ,BLACE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6566,"3"
"70424","711004",ОРАШЈЕ,ORAŠJE,ВЛАСОТИНЦЕ,VLASOTINCE,Population decline,High road density with population decline,0.00,0.00,0.00,0.00,0.39,0.39,0.0000,0.0000,0.0000,0.0000,1.8540,1.8540,4.7300,"1"
"70297","706051",МРВЕШ,MRVEŠ,БОЈНИК,BOJNIK,Population decline,High road density with population decline,0.00,0.00,0.00,0.49,0.00,0.49,0.0000,0.0000,0.0000,1.6037,0.0000,1.6037,3.2632,"1"
"70718","723193",БОШЊАЦЕ,BOŠNJACE,ЛЕБАНЕ,LEBANE,Population decline,Low road density with population decline,0.00,0.00,0.21,0.00,0.02,0.22,0.0000,0.0000,3.1138,0.0000,0.2667,3.3805,15.1331,"3"
"80349","803324",БАНАТСКИ СОКОЛАЦ,BANATSKI SOKOLAC,ПЛАНДИШТЕ,PLANDIŠTE,Population decline,Low road density with population decline,0.00,0.00,0.21,0.00,0.00,0.21,0.0000,0.0000,2.7030,0.0000,0.0000,2.7030,12.8807,"3"
"80322","803189",ДЕЧ,DEČ,ПЕЋИНЦИ,PEĆINCI,Population decline,Low road density with population decline,0.00,0.00,0.00,0.06,0.00,0.06,0.0000,0.0000,0.0000,2.0623,0.0000,2.0623,32.8895,"3"
"70955","733369",ЉУТИЦЕ,LJUTICE,ПОЖЕГА,POŽEGA,Population decline,High road density with population decline,0.00,0.00,0.00,0.45,0.04,0.49,0.0000,0.0000,0.0000,8.0517,0.7391,8.7908,17.8143,"1"
"71153","742023",ДОЊА ТРНАВА,DONJA TRNAVA,ТОПОЛА,TOPOLA,Population decline,High road density with population decline,0.00,0.00,0.00,0.00,0.30,0.30,0.0000,0.0000,0.0000,0.0000,5.0519,5.0519,17.0658,"1"
"70360","708372",БРЕЗОВИЦЕ,BREZOVICE,ВАЉЕВО,VALJEVO,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.9885,"3"
"70840","728764",СИКОЛЕ,SIKOLE,НЕГОТИН,NEGOTIN,Population decline,Low road density with population decline,0.00,0.00,0.05,0.00,0.11,0.16,0.0000,0.0000,2.8028,0.0000,6.2868,9.0896,57.8283,"3"
"70483","713554",ЉУТОВНИЦА,LJUTOVNICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.00,0.73,0.73,0.0000,0.0000,0.0000,0.0000,5.0029,5.0029,6.8163,"1"
"70645","718785",ДОБРАЧА,DOBRAČA,КРАГУЈЕВАЦ,KRAGUJEVAC,Population growth,Low road density with population growth,0.00,0.00,0.00,0.16,0.00,0.16,0.0000,0.0000,0.0000,2.0975,0.0000,2.0975,13.4865,"4"
"70491","713945",ВОЈНИК,VOJNIK,ДЕСПОТОВАЦ,DESPOTOVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.37,0.00,0.37,0.0000,0.0000,0.0000,4.1786,0.0000,4.1786,11.2747,"1"
"70491","713848",БОГАВА,BOGAVA,ДЕСПОТОВАЦ,DESPOTOVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.08,0.00,0.08,0.0000,0.0000,0.0000,0.7043,0.0000,0.7043,8.5635,"3"
"70530","715000",ВУКОВАЦ,VUKOVAC,ЖАГУБИЦА,ŽAGUBICA,Population decline,High road density with population decline,0.00,0.00,0.00,0.15,0.21,0.36,0.0000,0.0000,0.0000,3.3911,4.9186,8.3097,22.9461,"1"
"70360","708291",БЕЛИЋ,BELIĆ,ВАЉЕВО,VALJEVO,Population decline,High road density with population decline,0.00,0.00,0.41,0.00,0.00,0.41,0.0000,0.0000,1.0167,0.0000,0.0000,1.0167,2.4754,"1"
"70840","728837",ТРЊАНЕ,TRNJANE,НЕГОТИН,NEGOTIN,Population decline,Low road density with population decline,0.00,0.00,0.08,0.00,0.00,0.08,0.0000,0.0000,2.2063,0.0000,0.0000,2.2063,28.8796,"3"
"70831","728250",МАЉЕВИЋ,MALJEVIĆ,МИОНИЦА,MIONICA,Population decline,High road density with population decline,0.00,0.00,0.00,0.05,0.55,0.60,0.0000,0.0000,0.0000,0.2102,2.4189,2.6291,4.3752,"1"
"71013","736856",ТРСКА,TRSKA,РАЧА,RAČA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3441,"3"
"70483","713228",ВАРНИЦЕ,VARNICE,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.00,0.53,0.53,0.0000,0.0000,0.0000,0.0000,3.4967,3.4967,6.6355,"1"
"70831","728136",ГОЛУБАЦ,GOLUBAC,МИОНИЦА,MIONICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.23,0.00,0.23,0.0000,0.0000,0.0000,0.9078,0.0000,0.9078,3.8815,"3"
"70076","702943",МИЛАТОВАЦ,MILATOVAC,БАТОЧИНА,BATOČINA,Population decline,High road density with population decline,0.00,0.62,0.00,0.00,0.30,0.93,0.0000,2.9321,0.0000,0.0000,1.4144,4.3465,4.6983,"1"
"70483","713406",ДРУЖЕТИЋИ,DRUŽETIĆI,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.10,0.00,0.10,0.0000,0.0000,0.0000,3.0084,0.0000,3.0084,31.0897,"3"
"70645","718661",ВЕЛИКИ ШЕЊ,VELIKI ŠENJ,КРАГУЈЕВАЦ,KRAGUJEVAC,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.3162,"4"
"70491","713864",БУКОВАЦ,BUKOVAC,ДЕСПОТОВАЦ,DESPOTOVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.01,0.00,0.01,0.0000,0.0000,0.0000,0.1300,0.0386,0.1686,12.1122,"3"
"71056","738603",МАЧЕВАЦ,MAČEVAC,СВИЛАЈНАЦ,SVILAJNAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.9909,"3"
"71102","740578",БАНИЧИНА,BANIČINA,СМЕДЕРЕВСКА ПАЛАНКА,SMEDEREVSKA PALANKA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.09,0.09,0.0000,0.0000,0.0000,0.0000,2.1182,2.1182,24.9124,"3"
"70360","708364",БРАНКОВИНА,BRANKOVINA,ВАЉЕВО,VALJEVO,Population decline,Low road density with population decline,0.00,0.00,0.15,0.00,0.00,0.15,0.0000,0.0000,1.8292,0.0000,0.0000,1.8292,12.0974,"3"
"70726","724726",НОВО СЕЛО,NOVO SELO,ЛЕСКОВАЦ,LESKOVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.8046,"3"
"71226","745049",КАЛНА,KALNA,ЦРНА ТРАВА,CRNA TRAVA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.15,0.15,0.0000,0.0000,0.0000,0.0000,5.8938,5.8938,38.2627,"3"
"70726","724742",ОРАОВИЦА (КОД ГРДЕЛИЦЕ),ORAOVICA (KOD GRDELICE),ЛЕСКОВАЦ,LESKOVAC,Population decline,High road density with population decline,0.41,0.00,0.00,0.19,0.05,0.65,8.7999,0.0000,0.0000,4.1280,1.0496,13.9775,21.4688,"1"
"70726","724700",НАКРИВАЊ,NAKRIVANJ,ЛЕСКОВАЦ,LESKOVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.00,0.47,0.47,0.0000,0.0000,0.0000,0.0000,13.6841,13.6841,29.2763,"1"
"71226","744999",ГРАДСКА,GRADSKA,ЦРНА ТРАВА,CRNA TRAVA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.22,0.22,0.0000,0.0000,0.0000,0.0000,4.3696,4.3696,19.8027,"3"
"70718","723240",ГОРЊЕ ВРАНОВЦЕ,GORNJE VRANOVCE,ЛЕБАНЕ,LEBANE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.25,0.25,0.0000,0.0000,0.0000,0.0000,1.8354,1.8354,7.2275,"3"
"71226","745065",КРСТИЋЕВО,KRSTIĆEVO,ЦРНА ТРАВА,CRNA TRAVA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7043,"3"
"71242","745502",БРЕСНИЦА,BRESNICA,ЧАЧАК,ČAČAK,Population growth,High road density with population growth,0.00,0.00,0.20,0.00,0.10,0.30,0.0000,0.0000,5.8496,0.0000,2.9520,8.8016,29.2328,"2"
"71226","746703",ОБРАДОВЦЕ,OBRADOVCE,ЦРНА ТРАВА,CRNA TRAVA,Population decline,High road density with population decline,0.00,0.00,0.00,0.96,0.00,0.96,0.0000,0.0000,0.0000,5.9274,0.0000,5.9274,6.1846,"1"
"70815","727440",ЂУЛЕКАРЕ,ĐULEKARE,МЕДВЕЂА,MEDVEĐA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5339,"3"
"71226","745146",ЦРНА ТРАВА,CRNA TRAVA,ЦРНА ТРАВА,CRNA TRAVA,Population decline,High road density with population decline,0.00,0.00,0.00,0.35,0.00,0.35,0.0000,0.0000,0.0000,4.2530,0.0000,4.2530,12.2304,"1"
"70718","723304",КЛАЈИЋ,KLAJIĆ,ЛЕБАНЕ,LEBANE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.14,0.14,0.0000,0.0000,0.0000,0.0000,2.9735,2.9735,21.0808,"3"
"70815","727300",ВЕЛИКА БРАИНА,VELIKA BRAINA,МЕДВЕЂА,MEDVEĐA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.5134,"3"
"70688","722154",ЉУША,LJUŠA,КУРШУМЛИЈА,KURŠUMLIJA,Population decline,Low road density with population decline,0.00,0.00,0.06,0.04,0.00,0.10,0.0000,0.0000,0.9053,0.5379,0.0000,1.4432,14.4456,"3"
"70050","702293",ПРОВАЉЕНИК,PROVALJENIK,БАБУШНИЦА,BABUŠNICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4975,"3"
"70548","715409",НОВО МОМЧИЛОВО,NOVO MOMČILOVO,ЖИТОРАЂА,ŽITORAĐA,Population decline,High road density with population decline,0.00,0.00,0.00,0.00,0.53,0.53,0.0000,0.0000,0.0000,0.0000,3.1083,3.1083,5.8592,"1"
"70874","730092",ВАРЕВО,VAREVO,НОВИ ПАЗАР,NOVI PAZAR,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6642,"4"
"70939","732788",ТРЊАНА,TRNJANA,ПИРОТ,PIROT,Population decline,High road density with population decline,0.49,0.00,0.00,0.24,0.00,0.73,2.1766,0.0000,0.0000,1.0839,0.0000,3.2605,4.4363,"1"
"70874","730548",ЛУКОЦРЕВО,LUKOCREVO,НОВИ ПАЗАР,NOVI PAZAR,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4448,"4"
"70726","725170",ШАРЛИНЦЕ,ŠARLINCE,ЛЕСКОВАЦ,LESKOVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.37,0.25,0.63,0.0000,0.0000,0.0000,2.4387,1.6604,4.0991,6.5563,"1"
"70645","719226",ТРЕШЊЕВАК,TREŠNJEVAK,КРАГУЈЕВАЦ,KRAGUJEVAC,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.0739,"4"
"70599","717045",ЛИПНИЦА,LIPNICA,КНИЋ,KNIĆ,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3576,"3"
"71145","741493",БУАР,BUAR,УЖИЦЕ,UŽICE,Population decline,High road density with population decline,0.00,0.00,0.14,0.00,0.48,0.62,0.0000,0.0000,2.5846,0.0000,9.1718,11.7564,18.9616,"1"
"71242","745995",РОШЦИ,ROŠCI,ЧАЧАК,ČAČAK,Population growth,High road density with population growth,0.00,0.00,0.00,0.00,0.47,0.46,0.0000,0.0000,0.0000,0.0000,11.4714,11.4714,24.6918,"2"
"70068","702641",ЛУГ,LUG,БАЈИНА БАШТА,BAJINA BAŠTA,Population decline,High road density with population decline,0.00,0.00,0.00,0.65,0.22,0.87,0.0000,0.0000,0.0000,2.3989,0.7903,3.1892,3.6794,"1"
"70599","717118",РАШКОВИЋ,RAŠKOVIĆ,КНИЋ,KNIĆ,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3560,"3"
"70688","722529",СЕКИРАЧА,SEKIRAČA,КУРШУМЛИЈА,KURŠUMLIJA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.9403,"3"
"70726","723827",ВЕЛИКА КОПАШНИЦА,VELIKA KOPAŠNICA,ЛЕСКОВАЦ,LESKOVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.14,0.00,0.14,0.0000,0.0000,0.0000,0.9602,0.0000,0.9602,6.6384,"3"
"70688","722642",ТРПЕЗЕ,TRPEZE,КУРШУМЛИЈА,KURŠUMLIJA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2955,"3"
"70998","736325",СТАРО СЕЛО,STARO SELO,ПРОКУПЉЕ,PROKUPLJE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6792,"3"
"71188","743801",МОРАНИ,MORANI,ТУТИН,TUTIN,Population growth,Low road density with population growth,0.00,0.00,0.00,0.05,0.00,0.05,0.0000,0.0000,0.0000,0.3180,0.0000,0.3180,6.0337,"4"
"70939","732834",ЧИНИГЛАВЦИ,ČINIGLAVCI,ПИРОТ,PIROT,Population decline,High road density with population decline,0.28,0.00,0.00,0.10,0.00,0.38,4.8820,0.0000,0.0000,1.8422,0.0000,6.7242,17.7093,"1"
"70939","732222",ГЊИЛАН,GNJILAN,ПИРОТ,PIROT,Population decline,Low road density with population decline,0.00,0.00,0.29,0.00,0.00,0.29,0.0519,0.0000,3.4408,0.0000,0.0000,3.4927,11.9511,"3"
"70939","732486",НОВИ ЗАВОЈ,NOVI ZAVOJ,ПИРОТ,PIROT,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,34.8794,"3"
"70688","721794",ВРШЕВАЦ,VRŠEVAC,КУРШУМЛИЈА,KURŠUMLIJA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.7890,"3"
"80128","801208",ОРЕШАЦ,OREŠAC,ВРШАЦ,VRŠAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6355,"3"
"71234","745308",РАКОВИЦА,RAKOVICA,ЧАЈЕТИНА,ČAJETINA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.1999,"3"
"71170","743046",ПРЊАВОР,PRNJAVOR,ТРСТЕНИК,TRSTENIK,Population decline,High road density with population decline,0.00,0.00,0.00,0.37,0.00,0.37,0.0000,0.0000,0.0000,5.9834,0.0000,5.9834,16.1594,"1"
"71234","745219",ДОБРОСЕЛИЦА,DOBROSELICA,ЧАЈЕТИНА,ČAJETINA,Population decline,Low road density with population decline,0.00,0.00,0.23,0.00,0.00,0.23,0.0000,0.0000,9.5388,0.0000,0.0000,9.5388,41.4856,"3"
"70378","709263",МАСКАРЕ,MASKARE,ВАРВАРИН,VARVARIN,Population decline,Low road density with population decline,0.00,0.00,0.00,0.27,0.00,0.27,0.0000,0.0000,0.0000,2.1376,0.0000,2.1376,7.8039,"3"
"71064","739022",ПИРКОВАЦ,PIRKOVAC,СВРЉИГ,SVRLJIG,Population decline,Low road density with population decline,0.00,0.00,0.00,0.04,0.00,0.03,0.0000,0.0000,0.0000,0.1423,0.0000,0.1423,4.1226,"3"
"70602","717789",ПАПРАТНА,PAPRATNA,КЊАЖЕВАЦ,KNJAŽEVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.15,0.00,0.15,0.0000,0.0000,0.0000,1.7601,0.0000,1.7601,11.7712,"3"
"70025","701181",МОРАВСКИ БУЈМИР,MORAVSKI BUJMIR,АЛЕКСИНАЦ,ALEKSINAC,Population decline,Low road density with population decline,0.16,0.00,0.00,0.00,0.00,0.16,0.2796,0.0000,0.0000,0.0000,0.0000,0.2796,1.7304,"3"
"70050","702153",КАЛУЂЕРЕВО,KALUĐEREVO,БАБУШНИЦА,BABUŠNICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.6151,"3"
"71188","743488",ДЕВРЕЧ,DEVREČ,ТУТИН,TUTIN,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.6466,"4"
"70297","706175",ЋУКОВАЦ,ĆUKOVAC,БОЈНИК,BOJNIK,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5626,"3"
"70904","731510",ПЛАНА,PLANA,ПАРАЋИН,PARAĆIN,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.1674,"3"
