MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,Decl/Grow,Traff_Name,DENS_Moto,DENS_Trunk,DENS_Prim,DENS_Sec,DENS_Tert,DENS_All,LEN_Moto,LEN_Trunk,LEN_Prim,LEN_Sec,LEN_Tert,LEN_All,Area,Traff_Key
"70424","711098",СКРАПЕЖ,SKRAPEŽ,ВЛАСОТИНЦЕ,VLASOTINCE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8685,"3"
"70688","722189",МАЛА КОСАНИЦА,MALA KOSANICA,КУРШУМЛИЈА,KURŠUMLIJA,Population decline,High road density with population decline,0.00,0.00,0.47,0.00,0.00,0.47,0.0000,0.0000,3.5907,0.0000,0.0000,3.5907,7.7131,"1"
"70467","712744",МИЉКОВАЦ,MILJKOVAC,ГАЏИН ХАН,GADŽIN HAN,Population decline,High road density with population decline,0.00,0.00,0.00,0.34,0.00,0.34,0.0000,0.0000,0.0000,1.4320,0.0000,1.4320,4.2738,"1"
"70874","730670",ПАВЉЕ,PAVLJE,НОВИ ПАЗАР,NOVI PAZAR,Population growth,High road density with population growth,0.00,0.00,0.71,0.00,0.00,0.71,0.0000,0.0000,5.1820,0.0000,0.0000,5.1820,7.2791,"2"
"70874","730556",МИШЧИЋЕ,MIŠČIĆE,НОВИ ПАЗАР,NOVI PAZAR,Population growth,High road density with population growth,0.00,0.00,0.00,0.63,0.00,0.63,0.0000,0.0000,0.0000,1.7006,0.0000,1.7006,2.6832,"2"
"70688","722014",ИВАН КУЛА,IVAN KULA,КУРШУМЛИЈА,KURŠUMLIJA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.4360,"3"
"80233","802433",КУЛА,KULA,КУЛА,KULA,Population decline,Low road density with population decline,0.00,0.00,0.08,0.17,0.00,0.25,0.0000,0.0000,8.5033,18.8579,0.0000,27.3612,109.5401,"3"
"80250","802557",НОВА ЦРЊА,NOVA CRNJA,НОВА ЦРЊА,NOVA CRNJA,Population decline,Low road density with population decline,0.00,0.00,0.14,0.06,0.03,0.24,0.0000,0.0000,4.9890,2.2091,1.0651,8.2632,34.3710,"3"
"71072","739162",БАРЕ,BARE,СЈЕНИЦА,SJENICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9010,"3"
"70564","715972",БРАТЉЕВО,BRATLJEVO,ИВАЊИЦА,IVANJICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.1298,"3"
"70602","717452",ДОЊА КАМЕНИЦА,DONJA KAMENICA,КЊАЖЕВАЦ,KNJAŽEVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.17,0.00,0.17,0.0000,0.0000,0.0000,2.8889,0.0000,2.8889,17.2784,"3"
"70025","701190",НОЗРИНА,NOZRINA,АЛЕКСИНАЦ,ALEKSINAC,Population decline,Low road density with population decline,0.04,0.00,0.00,0.17,0.00,0.21,0.2421,0.0000,0.0000,0.9816,0.0000,1.2237,5.8165,"3"
"80195","802042",МАРТОНОШ,MARTONOŠ,КАЊИЖА,KANJIŽA,Population decline,Low road density with population decline,0.00,0.00,0.13,0.02,0.00,0.15,0.0000,0.0000,7.4447,0.8495,0.0000,8.2942,55.5678,"3"
"70505","714194",БАНСКИ ДОЛ,BANSKI DOL,ДИМИТРОВГРАД,DIMITROVGRAD,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.3016,"3"
"80039","800139",ЈАНОШИК,JANOŠIK,АЛИБУНАР,ALIBUNAR,Population decline,Low road density with population decline,0.00,0.00,0.00,0.09,0.00,0.09,0.0000,0.0000,0.0000,0.8723,0.0000,0.8723,9.2962,"3"
"80152","801712",ЧЕНТА,ČENTA,ЗРЕЊАНИН,ZRENJANIN,Population decline,Low road density with population decline,0.00,0.00,0.10,0.05,0.00,0.15,0.0000,0.0000,8.4215,3.8272,0.0000,12.2487,81.8280,"3"
"70505","714569",ПРАЧА,PRAČA,ДИМИТРОВГРАД,DIMITROVGRAD,No permanent inhabitants,No permanent inhabitants,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7956,"5"
"70505","714330",ГРАДИЊЕ,GRADINJE,ДИМИТРОВГРАД,DIMITROVGRAD,Population decline,High road density with population decline,0.82,0.00,0.00,0.30,0.00,1.11,8.3229,0.0000,0.0000,3.0161,0.0000,11.3390,10.1738,"1"
"70726","724521",КУМАРЕВО,KUMAREVO,ЛЕСКОВАЦ,LESKOVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0313,"3"
"70297","705870",ДОБРА ВОДА,DOBRA VODA,БОЈНИК,BOJNIK,Population decline,Low road density with population decline,0.00,0.00,0.00,0.26,0.00,0.26,0.0000,0.0000,0.0000,4.3575,0.0000,4.3575,16.7552,"3"
"80195","802000",ВОЈВОДА ЗИМОНИЋ,VOJVODA ZIMONIĆ,КАЊИЖА,KANJIŽA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.06,0.10,0.16,0.0000,0.0000,0.0000,2.4755,4.2673,6.7428,40.9590,"3"
"80438","804517",ГОРЊИ ТАВАНКУТ,GORNJI TAVANKUT,СУБОТИЦА,SUBOTICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0308,0.0000,0.0308,29.5699,"3"
"80195","802018",КАЊИЖА,KANJIŽA,КАЊИЖА,KANJIŽA,Population decline,High road density with population decline,0.00,0.00,0.20,0.19,0.00,0.39,0.0000,0.0000,5.7109,5.6273,0.0000,11.3382,29.1357,"1"
"80276","802727",СИГЕТ,SIGET,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5928,"3"
"80195","802034",МАЛИ ПЕСАК,MALI PESAK,КАЊИЖА,KANJIŽA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2950,"3"
"70726","724459",КАРАЂОРЂЕВАЦ,KARAĐORĐEVAC,ЛЕСКОВАЦ,LESKOVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.31,0.00,0.31,0.0000,0.0000,0.0000,2.4535,0.0000,2.4535,7.8887,"1"
"70602","717304",ВИДОВАЦ,VIDOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.14,0.14,0.0000,0.0000,0.0000,0.0000,0.7806,0.7806,5.7315,"3"
"71170","742899",ЛОПАШ,LOPAŠ,ТРСТЕНИК,TRSTENIK,Population decline,High road density with population decline,0.00,0.00,0.37,0.00,0.00,0.37,0.0000,0.0000,2.1507,0.0000,0.0000,2.1507,5.8811,"1"
"70670","720585",БЕГОВО БРДО,BEGOVO BRDO,КРУШЕВАЦ,KRUŠEVAC,Population growth,High road density with population growth,0.00,0.00,0.00,0.59,0.00,0.59,0.0000,0.0000,0.0000,0.8890,0.0000,0.8890,1.5139,"2"
"71064","738875",ИЗВОР,IZVOR,СВРЉИГ,SVRLJIG,Population decline,Low road density with population decline,0.00,0.00,0.17,0.00,0.00,0.17,0.0000,0.0000,3.7507,0.0000,0.0000,3.7507,22.6097,"3"
"70564","716464",ЧЕЧИНА,ČEČINA,ИВАЊИЦА,IVANJICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.0213,"3"
"70297","706086",ОРАНЕ,ORANE,БОЈНИК,BOJNIK,Population decline,High road density with population decline,0.00,0.00,0.00,0.00,0.42,0.42,0.0000,0.0000,0.0000,0.0000,3.8311,3.8311,9.0385,"1"
"70467","712809",СОПОТНИЦА,SOPOTNICA,ГАЏИН ХАН,GADŽIN HAN,Population decline,Low road density with population decline,0.00,0.00,0.00,0.10,0.00,0.10,0.0000,0.0000,0.0000,1.2369,0.0000,1.2369,11.9378,"3"
"80250","802549",ВОЈВОДА СТЕПА,VOJVODA STEPA,НОВА ЦРЊА,NOVA CRNJA,Population decline,High road density with population decline,0.00,0.00,0.12,0.19,0.00,0.31,0.0000,0.0000,5.4873,9.0402,0.0000,14.5275,46.4976,"1"
"80268","802611",НОВИ БЕЧЕЈ,NOVI BEČEJ,НОВИ БЕЧЕЈ,NOVI BEČEJ,Population decline,Low road density with population decline,0.00,0.00,0.08,0.07,0.01,0.16,0.0000,0.0000,21.3702,19.9421,3.7871,45.0994,282.4220,"3"
"80381","803995",СТАПАР,STAPAR,СОМБОР,SOMBOR,Population decline,Low road density with population decline,0.00,0.00,0.08,0.00,0.07,0.14,0.0000,0.0000,6.5170,0.0000,5.3620,11.8790,83.0122,"3"
"70050","702234",МЕЗГРАЈА,MEZGRAJA,БАБУШНИЦА,BABUŠNICA,Population decline,High road density with population decline,0.00,0.00,1.01,0.13,0.00,1.14,0.0000,0.0000,2.0143,0.2585,0.0000,2.2728,1.9918,"1"
"71188","743666",ЈАБЛАНИЦА,JABLANICA,ТУТИН,TUTIN,Population growth,Low road density with population growth,0.00,0.00,0.24,0.00,0.00,0.24,0.0000,0.0000,1.0761,0.0000,0.0000,1.0761,4.4889,"4"
"70297","705942",ИВАЊЕ,IVANJE,БОЈНИК,BOJNIK,Population decline,High road density with population decline,0.00,0.00,0.00,0.00,0.63,0.63,0.0000,0.0000,0.0000,0.0000,7.4108,7.4108,11.7051,"1"
"70602","717983",ТРГОВИШТЕ,TRGOVIŠTE,КЊАЖЕВАЦ,KNJAŽEVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.54,0.36,0.90,0.0000,0.0000,0.0000,4.0658,2.7435,6.8093,7.5594,"1"
"70017","700312",КОЗНИЦА,KOZNICA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.89,0.00,0.89,0.0000,0.0000,0.0000,8.7026,0.0000,8.7026,9.7304,"1"
"70564","716111",ДЕРЕТИН,DERETIN,ИВАЊИЦА,IVANJICA,Population decline,Low road density with population decline,0.00,0.00,0.01,0.00,0.00,0.01,0.0000,0.0000,0.0902,0.0000,0.0000,0.0902,16.6769,"3"
"70017","700541",СТРМЕНИЦА,STRMENICA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5110,"3"
"70874","730386",ЈАБЛАНИЦА,JABLANICA,НОВИ ПАЗАР,NOVI PAZAR,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0339,"4"
"70874","730475",КОСУРИЋЕ,KOSURIĆE,НОВИ ПАЗАР,NOVI PAZAR,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1053,"4"
"70343","707350",КОВИЗЛЕ,KOVIZLE,БРУС,BRUS,Population decline,Low road density with population decline,0.00,0.00,0.00,0.26,0.00,0.26,0.0000,0.0000,0.0000,1.6184,0.0000,1.6184,6.3386,"3"
"70548","715433",РЕЧИЦА,REČICA,ЖИТОРАЂА,ŽITORAĐA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.16,0.00,0.16,0.0000,0.0000,0.0000,1.2924,0.0000,1.2924,7.9941,"3"
"70297","706108",ПРИДВОРИЦА,PRIDVORICA,БОЈНИК,BOJNIK,Population decline,Low road density with population decline,0.00,0.00,0.00,0.26,0.00,0.26,0.0000,0.0000,0.0000,2.1535,0.0000,2.1535,8.3076,"3"
"70726","724955",РАЈНО ПОЉЕ,RAJNO POLJE,ЛЕСКОВАЦ,LESKOVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.0636,"3"
"70297","705918",ЂИНЂУША,ĐINĐUŠA,БОЈНИК,BOJNIK,Population decline,High road density with population decline,0.00,0.00,0.00,0.39,0.16,0.54,0.0000,0.0000,0.0000,3.2187,1.3177,4.5364,8.3407,"1"
"70726","724181",ДОЊА СЛАТИНА,DONJA SLATINA,ЛЕСКОВАЦ,LESKOVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.28,0.28,0.0000,0.0000,0.0000,0.0000,0.4185,0.4185,1.4845,"3"
"70670","720976",ЗУБОВАЦ,ZUBOVAC,КРУШЕВАЦ,KRUŠEVAC,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4913,"4"
"70742","725978",ЗЕОКЕ,ZEOKE,ЛУЧАНИ,LUČANI,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.7702,"3"
"70955","733300",ЗДРАВЧИЋИ,ZDRAVČIĆI,ПОЖЕГА,POŽEGA,Population decline,High road density with population decline,0.00,0.00,0.00,0.34,0.00,0.34,0.0000,0.0000,0.0000,3.3209,0.0000,3.3209,9.8567,"1"
"70297","705888",ДОЊЕ КОЊУВЦЕ,DONJE KONJUVCE,БОЈНИК,BOJNIK,Population decline,High road density with population decline,0.00,0.00,0.00,0.37,0.00,0.37,0.0000,0.0000,0.0000,3.3249,0.0000,3.3249,8.9828,"1"
"70939","732737",СРЕЋКОВАЦ,SREĆKOVAC,ПИРОТ,PIROT,Population decline,Low road density with population decline,0.00,0.00,0.00,0.07,0.00,0.07,0.0000,0.0000,0.0000,0.5147,0.0000,0.5147,7.6422,"3"
"70998","735787",ДРАГИ ДЕО,DRAGI DEO,ПРОКУПЉЕ,PROKUPLJE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.22,0.00,0.22,0.0000,0.0000,0.0000,1.7806,0.0000,1.7806,8.2156,"3"
"71188","743828",НАДУМЦЕ,NADUMCE,ТУТИН,TUTIN,Population growth,High road density with population growth,0.00,0.00,0.00,1.03,0.00,1.03,0.0000,0.0000,0.0000,1.9484,0.0000,1.9484,1.8880,"2"
"70653","719544",ДОЛАЦ,DOLAC,КРАЉЕВО,KRALJEVO,Population growth,Low road density with population growth,0.00,0.00,0.14,0.00,0.00,0.14,0.0000,0.0000,1.3319,0.0000,0.0000,1.3319,9.4922,"4"
"70670","721654",ШОГОЉ,ŠOGOLJ,КРУШЕВАЦ,KRUŠEVAC,Population growth,High road density with population growth,0.00,0.00,0.46,0.00,0.00,0.46,0.0000,0.0000,0.9920,0.0000,0.0000,0.9920,2.1722,"2"
"70670","720763",ВИТАНОВАЦ,VITANOVAC,КРУШЕВАЦ,KRUŠEVAC,Population growth,Low road density with population growth,0.00,0.00,0.05,0.00,0.00,0.05,0.0000,0.0000,0.4817,0.0000,0.0000,0.4817,9.7513,"4"
"80241","802506",МАЛИ ИЂОШ,MALI IĐOŠ,МАЛИ ИЂОШ,MALI IĐOŠ,Population decline,Low road density with population decline,0.09,0.00,0.00,0.09,0.00,0.19,7.5547,0.0000,0.0000,7.5557,0.0000,15.1104,81.1824,"3"
"70670","720984",ЈАБЛАНИЦА,JABLANICA,КРУШЕВАЦ,KRUŠEVAC,Population growth,Low road density with population growth,0.00,0.00,0.02,0.00,0.00,0.02,0.0000,0.0000,0.4036,0.0000,0.0000,0.4036,25.6327,"4"
"70025","701009",ЈАКОВЉЕ,JAKOVLJE,АЛЕКСИНАЦ,ALEKSINAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.5321,"3"
"70980","735116",СЕЉАНЕ,SELJANE,ПРИЈЕПОЉЕ,PRIJEPOLJE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8549,"3"
"70017","700401",ПАЊЕВАЦ,PANJEVAC,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4985,"3"
"70025","700819",ГОЛЕШНИЦА,GOLEŠNICA,АЛЕКСИНАЦ,ALEKSINAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4853,"3"
"70025","701106",ЛОЗНАЦ,LOZNAC,АЛЕКСИНАЦ,ALEKSINAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1854,"3"
"70025","700983",ДРАЖЕВАЦ,DRAŽEVAC,АЛЕКСИНАЦ,ALEKSINAC,Population decline,High road density with population decline,0.68,0.00,0.00,0.34,0.00,1.02,9.4914,0.0000,0.0000,4.7171,0.0000,14.2085,13.9868,"1"
"80268","802620",НОВО МИЛОШЕВО,NOVO MILOŠEVO,НОВИ БЕЧЕЈ,NOVI BEČEJ,Population decline,Low road density with population decline,0.00,0.00,0.07,0.00,0.07,0.14,0.0000,0.0000,11.9548,0.0000,11.9255,23.8803,174.8529,"3"
"80071","805122",ОБОРЊАЧА,OBORNJAČA,БАЧКА ТОПОЛА,BAČKA TOPOLA,No permanent inhabitants,No permanent inhabitants,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0368,"5"
"70297","706183",ЦРКВИЦА,CRKVICA,БОЈНИК,BOJNIK,Population decline,High road density with population decline,0.00,0.00,0.00,0.45,0.00,0.45,0.0000,0.0000,0.0000,3.4984,0.0000,3.4984,7.8469,"1"
"71188","743607",ЖИРЧЕ,ŽIRČE,ТУТИН,TUTIN,Population growth,Low road density with population growth,0.00,0.00,0.00,0.16,0.00,0.16,0.0000,0.0000,0.0000,1.3869,0.0000,1.3869,8.7876,"4"
"70050","701963",ВЕЛИКО БОЊИНЦЕ,VELIKO BONJINCE,БАБУШНИЦА,BABUŠNICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.28,0.00,0.28,0.0000,0.0000,0.0000,3.2400,0.0000,3.2400,11.6152,"3"
"71188","744077",СМОЛУЋА,SMOLUĆA,ТУТИН,TUTIN,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3725,"4"
"70297","705799",БОЈНИК,BOJNIK,БОЈНИК,BOJNIK,Population decline,High road density with population decline,0.00,0.00,0.00,0.65,0.17,0.81,0.0000,0.0000,0.0000,6.3147,1.6023,7.9170,9.7174,"1"
"70297","705993",ЛАПОТИНЦЕ,LAPOTINCE,БОЈНИК,BOJNIK,Population decline,Low road density with population decline,0.00,0.00,0.00,0.21,0.00,0.21,0.0000,0.0000,0.0000,2.4990,0.0000,2.4990,11.9545,"3"
"70505","714305",ГОЈИН ДОЛ,GOJIN DOL,ДИМИТРОВГРАД,DIMITROVGRAD,Population decline,High road density with population decline,0.35,0.00,0.00,0.09,0.00,0.44,1.9703,0.0000,0.0000,0.5284,0.0000,2.4987,5.6607,"1"
"70980","735051",ПРАВОШЕВО,PRAVOŠEVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.1656,"3"
"71021","737372",ПОБРЂЕ,POBRĐE,РАШКА,RAŠKA,Population decline,Low road density with population decline,0.00,0.00,0.03,0.00,0.00,0.03,0.0000,0.0000,0.3300,0.0000,0.0000,0.3300,9.7748,"3"
"70050","702200",ЉУБЕРАЂА,LJUBERAĐA,БАБУШНИЦА,BABUŠNICA,Population decline,High road density with population decline,0.00,0.00,0.42,0.00,0.00,0.42,0.0000,0.0000,2.4023,0.0000,0.0000,2.4023,5.7078,"1"
"70726","724653",МИЛАНОВО,MILANOVO,ЛЕСКОВАЦ,LESKOVAC,Population decline,High road density with population decline,0.00,0.00,0.00,0.30,0.00,0.30,0.0000,0.0000,0.0000,1.6562,0.0000,1.6562,5.5823,"1"
"71064","738921",ЛУКОВО,LUKOVO,СВРЉИГ,SVRLJIG,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.0580,"3"
"70874","730246",ГРУБЕТИЋЕ,GRUBETIĆE,НОВИ ПАЗАР,NOVI PAZAR,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.2705,"4"
"70874","730335",ЖУЊЕВИЋЕ,ŽUNJEVIĆE,НОВИ ПАЗАР,NOVI PAZAR,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.1739,"4"
"70513","714682",КОЧАНЕ,KOČANE,ДОЉЕВАЦ,DOLJEVAC,Population decline,High road density with population decline,0.93,0.00,0.00,0.81,0.00,1.74,6.0159,0.0000,0.0000,5.1837,0.0000,11.1996,6.4346,"1"
"70084","703346",ОРЕОВАЦ,OREOVAC,БЕЛА ПАЛАНКА,BELA PALANKA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2370,"3"
"70688","721778",ВЛАХИЊА,VLAHINJA,КУРШУМЛИЈА,KURŠUMLIJA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.21,0.00,0.21,0.0000,0.0000,0.0000,2.9163,0.0000,2.9163,13.6429,"3"
"70564","716049",ВИОНИЦА,VIONICA,ИВАЊИЦА,IVANJICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.9120,"3"
"70017","700282",ЈЕЛАКЦИ,JELAKCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.28,0.00,0.28,0.0000,0.0000,0.0000,6.5487,0.0000,6.5487,23.7054,"3"
"70491","713953",ЖИДИЉЕ,ŽIDILJE,ДЕСПОТОВАЦ,DESPOTOVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.02,0.09,0.11,0.0000,0.0000,0.0000,1.5860,8.0842,9.6702,90.6756,"3"
"70491","713988",ЈЕЗЕРО,JEZERO,ДЕСПОТОВАЦ,DESPOTOVAC,Population decline,Low road density with population decline,0.00,0.00,0.00,0.16,0.00,0.16,0.0000,0.0000,0.0000,1.8176,0.0000,1.8176,11.5204,"3"
"71234","745260",ЉУБИШ,LJUBIŠ,ЧАЈЕТИНА,ČAJETINA,Population decline,Low road density with population decline,0.00,0.00,0.01,0.26,0.00,0.27,0.0000,0.0000,0.5174,14.1719,0.0000,14.6893,53.7544,"3"
"70041","701831",ТРЕШЊЕВИЦА,TREŠNJEVICA,АРИЉЕ,ARILJE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.3098,"3"
"70602","717339",ВИТКОВАЦ,VITKOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,Population decline,High road density with population decline,0.00,0.00,0.09,0.00,0.23,0.33,0.0000,0.0000,1.1193,0.0000,2.7866,3.9059,11.9261,"1"
"70939","732494",ОБРЕНОВАЦ,OBRENOVAC,ПИРОТ,PIROT,Population decline,High road density with population decline,0.95,0.00,0.00,0.54,0.00,1.48,3.4761,0.0000,0.0000,1.9637,0.0000,5.4398,3.6720,"1"
"70424","710997",ЛИПОВИЦА,LIPOVICA,ВЛАСОТИНЦЕ,VLASOTINCE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.1441,"3"
"70475","712957",ДОБРА,DOBRA,ГОЛУБАЦ,GOLUBAC,Population decline,Low road density with population decline,0.00,0.00,0.14,0.00,0.00,0.14,0.0000,0.0000,18.7470,0.0000,0.0000,18.7470,135.4935,"3"
"70297","705934",ЗОРОВАЦ,ZOROVAC,БОЈНИК,BOJNIK,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.1818,"3"
"70726","724424",ЈЕЛАШНИЦА,JELAŠNICA,ЛЕСКОВАЦ,LESKOVAC,Population decline,High road density with population decline,0.43,0.00,0.00,0.00,0.00,0.43,1.9711,0.0000,0.0000,0.0000,0.0000,1.9711,4.5566,"1"
"70726","724696",НАВАЛИН,NAVALIN,ЛЕСКОВАЦ,LESKOVAC,Population decline,High road density with population decline,0.31,0.00,0.00,0.00,0.00,0.31,1.5821,0.0000,0.0000,0.0000,0.0000,1.5821,5.0723,"1"
"70297","705829",БРЕСТОВАЦ,BRESTOVAC,БОЈНИК,BOJNIK,Population decline,High road density with population decline,0.00,0.00,0.00,0.38,0.00,0.38,0.0000,0.0000,0.0000,3.7635,0.0000,3.7635,9.9755,"1"
"70726","724050",ГРАЈЕВЦЕ,GRAJEVCE,ЛЕСКОВАЦ,LESKOVAC,Population decline,High road density with population decline,0.59,0.00,0.00,0.00,0.00,0.59,3.2521,0.0000,0.0000,0.0000,0.0000,3.2521,5.5333,"1"
"70688","721808",ВУКОЈЕВАЦ,VUKOJEVAC,КУРШУМЛИЈА,KURŠUMLIJA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.8667,"3"
"70688","722073",КРТОК,KRTOK,КУРШУМЛИЈА,KURŠUMLIJA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.17,0.00,0.17,0.0000,0.0000,0.0000,2.1952,0.0000,2.1952,12.8034,"3"
"70297","705900",ДУБРАВА,DUBRAVA,БОЈНИК,BOJNIK,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0523,"3"
"71188","743356",ВРАПЧЕ,VRAPČE,ТУТИН,TUTIN,Population growth,Low road density with population growth,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2705,"4"
"70424","711110",СТАЈКОВЦЕ,STAJKOVCE,ВЛАСОТИНЦЕ,VLASOTINCE,Population decline,Low road density with population decline,0.00,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5421,"3"
"70726","723991",ГОРЊЕ КРАЈИНЦЕ,GORNJE KRAJINCE,ЛЕСКОВАЦ,LESKOVAC,Population decline,High road density with population decline,0.30,0.00,0.00,0.00,0.00,0.30,1.3734,0.0000,0.0000,0.0000,0.0000,1.3734,4.5068,"1"
"70050","702382",СТРЕЛАЦ,STRELAC,БАБУШНИЦА,BABUŠNICA,Population decline,Low road density with population decline,0.00,0.00,0.00,0.08,0.00,0.08,0.0000,0.0000,0.0000,2.0528,0.0000,2.0528,26.7574,"3"
