MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_LA_15,P_LA_15-19,SOL_15,SOL_15-19
"70688","722227",МАТАРОВА,MATAROVA,КУРШУМЛИЈА,KURŠUMLIJA,15.88,1.55,3.84,16.37
"71188","744085",СТАРЧЕВИЋЕ,STARČEVIĆE,ТУТИН,TUTIN,25.07,3.81,5.65,22.32
"70360","709042",СТУБО,STUBO,ВАЉЕВО,VALJEVO,14.57,6.27,4.42,29.10
"71072","739758",КРИВАЈА,KRIVAJA,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,5.30
"71285","729302",МАНАСТИР,MANASTIR,НИШКА БАЊА,NIŠKA BANJA,64.86,51.67,10.29,15.62
"70653","719790",МАГЛИЧ,MAGLIČ,КРАЉЕВО,KRALJEVO,8.41,4.10,4.37,37.56
"70459","712353",ВРЊАЧКА БАЊА,VRNJAČKA BANJA,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,51.80,46.34,644.54,737.84
"70874","730505",ЛЕЧА,LEČA,НОВИ ПАЗАР,NOVI PAZAR,13.86,9.81,20.13,77.83
"70475","713066",РАДОШЕВАЦ,RADOŠEVAC,ГОЛУБАЦ,GOLUBAC,24.31,24.51,3.76,18.89
"70653","719625",ЗАКУТА,ZAKUTA,КРАЉЕВО,KRALJEVO,35.01,20.16,27.59,44.92
"70904","731650",ЧЕПУРЕ,ČEPURE,ПАРАЋИН,PARAĆIN,83.58,75.43,41.53,65.30
"71234","745383",ТРИПКОВА,TRIPKOVA,ЧАЈЕТИНА,ČAJETINA,0.77,0.00,0.29,41.37
"70742","726010",КРСТАЦ,KRSTAC,ЛУЧАНИ,LUČANI,38.26,36.41,16.26,45.17
"80497","805106",ШИД,ŠID,ШИД,ŠID,34.48,35.83,950.65,1016.94
"80128","801097",ВРШАЧКИ РИТОВИ,VRŠAČKI RITOVI,ВРШАЦ,VRŠAC,6.42,3.74,15.72,132.08
"80128","801089",ВРШАЦ,VRŠAC,ВРШАЦ,VRŠAC,31.04,28.73,2735.76,3078.69
"70998","736147",ПЕТРОВАЦ,PETROVAC,ПРОКУПЉЕ,PROKUPLJE,2.02,17.49,0.00,27.65
"71331","728934",БРЗИ БРОД,BRZI BROD,МЕДИЈАНА,MEDIJANA,100.00,100.00,132.46,167.42
"70050","702447",ШТРБОВАЦ,ŠTRBOVAC,БАБУШНИЦА,BABUŠNICA,0.02,0.00,0.00,25.92
"70998","736392",ШИРОКЕ ЊИВЕ,ŠIROKE NJIVE,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,8.87
"70297","705845",ГОРЊЕ БРИЈАЊЕ,GORNJE BRIJANJE,БОЈНИК,BOJNIK,36.16,16.52,15.68,36.30
"70432","711802",МИЈОВЦЕ,MIJOVCE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,7.21
"71137","741175",ДИКАВА,DIKAVA,СУРДУЛИЦА,SURDULICA,6.01,0.11,0.85,16.83
"70416","710571",РУЖИЋ,RUŽIĆ,ВЛАДИЧИН ХАН,VLADIČIN HAN,2.25,0.00,0.43,15.60
"70416","710245",ДУПЉАНЕ,DUPLJANE,ВЛАДИЧИН ХАН,VLADIČIN HAN,27.46,8.22,7.03,18.32
"71188","743437",ГОРЊИ ЦРНИШ,GORNJI CRNIŠ,ТУТИН,TUTIN,3.29,0.27,1.78,40.68
"70467","712639",ДОЊИ ДУШНИК,DONJI DUŠNIK,ГАЏИН ХАН,GADŽIN HAN,61.35,23.95,26.30,30.63
"70050","701858",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,БАБУШНИЦА,BABUŠNICA,12.54,0.00,0.31,3.56
"70980","734713",ЈАБУКА,JABUKA,ПРИЈЕПОЉЕ,PRIJEPOLJE,14.79,7.41,34.24,73.47
"80489","804843",ВРБИЦА,VRBICA,ЧОКА,ČOKA,20.96,14.75,51.47,126.21
"70467","712647",ДУГА ПОЉАНА,DUGA POLJANA,ГАЏИН ХАН,GADŽIN HAN,36.90,0.00,3.34,9.35
"70491","714038",МЕДВЕЂА,MEDVEĐA,ДЕСПОТОВАЦ,DESPOTOVAC,49.38,29.88,56.39,100.60
"70556","715824",МЕТРИШ,METRIŠ,ЗАЈЕЧАР,ZAJEČAR,12.99,5.08,10.67,64.18
"70688","722138",ЛУКОВО,LUKOVO,КУРШУМЛИЈА,KURŠUMLIJA,15.53,9.98,88.48,105.77
"70874","730033",БАТЊИК,BATNJIK,НОВИ ПАЗАР,NOVI PAZAR,0.00,6.11,0.00,8.33
"71188","743372",ГЛОГОВИК,GLOGOVIK,ТУТИН,TUTIN,39.47,10.62,7.84,29.86
"70726","723975",ГОРЊА ЛОКОШНИЦА,GORNJA LOKOŠNICA,ЛЕСКОВАЦ,LESKOVAC,41.05,0.20,5.21,13.51
"80152","801623",МЕЛЕНЦИ,MELENCI,ЗРЕЊАНИН,ZRENJANIN,14.42,10.06,408.21,724.48
"80268","802603",КУМАНЕ,KUMANE,НОВИ БЕЧЕЈ,NOVI BEČEJ,9.80,6.38,176.25,395.69
"71072","739570",ЖАБРЕН,ŽABREN,СЈЕНИЦА,SJENICA,4.05,0.00,1.94,38.72
"70998","736287",СЕЛИШТЕ,SELIŠTE,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,7.95
"70343","707538",СТАНУЛОВИЋЕ,STANULOVIĆE,БРУС,BRUS,0.00,0.00,0.00,24.57
"70548","715450",ИЗВОР,IZVOR,ЖИТОРАЂА,ŽITORAĐA,89.75,27.80,13.70,13.87
"71072","739669",КАМЕШНИЦА,KAMEŠNICA,СЈЕНИЦА,SJENICA,10.46,0.00,6.16,46.46
"70874","730963",СТРАДОВО,STRADOVO,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,4.10
"70467","712701",ЛИЧЈЕ,LIČJE,ГАЏИН ХАН,GADŽIN HAN,20.19,0.00,6.64,29.58
"70939","732559",ПАСЈАЧ,PASJAČ,ПИРОТ,PIROT,15.97,0.00,5.92,29.10
"71269","746452",ПОЦЕРСКИ МЕТКОВИЋ,POCERSKI METKOVIĆ,ШАБАЦ,ŠABAC,37.92,18.04,33.57,71.26
"70033","701505",ГОРЊА ТРЕШЊЕВИЦА,GORNJA TREŠNJEVICA,АРАНЂЕЛОВАЦ,ARANĐELOVAC,35.02,6.33,28.84,80.99
"70831","728233",КОМАНИЦЕ,KOMANICE,МИОНИЦА,MIONICA,31.36,36.28,8.47,37.97
"70840","728675",НЕГОТИН,NEGOTIN,НЕГОТИН,NEGOTIN,71.14,63.68,936.89,1165.23
"70084","703257",КРУПАЦ,KRUPAC,БЕЛА ПАЛАНКА,BELA PALANKA,35.22,3.44,11.51,25.98
"70939","732664",РСОВЦИ,RSOVCI,ПИРОТ,PIROT,6.95,2.45,7.48,74.07
"70998","736236",РАСТОВНИЦА,RASTOVNICA,ПРОКУПЉЕ,PROKUPLJE,10.08,6.25,3.55,22.72
"70343","707015",БОЗОЉИН,BOZOLJIN,БРУС,BRUS,0.07,0.00,0.00,15.01
"70874","730203",ГОРЊА ТУШИМЉА,GORNJA TUŠIMLJA,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,6.74
"71072","739278",БРЕЗА,BREZA,СЈЕНИЦА,SJENICA,6.99,0.00,0.36,7.96
"71200","744379",ВЛАШКА,VLAŠKA,ЋУПРИЈА,ĆUPRIJA,72.77,59.55,54.18,75.55
"70831","728195",ДУЧИЋ,DUČIĆ,МИОНИЦА,MIONICA,1.39,0.00,0.43,35.35
"71013","736821",САРАНОВО,SARANOVO,РАЧА,RAČA,12.59,0.20,7.84,61.27
"70840","728802",СРБОВО,SRBOVO,НЕГОТИН,NEGOTIN,25.24,15.51,21.72,81.53
"71072","740195",ЦРЧЕВО,CRČEVO,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,12.93
"70998","736252",РЕЉИНАЦ,RELJINAC,ПРОКУПЉЕ,PROKUPLJE,19.39,31.92,3.11,46.05
"70025","700720",ВЕЛИКИ ДРЕНОВАЦ,VELIKI DRENOVAC,АЛЕКСИНАЦ,ALEKSINAC,47.07,21.34,22.82,46.27
"71072","739642",КАЛИПОЉЕ,KALIPOLJE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.70
"70343","707520",РИБАРИ,RIBARI,БРУС,BRUS,30.84,13.82,17.45,38.30
"71064","738930",МАНОЈЛИЦА,MANOJLICA,СВРЉИГ,SVRLJIG,12.93,0.00,4.10,21.68
"70017","700584",ТРНАВЦИ,TRNAVCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,56.29,20.55,20.48,37.71
"71072","739707",КЛАДНИЦА,KLADNICA,СЈЕНИЦА,SJENICA,10.09,0.00,3.78,24.13
"70017","700398",НОВАЦИ,NOVACI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,91.12,65.86,19.53,29.53
"70939","732672",РУДИЊЕ,RUDINJE,ПИРОТ,PIROT,10.08,1.72,7.75,50.47
"71021","737364",ПЛЕШИН,PLEŠIN,РАШКА,RAŠKA,0.55,0.84,0.27,51.69
"71021","737020",ВОЈМИЛОВИЋИ,VOJMILOVIĆI,РАШКА,RAŠKA,21.39,3.64,3.40,14.39
"70017","700606",ШЉИВОВО,ŠLJIVOVO,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,59.63,51.91,17.04,36.96
"70025","700827",ГОРЊА ПЕШЧАНИЦА,GORNJA PEŠČANICA,АЛЕКСИНАЦ,ALEKSINAC,46.86,16.56,9.49,18.64
"70602","717681",ЛЕПЕНА,LEPENA,КЊАЖЕВАЦ,KNJAŽEVAC,34.09,14.58,6.51,15.40
"70602","717215",БАЊСКИ ОРЕШАЦ,BANJSKI OREŠAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,7.20,0.00,22.94
"70670","721646",ШАШИЛОВАЦ,ŠAŠILOVAC,КРУШЕВАЦ,KRUŠEVAC,40.41,23.82,18.88,27.40
"70998","735990",МАЧИНА,MAČINA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,7.27
"70998","735647",ГОРЊИ СТАТОВАЦ,GORNJI STATOVAC,ПРОКУПЉЕ,PROKUPLJE,28.80,14.42,11.71,38.54
"70874","730076",БРЂАНИ,BRĐANI,НОВИ ПАЗАР,NOVI PAZAR,2.23,0.00,0.83,45.51
"70343","707252",ЖАРЕВО,ŽAREVO,БРУС,BRUS,1.48,0.00,0.27,22.66
"71072","739359",ВИШЊИЦЕ,VIŠNJICE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,12.18
"70084","703389",ТАМЊАНИЦА,TAMNJANICA,БЕЛА ПАЛАНКА,BELA PALANKA,15.15,0.36,5.48,26.69
"70955","733229",ГОДОВИК,GODOVIK,ПОЖЕГА,POŽEGA,0.00,0.86,0.00,29.13
"71030","737747",МАЛЕШЕВО,MALEŠEVO,РЕКОВАЦ,REKOVAC,75.36,13.21,7.07,11.27
"71234","745332",САИНОВИНА,SAINOVINA,ЧАЈЕТИНА,ČAJETINA,18.01,8.13,31.69,100.21
"70556","715778",ЛУБНИЦА,LUBNICA,ЗАЈЕЧАР,ZAJEČAR,14.92,12.09,30.26,111.70
"70106","703656",РИПАЊ,RIPANJ,ВОЖДОВАЦ,VOŽDOVAC,89.58,95.83,1608.72,1975.38
"70947","733032",МАЉУРЕВАЦ,MALJUREVAC,ПОЖАРЕВАЦ,POŽAREVAC,54.50,95.61,62.64,143.65
"70408","709832",ВУЧЕВИЦА,VUČEVICA,ВЛАДИМИРЦИ,VLADIMIRCI,44.26,0.01,3.89,11.61
"70653","719960",ОРЉА ГЛАВА,ORLJA GLAVA,КРАЉЕВО,KRALJEVO,2.02,0.00,0.99,45.09
"70602","717282",ВАСИЉ,VASILJ,КЊАЖЕВАЦ,KNJAŽEVAC,16.35,10.71,34.44,97.63
"70360","708763",ЛЕЛИЋ,LELIĆ,ВАЉЕВО,VALJEVO,23.71,10.89,23.14,62.12
"70831","728365",РАЈКОВИЋ,RAJKOVIĆ,МИОНИЦА,MIONICA,13.75,4.09,4.82,38.09
"70343","706973",БАТОТЕ,BATOTE,БРУС,BRUS,3.10,0.00,3.28,73.85
"71102","740632",ГОЛОБОК,GOLOBOK,СМЕДЕРЕВСКА ПАЛАНКА,SMEDEREVSKA PALANKA,31.91,16.87,75.88,188.16
"71218","744760",РАДЉЕВО,RADLJEVO,УБ,UB,75.26,83.71,107.74,146.38
"70173","704342",ВЕЛИКА КРСНА,VELIKA KRSNA,МЛАДЕНОВАЦ,MLADENOVAC,38.82,28.39,121.74,270.03
"70165","703982",ВЕЛИКИ ЦРЉЕНИ,VELIKI CRLJENI,ЛАЗАРЕВАЦ,LAZAREVAC,91.25,100.00,575.97,732.50
"70807","727091",ВЕЛИКО СЕЛО,VELIKO SELO,МАЛО ЦРНИЋЕ,MALO CRNIĆE,35.29,18.22,23.33,60.16
"71099","740322",ДОБРИ ДО,DOBRI DO,СМЕДЕРЕВО,SMEDEREVO,48.65,20.39,43.10,89.29
"70475","712876",БИКИЊЕ,BIKINJE,ГОЛУБАЦ,GOLUBAC,29.24,2.76,5.89,18.14
"70408","709824",ВУКОШИЋ,VUKOŠIĆ,ВЛАДИМИРЦИ,VLADIMIRCI,45.82,28.36,30.98,77.56
"70688","722588",ТИЈОВАЦ,TIJOVAC,КУРШУМЛИЈА,KURŠUMLIJA,6.29,1.83,1.38,15.19
"71242","745723",КУКИЋИ,KUKIĆI,ЧАЧАК,ČAČAK,30.70,24.90,15.78,45.93
"70904","731633",ТЕКИЈА,TEKIJA,ПАРАЋИН,PARAĆIN,86.30,100.00,78.89,106.16
"70378","709212",ИЗБЕНИЦА,IZBENICA,ВАРВАРИН,VARVARIN,11.25,3.48,13.97,67.53
"70904","731455",КЛАЧЕВИЦА,KLAČEVICA,ПАРАЋИН,PARAĆIN,11.05,6.08,16.67,73.55
"80250","802565",РАДОЈЕВО,RADOJEVO,НОВА ЦРЊА,NOVA CRNJA,10.07,5.71,39.31,134.67
"80071","800490",БОГАРАШ,BOGARAŠ,БАЧКА ТОПОЛА,BAČKA TOPOLA,6.06,0.00,0.34,8.35
"80071","800511",ГУНАРОШ,GUNAROŠ,БАЧКА ТОПОЛА,BAČKA TOPOLA,39.53,22.74,71.68,99.66
"70874","730394",ЈАВОР,JAVOR,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,11.88
"70297","706132",СЛАВНИК,SLAVNIK,БОЈНИК,BOJNIK,0.00,0.00,0.00,8.48
"70998","735388",БОГУЈЕВАЦ,BOGUJEVAC,ПРОКУПЉЕ,PROKUPLJE,0.00,0.00,0.00,18.05
"70726","724041",ГРАДАШНИЦА,GRADAŠNICA,ЛЕСКОВАЦ,LESKOVAC,27.01,13.48,9.47,35.65
"70564","715964",БЕДИНА ВАРОШ,BEDINA VAROŠ,ИВАЊИЦА,IVANJICA,30.74,20.16,121.85,160.10
"70424","711101",СРЕДОР,SREDOR,ВЛАСОТИНЦЕ,VLASOTINCE,31.23,3.09,4.93,15.23
"70980","734519",ГОРЊЕ ГОРАЧИЋЕ,GORNJE GORAČIĆE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,14.59
"70998","735698",ДОЊА БРЕСНИЦА,DONJA BRESNICA,ПРОКУПЉЕ,PROKUPLJE,25.78,19.19,3.25,26.62
"70980","734896",МИЈАНИ,MIJANI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,4.30
"71188","743992",РАМОШЕВО,RAMOŠEVO,ТУТИН,TUTIN,9.53,0.00,1.53,15.60
