MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,P_1,P_2,P_3,P_4,P_5,P_6,Mean_ELEV
"70866","729957",ТИСОВИЦА,TISOVICA,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,0.00,100.00,0.00,1227.03
"70360","709093",ТУБРАВИЋ,TUBRAVIĆ,ВАЉЕВО,VALJEVO,0.00,40.58,52.86,6.56,0.00,0.00,560.76
"70360","708593",ЖАБАРИ,ŽABARI,ВАЉЕВО,VALJEVO,0.00,100.00,0.00,0.00,0.00,0.00,313.20
"70629","718157",ГОДЉЕВО,GODLJEVO,КОСЈЕРИЋ,KOSJERIĆ,0.00,19.34,80.66,0.00,0.00,0.00,543.03
"71188","743232",БАЋИЦА,BAĆICA,ТУТИН,TUTIN,0.00,0.00,0.00,0.18,99.82,0.00,1118.79
"71064","738760",ВЛАХОВО,VLAHOVO,СВРЉИГ,SVRLJIG,0.00,0.00,100.00,0.00,0.00,0.00,644.51
"70025","701025",КАМЕНИЦА,KAMENICA,АЛЕКСИНАЦ,ALEKSINAC,0.00,100.00,0.00,0.00,0.00,0.00,313.88
"70670","721425",РИБАРЕ,RIBARE,КРУШЕВАЦ,KRUŠEVAC,0.00,60.56,39.44,0.00,0.00,0.00,478.58
"70980","734497",ГОРЊЕ БАБИНЕ,GORNJE BABINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.00,0.00,100.00,0.00,1235.52
"70971","734179",КРЊАЧА,KRNJAČA,ПРИБОЈ,PRIBOJ,0.00,0.00,0.02,12.42,87.56,0.00,1178.04
"70459","712400",ЛИПОВА,LIPOVA,ВРЊАЧКА БАЊА,VRNJAČKA BANJA,0.00,71.78,28.22,0.00,0.00,0.00,432.90
"70670","720615",БИВОЉЕ,BIVOLJE,КРУШЕВАЦ,KRUŠEVAC,100.00,0.00,0.00,0.00,0.00,0.00,140.52
"71129","740985",ТРГОВИШТЕ,TRGOVIŠTE,СОКОБАЊА,SOKOBANJA,0.00,100.00,0.00,0.00,0.00,0.00,338.15
"70840","728829",ТАМНИЧ,TAMNIČ,НЕГОТИН,NEGOTIN,70.48,29.52,0.00,0.00,0.00,0.00,156.05
"70840","728799",СМЕДОВАЦ,SMEDOVAC,НЕГОТИН,NEGOTIN,41.80,58.20,0.00,0.00,0.00,0.00,201.57
"71170","743097",РУЈИШНИК,RUJIŠNIK,ТРСТЕНИК,TRSTENIK,0.00,100.00,0.00,0.00,0.00,0.00,296.90
"70653","719340",БОГУТОВАЦ,BOGUTOVAC,КРАЉЕВО,KRALJEVO,0.00,45.75,27.20,18.86,8.19,0.00,604.67
"70670","721018",КАМЕНАРЕ,KAMENARE,КРУШЕВАЦ,KRUŠEVAC,0.00,100.00,0.00,0.00,0.00,0.00,329.14
"71153","742074",ЈЕЛЕНАЦ,JELENAC,ТОПОЛА,TOPOLA,100.00,0.00,0.00,0.00,0.00,0.00,171.37
"71188","743283",БОРОШТИЦА,BOROŠTICA,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,100.00,0.00,1198.21
"70874","730530",ЛУКАРСКО ГОШЕВО,LUKARSKO GOŠEVO,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,52.30,47.26,0.44,0.00,779.02
"70700","723070",ПЕПЕЉЕВАЦ,PEPELJEVAC,ЛАЈКОВАЦ,LAJKOVAC,95.47,4.53,0.00,0.00,0.00,0.00,145.02
"70033","701521",КОПЉАРЕ,KOPLJARE,АРАНЂЕЛОВАЦ,ARANĐELOVAC,40.01,59.99,0.00,0.00,0.00,0.00,215.69
"70050","702137",ИЗВОР,IZVOR,БАБУШНИЦА,BABUŠNICA,0.00,7.96,85.96,6.08,0.00,0.00,596.03
"70076","702854",БРЗАН,BRZAN,БАТОЧИНА,BATOČINA,94.09,5.91,0.00,0.00,0.00,0.00,127.34
"70629","718220",МАКОВИШТЕ,MAKOVIŠTE,КОСЈЕРИЋ,KOSJERIĆ,0.00,0.00,20.66,50.69,28.65,0.00,922.45
"70777","726559",ГРЧИЋ,GRČIĆ,ЉУБОВИЈА,LJUBOVIJA,0.00,31.94,49.92,16.44,1.71,0.00,601.52
"70939","732320",ИЗВОР,IZVOR,ПИРОТ,PIROT,0.00,42.45,26.60,16.76,14.19,0.00,639.42
"71072","739855",МЕЂУГОР,MEĐUGOR,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1199.66
"70998","735302",БАЛЧАК,BALČAK,ПРОКУПЉЕ,PROKUPLJE,0.00,18.27,53.44,24.85,3.44,0.00,685.60
"70378","709131",ВАРВАРИН,VARVARIN,ВАРВАРИН,VARVARIN,100.00,0.00,0.00,0.00,0.00,0.00,142.41
"71170","742759",ГОРЊИ ДУБИЧ,GORNJI DUBIČ,ТРСТЕНИК,TRSTENIK,0.00,11.68,88.06,0.26,0.00,0.00,597.54
"70688","722111",КУРШУМЛИЈСКА БАЊА,KURŠUMLIJSKA BANJA,КУРШУМЛИЈА,KURŠUMLIJA,0.00,27.15,72.35,0.50,0.00,0.00,562.92
"70998","735248",АРБАНАШКА,ARBANAŠKA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.51,83.43,16.06,0.00,0.00,671.11
"70840","728748",РОГЉЕВО,ROGLJEVO,НЕГОТИН,NEGOTIN,61.09,38.91,0.00,0.00,0.00,0.00,161.04
"70483","713341",ДАВИДОВИЦА,DAVIDOVICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,100.00,0.00,0.00,0.00,0.00,339.84
"70483","713201",БРЕЗОВИЦА,BREZOVICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,0.00,70.59,29.41,0.00,0.00,0.00,465.64
"70360","709085",ТАОР,TAOR,ВАЉЕВО,VALJEVO,0.00,0.00,33.72,49.95,16.33,0.00,872.73
"71056","738484",БРЕСЈЕ,BRESJE,СВИЛАЈНАЦ,SVILAJNAC,15.58,84.42,0.00,0.00,0.00,0.00,236.11
"70653","720291",ЧИБУКОВАЦ,ČIBUKOVAC,КРАЉЕВО,KRALJEVO,12.80,87.20,0.00,0.00,0.00,0.00,230.01
"70653","720194",СТУБАЛ,STUBAL,КРАЉЕВО,KRALJEVO,20.77,51.26,27.93,0.04,0.00,0.00,376.88
"70696","722863",РАБРОВО,RABROVO,КУЧЕВО,KUČEVO,85.70,14.30,0.00,0.00,0.00,0.00,149.64
"70394","709638",МАКЦЕ,MAKCE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,42.14,57.86,0.00,0.00,0.00,0.00,205.28
"70360","708887",ПЕТНИЦА,PETNICA,ВАЉЕВО,VALJEVO,35.72,64.28,0.00,0.00,0.00,0.00,232.52
"70238","704962",ДУЧИНА,DUČINA,СОПОТ,SOPOT,21.27,78.73,0.00,0.00,0.00,0.00,226.54
"70637","718432",ГОЛОЧЕЛО,GOLOČELO,КОЦЕЉЕВА,KOCELJEVA,36.78,63.22,0.00,0.00,0.00,0.00,218.01
"70386","709409",ЛОЗОВИК,LOZOVIK,ВЕЛИКА ПЛАНА,VELIKA PLANA,100.00,0.00,0.00,0.00,0.00,0.00,90.95
"70696","722766",КАОНА,KAONA,КУЧЕВО,KUČEVO,19.24,80.76,0.00,0.00,0.00,0.00,278.65
"70807","727245",ЦРЉЕНАЦ,CRLJENAC,МАЛО ЦРНИЋЕ,MALO CRNIĆE,84.23,15.77,0.00,0.00,0.00,0.00,150.97
"70637","718505",КАМЕНИЦА,KAMENICA,КОЦЕЉЕВА,KOCELJEVA,49.52,50.48,0.00,0.00,0.00,0.00,207.13
"71218","744638",КАЛЕНИЋ,KALENIĆ,УБ,UB,100.00,0.00,0.00,0.00,0.00,0.00,94.01
"70939","732265",ГРАДАШНИЦА,GRADAŠNICA,ПИРОТ,PIROT,0.00,12.60,79.48,7.92,0.00,0.00,624.71
"70939","732478",НИШОР,NIŠOR,ПИРОТ,PIROT,0.00,7.24,77.36,15.36,0.05,0.00,673.34
"70874","729990",АЛУЛОВИЋЕ,ALULOVIĆE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,82.56,17.44,0.00,0.00,711.14
"70777","726567",ДОЊА ЉУБОВИЂА,DONJA LJUBOVIĐA,ЉУБОВИЈА,LJUBOVIJA,0.57,82.01,17.42,0.00,0.00,0.00,387.68
"70912","731757",ВЕЛИКО ЛАОЛЕ,VELIKO LAOLE,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,90.59,9.41,0.00,0.00,0.00,0.00,159.99
"70793","726958",ВЕЛИКА РЕКА,VELIKA REKA,МАЛИ ЗВОРНИК,MALI ZVORNIK,5.87,42.82,49.98,1.33,0.00,0.00,493.37
"70084","703109",ГОРЊИ РИЊ,GORNJI RINJ,БЕЛА ПАЛАНКА,BELA PALANKA,0.00,0.00,22.30,47.37,30.33,0.00,915.03
"70190","704563",БАРИЧ,BARIČ,ОБРЕНОВАЦ,OBRENOVAC,98.47,1.53,0.00,0.00,0.00,0.00,124.80
"70394","709565",КАМИЈЕВО,KAMIJEVO,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,86.95,13.05,0.00,0.00,0.00,0.00,176.27
"70190","704792",РВАТИ,RVATI,ОБРЕНОВАЦ,OBRENOVAC,100.00,0.00,0.00,0.00,0.00,0.00,75.97
"70807","727202",САЛАКОВАЦ,SALAKOVAC,МАЛО ЦРНИЋЕ,MALO CRNIĆE,99.52,0.48,0.00,0.00,0.00,0.00,103.87
"70408","709778",БЕЛОТИЋ,BELOTIĆ,ВЛАДИМИРЦИ,VLADIMIRCI,99.85,0.15,0.00,0.00,0.00,0.00,147.20
"70548","715239",ГЛАШИНЦЕ,GLAŠINCE,ЖИТОРАЂА,ŽITORAĐA,0.00,100.00,0.00,0.00,0.00,0.00,252.76
"70980","735027",ОШТРА СТИЈЕНА,OŠTRA STIJENA,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,33.29,40.70,26.01,0.00,891.37
"70688","722553",СЕОЦЕ,SEOCE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,0.00,22.60,40.64,36.76,0.00,938.22
"70530","715131",РИБАРЕ,RIBARE,ЖАГУБИЦА,ŽAGUBICA,0.00,61.37,38.63,0.00,0.00,0.00,440.66
"70912","731773",ВОШАНОВАЦ,VOŠANOVAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,51.95,48.05,0.00,0.00,0.00,0.00,197.69
"70033","701459",БУКОВИК,BUKOVIK,АРАНЂЕЛОВАЦ,ARANĐELOVAC,0.00,95.84,4.16,0.00,0.00,0.00,328.10
"71323","727962",КРУШЦЕ,KRUŠCE,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),37.59,62.41,0.00,0.00,0.00,0.00,234.49
"70475","713007",КРИВАЧА,KRIVAČA,ГОЛУБАЦ,GOLUBAC,0.00,79.85,20.15,0.00,0.00,0.00,415.21
"70980","734420",БРВИНЕ,BRVINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,37.08,27.06,35.87,0.00,914.30
"70653","719480",ГЛЕДИЋ,GLEDIĆ,КРАЉЕВО,KRALJEVO,0.00,33.28,66.53,0.19,0.00,0.00,543.07
"70343","707384",КРИВА РЕКА,KRIVA REKA,БРУС,BRUS,0.00,0.00,0.00,0.56,81.15,18.29,1306.45
"71064","738816",ГУШЕВАЦ,GUŠEVAC,СВРЉИГ,SVRLJIG,0.00,38.27,61.73,0.00,0.00,0.00,519.41
"70017","700223",ДОБРОЉУПЦИ,DOBROLJUPCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,100.00,0.00,0.00,0.00,0.00,383.94
"71315","729523",РУЈНИК,RUJNIK,ЦРВЕНИ КРСТ,CRVENI KRST,0.00,84.16,15.84,0.00,0.00,0.00,428.17
"80233","802441",ЛИПАР,LIPAR,КУЛА,KULA,100.00,0.00,0.00,0.00,0.00,0.00,108.05
"80110","800996",БАЧКО ПЕТРОВО СЕЛО,BAČKO PETROVO SELO,БЕЧЕЈ,BEČEJ,100.00,0.00,0.00,0.00,0.00,0.00,83.52
"70653","719889",МИЛИЋЕ,MILIĆE,КРАЉЕВО,KRALJEVO,0.00,0.00,23.49,27.67,47.42,1.42,1005.04
"70602","717843",ПРИЧЕВАЦ,PRIČEVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,14.57,83.80,1.63,0.00,0.00,599.55
"70866","729973",ЧЕЛИЦЕ,ČELICE,НОВА ВАРОШ,NOVA VAROŠ,0.00,6.20,31.81,25.70,36.28,0.00,860.67
"71064","739073",РАДМИРОВАЦ,RADMIROVAC,СВРЉИГ,SVRLJIG,0.00,2.24,96.32,1.44,0.00,0.00,591.63
"70939","732192",ВЛАСИ,VLASI,ПИРОТ,PIROT,0.00,4.11,55.41,17.46,23.01,0.00,813.15
"70564","716154",ИВАЊИЦА,IVANJICA,ИВАЊИЦА,IVANJICA,0.00,76.61,23.39,0.00,0.00,0.00,484.19
"70971","734233",ПРИБОЈ,PRIBOJ,ПРИБОЈ,PRIBOJ,0.00,57.04,42.60,0.36,0.00,0.00,495.74
"70874","730459",КОЖЉЕ,KOŽLJE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,25.00,51.27,23.73,0.00,893.26
"70726","723649",БЕЛАНОВЦЕ,BELANOVCE,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,301.32
"71188","744204",ШИПЧЕ,ŠIPČE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,100.00,0.00,1242.58
"70726","723878",ВИНАРЦЕ,VINARCE,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,252.67
"70874","731030",ЧАШИЋ ДОЛАЦ,ČAŠIĆ DOLAC,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.50,43.59,55.92,0.00,1011.84
"71188","744140",ЦРКВИНЕ,CRKVINE,ТУТИН,TUTIN,0.00,0.00,100.00,0.00,0.00,0.00,770.15
"71188","743674",ЈАРЕБИЦЕ,JAREBICE,ТУТИН,TUTIN,0.00,0.00,0.00,0.00,100.00,0.00,1200.50
"70424","711152",ЦРНАТОВО,CRNATOVO,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,94.84,5.16,0.00,0.00,0.00,396.87
"70050","701955",ВАЛНИШ,VALNIŠ,БАБУШНИЦА,BABUŠNICA,0.00,0.00,54.57,21.31,24.12,0.00,846.82
"71188","743640",ИЗРОК,IZROK,ТУТИН,TUTIN,0.00,0.00,0.00,45.65,54.35,0.00,1007.41
"70955","733431",ПИЛАТОВИЋИ,PILATOVIĆI,ПОЖЕГА,POŽEGA,0.00,90.26,9.74,0.00,0.00,0.00,381.62
"71145","741523",ВРУТЦИ,VRUTCI,УЖИЦЕ,UŽICE,0.00,0.00,90.40,9.60,0.00,0.00,711.36
"71188","744115",ТОЧИЛОВО,TOČILOVO,ТУТИН,TUTIN,0.00,0.00,0.00,6.33,93.67,0.00,1121.86
"71072","739146",АЛИВЕРОВИЋЕ,ALIVEROVIĆE,СЈЕНИЦА,SJENICA,0.00,0.00,0.00,0.00,100.00,0.00,1176.01
"70548","715247",ГОРЊЕ ЦРНАТОВО,GORNJE CRNATOVO,ЖИТОРАЂА,ŽITORAĐA,0.00,100.00,0.00,0.00,0.00,0.00,257.82
"70548","715492",ТОПОНИЦА,TOPONICA,ЖИТОРАЂА,ŽITORAĐA,0.00,71.21,25.55,3.24,0.00,0.00,446.90
"71021","736970",БОЋЕ,BOĆE,РАШКА,RAŠKA,0.00,0.00,3.36,31.92,64.15,0.57,1094.10
"70653","720119",РОЋЕВИЋИ,ROĆEVIĆI,КРАЉЕВО,KRALJEVO,0.00,100.00,0.00,0.00,0.00,0.00,349.10
"70394","709522",ДОЉАШНИЦА,DOLJAŠNICA,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,76.54,23.46,0.00,0.00,0.00,0.00,181.97
"70092","703508",БАЋЕВАЦ,BAĆEVAC,БАРАЈЕВО,BARAJEVO,71.87,28.13,0.00,0.00,0.00,0.00,176.96
"70335","706795",ЖЕРАВИНО,ŽERAVINO,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,100.00,0.00,1264.02
"70190","704636",ДРАЖЕВАЦ,DRAŽEVAC,ОБРЕНОВАЦ,OBRENOVAC,99.97,0.03,0.00,0.00,0.00,0.00,115.83
"71269","746355",МЕТЛИЋ,METLIĆ,ШАБАЦ,ŠABAC,85.69,14.31,0.00,0.00,0.00,0.00,168.38
"71188","743950",ПОТРЕБ,POTREB,ТУТИН,TUTIN,0.00,0.00,0.00,62.92,37.08,0.00,1005.72
"70874","730513",ЛОПУЖЊЕ,LOPUŽNJE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.23,28.36,71.41,0.00,1063.05
"70726","724467",КАШТАВАР,KAŠTAVAR,ЛЕСКОВАЦ,LESKOVAC,0.00,100.00,0.00,0.00,0.00,0.00,303.34
"70874","730173",ВУЧИНИЋЕ,VUČINIĆE,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,16.60,24.36,59.03,0.00,1009.74
"70688","721824",ГОРЊЕ ТОЧАНЕ,GORNJE TOČANE,КУРШУМЛИЈА,KURŠUMLIJA,0.00,28.64,71.36,0.00,0.00,0.00,524.51
"70360","708488",ГОРЊА БУКОВИЦА,GORNJA BUKOVICA,ВАЉЕВО,VALJEVO,0.00,100.00,0.00,0.00,0.00,0.00,359.65
"70521","714879",ЖАБАРИ,ŽABARI,ЖАБАРИ,ŽABARI,97.96,2.04,0.00,0.00,0.00,0.00,107.29
"70700","723053",МАРКОВА ЦРКВА,MARKOVA CRKVA,ЛАЈКОВАЦ,LAJKOVAC,85.34,14.66,0.00,0.00,0.00,0.00,171.01
"70998","736210",ПРОКУПЉЕ,PROKUPLJE,ПРОКУПЉЕ,PROKUPLJE,0.00,100.00,0.00,0.00,0.00,0.00,311.69
"70343","707554",СУДИМЉА,SUDIMLJA,БРУС,BRUS,0.00,0.00,54.45,43.60,1.95,0.00,798.07
"70874","730874",РАСТ,RAST,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,3.83,93.55,2.62,1195.86
"70262","705306",ДОЊА ДРАГУША,DONJA DRAGUŠA,БЛАЦЕ,BLACE,0.00,100.00,0.00,0.00,0.00,0.00,325.36
"70050","702323",РАДОШЕВАЦ,RADOŠEVAC,БАБУШНИЦА,BABUŠNICA,0.00,0.00,82.15,17.85,0.00,0.00,716.23
"70297","705985",КОСАНЧИЋ,KOSANČIĆ,БОЈНИК,BOJNIK,0.00,100.00,0.00,0.00,0.00,0.00,263.74
"70548","715344",ЗЛАДОВАЦ,ZLADOVAC,ЖИТОРАЂА,ŽITORAĐA,0.00,100.00,0.00,0.00,0.00,0.00,430.00
"70874","730009",БАЈЕВИЦА,BAJEVICA,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,76.03,23.97,0.00,0.00,715.24
"70360","708267",БАБИНА ЛУКА,BABINA LUKA,ВАЉЕВО,VALJEVO,3.81,96.19,0.00,0.00,0.00,0.00,257.30
"80071","800503",ГОРЊА РОГАТИЦА,GORNJA ROGATICA,БАЧКА ТОПОЛА,BAČKA TOPOLA,100.00,0.00,0.00,0.00,0.00,0.00,110.53
"80071","800465",БАЈША,BAJŠA,БАЧКА ТОПОЛА,BAČKA TOPOLA,100.00,0.00,0.00,0.00,0.00,0.00,102.87
"80071","800589",МИЋУНОВО,MIĆUNOVO,БАЧКА ТОПОЛА,BAČKA TOPOLA,100.00,0.00,0.00,0.00,0.00,0.00,110.01
"71021","737151",КАРАДАК,KARADAK,РАШКА,RAŠKA,0.00,51.42,48.58,0.00,0.00,0.00,501.91
"71315","729078",ГОРЊИ КОМРЕН,GORNJI KOMREN,ЦРВЕНИ КРСТ,CRVENI KRST,0.00,100.00,0.00,0.00,0.00,0.00,291.75
"71315","729272",ЛЕСКОВИК,LESKOVIK,ЦРВЕНИ КРСТ,CRVENI KRST,0.00,18.85,81.15,0.00,0.00,0.00,551.80
"70602","717207",БАЛТА БЕРИЛОВАЦ,BALTA BERILOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,0.00,26.13,65.54,8.33,0.00,0.00,608.11
"70564","716081",ГРАДАЦ,GRADAC,ИВАЊИЦА,IVANJICA,0.00,0.00,0.00,0.79,76.49,22.72,1351.29
"70343","707031",БОТУЊА,BOTUNJA,БРУС,BRUS,0.00,83.26,16.74,0.00,0.00,0.00,445.10
"70939","732257",ГОСТУША,GOSTUŠA,ПИРОТ,PIROT,0.00,0.00,7.55,17.70,44.52,30.24,1282.46
"70980","734942",МИЉЕВИЋИ,MILJEVIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,8.10,39.00,48.94,3.96,0.00,783.45
"70874","730572",МУХОВО,MUHOVO,НОВИ ПАЗАР,NOVI PAZAR,0.00,0.00,0.00,14.38,76.24,9.39,1216.83
"71323","792055",НИШ (ПАЛИЛУЛА),NIŠ (PALILULA),ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),27.20,72.80,0.00,0.00,0.00,0.00,249.97
"70564","716065",ВУЧАК,VUČAK,ИВАЊИЦА,IVANJICA,0.00,0.00,1.42,21.10,68.45,9.03,1179.97
"70025","700894",ДАШНИЦА,DAŠNICA,АЛЕКСИНАЦ,ALEKSINAC,0.08,70.18,29.75,0.00,0.00,0.00,405.97
"70670","720879",ГРКЉАНЕ,GRKLJANE,КРУШЕВАЦ,KRUŠEVAC,0.00,52.19,46.93,0.88,0.00,0.00,482.20
"70980","734578",ДОЊЕ БАБИНЕ,DONJE BABINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,0.02,4.34,95.64,0.00,1161.68
"70670","721581",ЋЕЛИЈЕ,ĆELIJE,КРУШЕВАЦ,KRUŠEVAC,0.00,99.97,0.03,0.00,0.00,0.00,334.30
"71021","737399",ПОКРВЕНИК,POKRVENIK,РАШКА,RAŠKA,0.00,0.00,47.99,45.28,6.73,0.00,806.96
"70653","720216",ТАДЕЊЕ,TADENJE,КРАЉЕВО,KRALJEVO,0.00,13.51,86.49,0.00,0.00,0.00,587.61
"70025","700754",ВРЋЕНОВИЦА,VRĆENOVICA,АЛЕКСИНАЦ,ALEKSINAC,0.10,54.01,36.53,9.36,0.00,0.00,491.89
"70823","727911",ЈОВАНОВАЦ,JOVANOVAC,МЕРОШИНА,MEROŠINA,0.00,96.44,3.56,0.00,0.00,0.00,330.43
"70980","735132",СКОКУЋЕ,SKOKUĆE,ПРИЈЕПОЉЕ,PRIJEPOLJE,0.00,0.00,8.15,43.77,48.07,0.00,979.01
"70998","735949",КОСТЕНИЦА,KOSTENICA,ПРОКУПЉЕ,PROKUPLJE,0.00,0.68,76.46,20.51,2.36,0.00,689.35
"71021","737488",СЕМЕТЕШ,SEMETEŠ,РАШКА,RAŠKA,0.00,0.00,16.86,34.93,47.51,0.70,1025.56
"70017","700118",ВРАЖОГРНЦИ,VRAŽOGRNCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,0.00,97.84,2.16,0.00,0.00,0.00,330.87
"70955","733318",ЈЕЛЕН ДО,JELEN DO,ПОЖЕГА,POŽEGA,0.00,84.25,15.75,0.00,0.00,0.00,395.53
"70670","721450",РОСИЦА,ROSICA,КРУШЕВАЦ,KRUŠEVAC,0.00,96.75,3.25,0.00,0.00,0.00,347.14
"71242","745812",МОЈСИЊЕ,MOJSINJE,ЧАЧАК,ČAČAK,0.00,100.00,0.00,0.00,0.00,0.00,247.23
"71145","741671",КЕСЕРОВИНА,KESEROVINA,УЖИЦЕ,UŽICE,0.00,0.00,17.53,82.47,0.00,0.00,861.42
"70866","729833",КОМАРАНИ,KOMARANI,НОВА ВАРОШ,NOVA VAROŠ,0.00,0.00,0.00,11.26,88.74,0.00,1097.14
"70670","720887",ДВОРАНЕ,DVORANE,КРУШЕВАЦ,KRUŠEVAC,0.00,100.00,0.00,0.00,0.00,0.00,278.93
"70343","707422",МАЛА ГРАБОВНИЦА,MALA GRABOVNICA,БРУС,BRUS,0.00,16.13,83.87,0.00,0.00,0.00,576.61
"71323","728900",БЕРБАТОВО,BERBATOVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),0.00,40.19,56.76,3.05,0.00,0.00,559.21
"71137","741221",ЗАГУЖАЊЕ,ZAGUŽANJE,СУРДУЛИЦА,SURDULICA,0.00,54.78,45.22,0.00,0.00,0.00,493.18
"71137","741051",БАЦИЈЕВЦЕ,BACIJEVCE,СУРДУЛИЦА,SURDULICA,0.00,3.18,96.82,0.00,0.00,0.00,620.99
"70726","724912",РАВНИ ДЕЛ,RAVNI DEL,ЛЕСКОВАЦ,LESKOVAC,0.00,0.00,14.25,63.05,22.70,0.00,912.49
"70815","727482",МАРОВАЦ,MAROVAC,МЕДВЕЂА,MEDVEĐA,0.00,0.00,34.76,54.34,10.90,0.00,846.81
"70726","725129",ЦРЦАВАЦ,CRCAVAC,ЛЕСКОВАЦ,LESKOVAC,0.00,32.81,42.03,19.95,5.21,0.00,640.55
"70815","727571",ПЕТРИЉЕ,PETRILJE,МЕДВЕЂА,MEDVEĐA,0.00,33.43,66.57,0.00,0.00,0.00,543.99
"70718","723274",ДРВОДЕЉ,DRVODELJ,ЛЕБАНЕ,LEBANE,0.00,0.00,59.43,40.57,0.00,0.00,767.82
"71137","741159",ГРОЗНАТОВЦИ,GROZNATOVCI,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,15.95,63.43,20.62,1271.66
"70815","727717",ТУЛАРЕ,TULARE,МЕДВЕЂА,MEDVEĐA,0.00,0.00,92.01,7.99,0.00,0.00,679.83
"70815","727741",ЧОКОТИН,ČOKOTIN,МЕДВЕЂА,MEDVEĐA,0.00,0.67,99.26,0.07,0.00,0.00,658.46
"70726","725030",СУШЕВЉЕ,SUŠEVLJE,ЛЕСКОВАЦ,LESKOVAC,0.00,36.70,56.68,6.62,0.00,0.00,566.43
"71137","741388",СТРЕЗИМИРОВЦИ,STREZIMIROVCI,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,50.66,49.34,0.00,1019.60
"70661","720437",КРАСАВА,KRASAVA,КРУПАЊ,KRUPANJ,5.96,94.04,0.00,0.00,0.00,0.00,324.15
"70696","722685",БЛАГОЈЕВ КАМЕН,BLAGOJEV KAMEN,КУЧЕВО,KUČEVO,0.00,50.26,49.74,0.00,0.00,0.00,474.49
"71218","744590",ГУЊЕВАЦ,GUNJEVAC,УБ,UB,100.00,0.00,0.00,0.00,0.00,0.00,134.84
"70661","720488",МОЈКОВИЋ,MOJKOVIĆ,КРУПАЊ,KRUPANJ,26.05,73.95,0.00,0.00,0.00,0.00,225.68
"70912","731943",ОРЉЕВО,ORLJEVO,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,97.67,2.33,0.00,0.00,0.00,0.00,133.42
"70521","714933",СВИЊАРЕВО,SVINJAREVO,ЖАБАРИ,ŽABARI,58.90,41.10,0.00,0.00,0.00,0.00,189.92
"70637","718416",БРЕСНИЦА,BRESNICA,КОЦЕЉЕВА,KOCELJEVA,10.05,89.95,0.00,0.00,0.00,0.00,260.87
"70386","709425",МИЛОШЕВАЦ,MILOŠEVAC,ВЕЛИКА ПЛАНА,VELIKA PLANA,100.00,0.00,0.00,0.00,0.00,0.00,90.83
"70726","724394",ИГРИШТЕ,IGRIŠTE,ЛЕСКОВАЦ,LESKOVAC,0.00,89.52,10.48,0.00,0.00,0.00,428.66
"70718","723479",РАДЕВЦЕ,RADEVCE,ЛЕБАНЕ,LEBANE,0.00,0.00,61.61,37.03,1.35,0.00,775.06
