MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,Mean_ELEV,P_0–14,P_15–39,P_40–64,P_65+,TDR
"70351","707643",БОЖИЊЕВАЦ,BOŽINJEVAC,БУЈАНОВАЦ,BUJANOVAC,437.15,99999.00,99999.00,99999.00,99999.00,99999.00
"70351","707953",ЛЕВОСОЈЕ,LEVOSOJE,БУЈАНОВАЦ,BUJANOVAC,431.41,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711462",ДОЊЕ ПУНУШЕВЦЕ,DONJE PUNUŠEVCE,ВРАЊЕ,VRANJE,1057.12,0.00,0.00,14.29,85.71,600.00
"70432","711624",КОПАЊАНЕ,KOPANJANE,ВРАЊЕ,VRANJE,729.48,2.44,4.88,24.39,68.29,241.67
"71161","742376",ДОЊИ СТАЈЕВАЦ,DONJI STAJEVAC,ТРГОВИШТЕ,TRGOVIŠTE,1124.13,14.25,30.31,39.12,16.32,44.03
"70432","711268",БУЉЕСОВЦЕ,BULJESOVCE,ВРАЊЕ,VRANJE,690.12,18.64,32.20,37.29,11.86,43.90
"71161","742333",ГОРЊИ СТАЈЕВАЦ,GORNJI STAJEVAC,ТРГОВИШТЕ,TRGOVIŠTE,1156.11,6.67,25.56,33.33,34.44,69.81
"70432","711764",МАРГАНЦЕ,MARGANCE,ВРАЊЕ,VRANJE,862.05,0.00,0.00,12.50,87.50,700.00
"70335","706876",НАЗАРИЦА,NAZARICA,БОСИЛЕГРАД,BOSILEGRAD,1447.64,10.71,25.00,39.29,25.00,55.56
"70351","707899",КЛИНОВАЦ,KLINOVAC,БУЈАНОВАЦ,BUJANOVAC,538.10,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711730",ЛЕПЧИНЦЕ,LEPČINCE,ВРАЊЕ,VRANJE,765.11,10.68,20.39,36.89,32.04,74.58
"71161","742295",ГОЛОЧЕВАЦ,GOLOČEVAC,ТРГОВИШТЕ,TRGOVIŠTE,1208.17,7.69,33.33,30.77,28.21,56.00
"70335","706612",БРАНКОВЦИ,BRANKOVCI,БОСИЛЕГРАД,BOSILEGRAD,956.98,3.90,20.78,32.47,42.86,87.80
"70432","712264",ЋУРКОВИЦА,ĆURKOVICA,ВРАЊЕ,VRANJE,921.47,20.00,20.00,10.00,50.00,233.33
"70351","707821",ЖУЖЕЉИЦА,ŽUŽELJICA,БУЈАНОВАЦ,BUJANOVAC,433.09,99999.00,99999.00,99999.00,99999.00,99999.00
"70351","707937",КРШЕВИЦА,KRŠEVICA,БУЈАНОВАЦ,BUJANOVAC,461.11,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","712191",СУРДУЛ,SURDUL,ВРАЊЕ,VRANJE,848.66,0.00,11.11,27.78,61.11,157.14
"71161","742554",ЦРВЕНИ ГРАД,CRVENI GRAD,ТРГОВИШТЕ,TRGOVIŠTE,1351.99,7.59,26.58,29.11,36.71,79.55
"70351","708054",ОСЛАРЕ,OSLARE,БУЈАНОВАЦ,BUJANOVAC,489.25,99999.00,99999.00,99999.00,99999.00,99999.00
"70335","706949",РИБАРЦИ,RIBARCI,БОСИЛЕГРАД,BOSILEGRAD,821.51,0.00,13.04,21.74,65.22,187.50
"70351","707694",БУЈАНОВАЦ,BUJANOVAC,БУЈАНОВАЦ,BUJANOVAC,425.17,99999.00,99999.00,99999.00,99999.00,99999.00
"71161","742511",РАДОВНИЦА,RADOVNICA,ТРГОВИШТЕ,TRGOVIŠTE,1190.02,13.64,35.84,39.54,10.98,32.67
"70351","707775",ДОБРОСИН,DOBROSIN,БУЈАНОВАЦ,BUJANOVAC,642.47,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711667",КОЋУРА,KOĆURA,ВРАЊЕ,VRANJE,1120.44,13.22,14.05,30.58,42.15,124.07
"70351","707996",ЛУЧАНЕ,LUČANE,БУЈАНОВАЦ,BUJANOVAC,524.96,99999.00,99999.00,99999.00,99999.00,99999.00
"70351","708003",ЉИЉАНЦЕ,LJILJANCE,БУЈАНОВАЦ,BUJANOVAC,464.76,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711373",ГОРЊЕ ПУНУШЕВЦЕ,GORNJE PUNUŠEVCE,ВРАЊЕ,VRANJE,1028.01,16.67,20.00,20.00,43.33,150.00
"70432","711829",МИЛАНОВО,MILANOVO,ВРАЊЕ,VRANJE,472.16,11.37,29.38,36.97,22.27,50.71
"70432","711365",ГОРЊЕ ЖАПСКО,GORNJE ŽAPSKO,ВРАЊЕ,VRANJE,601.71,16.28,25.58,25.58,32.56,95.45
"70432","711357",ГОРЊА ОТУЉА,GORNJA OTULJA,ВРАЊЕ,VRANJE,643.30,0.00,0.00,20.00,80.00,400.00
"71161","742473",НОВИ ГЛОГ,NOVI GLOG,ТРГОВИШТЕ,TRGOVIŠTE,1304.80,7.89,23.68,22.37,46.05,117.14
"70335","706639",БРЕСНИЦА,BRESNICA,БОСИЛЕГРАД,BOSILEGRAD,1118.60,8.89,8.89,33.33,48.89,136.84
"70335","706965",ЦРНОШТИЦА,CRNOŠTICA,БОСИЛЕГРАД,BOSILEGRAD,1293.95,12.50,21.53,36.11,29.86,73.49
"70351","707813",ЖБЕВАЦ,ŽBEVAC,БУЈАНОВАЦ,BUJANOVAC,455.63,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711454",ДОЊЕ ЖАПСКО,DONJE ŽAPSKO,ВРАЊЕ,VRANJE,481.15,12.68,30.97,35.69,20.65,50.00
"70351","708224",ТУРИЈА,TURIJA,БУЈАНОВАЦ,BUJANOVAC,472.18,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711381",ГОРЊЕ ТРЕБЕШИЊЕ,GORNJE TREBEŠINJE,ВРАЊЕ,VRANJE,554.58,15.69,33.33,33.33,17.65,50.00
"70351","708127",РАКОВАЦ,RAKOVAC,БУЈАНОВАЦ,BUJANOVAC,415.07,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711420",ДАВИДОВАЦ,DAVIDOVAC,ВРАЊЕ,VRANJE,409.21,15.02,33.54,36.83,14.61,42.11
"71358","712124",СТАРИ ГЛОГ,STARI GLOG,ВРАЊСКА БАЊА,VRANJSKA BANJA,1077.71,0.00,16.67,33.33,50.00,100.00
"70432","711209",БАРБАРУШИНЦЕ,BARBARUŠINCE,ВРАЊЕ,VRANJE,896.48,3.77,11.32,35.85,49.06,112.00
"70432","711985",РАТАЈЕ,RATAJE,ВРАЊЕ,VRANJE,414.98,13.00,32.85,38.27,15.88,40.61
"71358","711659",КОРБУЛ,KORBUL,ВРАЊСКА БАЊА,VRANJSKA BANJA,1081.11,0.00,0.00,0.00,100.00,0.00
"70351","707902",КОНЧУЉ,KONČULJ,БУЈАНОВАЦ,BUJANOVAC,504.64,99999.00,99999.00,99999.00,99999.00,99999.00
"70335","706914",РАЈЧИЛОВЦИ,RAJČILOVCI,БОСИЛЕГРАД,BOSILEGRAD,892.84,16.79,35.65,35.43,12.12,40.67
"70432","712116",СТАРА БРЕЗОВИЦА,STARA BREZOVICA,ВРАЊЕ,VRANJE,1068.46,8.77,29.82,35.09,26.32,54.05
"70432","712329",ЦРНИ ЛУГ,CRNI LUG,ВРАЊЕ,VRANJE,410.03,14.69,29.80,37.14,18.37,49.39
"70432","712019",РИСТОВАЦ,RISTOVAC,ВРАЊЕ,VRANJE,397.31,19.88,29.39,32.28,18.44,62.15
"70335","706850",МЛЕКОМИНЦИ,MLEKOMINCI,БОСИЛЕГРАД,BOSILEGRAD,827.49,12.50,30.68,32.95,23.86,57.14
"70335","706647",БУЦЕЉЕВО,BUCELJEVO,БОСИЛЕГРАД,BOSILEGRAD,1061.01,28.57,7.14,28.57,35.71,180.00
"70335","706787",ДУКАТ,DUKAT,БОСИЛЕГРАД,BOSILEGRAD,1388.28,8.08,22.31,36.92,32.69,68.83
"70351","708186",СРПСКА КУЋА,SRPSKA KUĆA,БУЈАНОВАЦ,BUJANOVAC,403.54,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711217",БАРЕЛИЋ,BARELIĆ,ВРАЊЕ,VRANJE,1097.13,15.17,33.10,28.97,22.76,61.11
"70432","711870",НОВА БРЕЗОВИЦА,NOVA BREZOVICA,ВРАЊЕ,VRANJE,1250.40,11.11,27.16,33.33,28.40,65.31
"70432","711853",НАСТАВЦЕ,NASTAVCE,ВРАЊЕ,VRANJE,651.93,13.51,24.32,45.95,16.22,42.31
"70432","711969",ПРЕОБРАЖЕЊЕ,PREOBRAŽENJE,ВРАЊЕ,VRANJE,565.29,12.50,15.00,35.00,37.50,100.00
"70335","706906",РАДИЧЕВЦИ,RADIČEVCI,БОСИЛЕГРАД,BOSILEGRAD,806.93,22.58,28.39,32.90,16.13,63.16
"70432","711284",ВИШЕВЦЕ,VIŠEVCE,ВРАЊЕ,VRANJE,980.47,8.93,16.07,25.00,50.00,143.48
"71161","742252",БАБИНА ПОЉАНА,BABINA POLJANA,ТРГОВИШТЕ,TRGOVIŠTE,1373.55,0.00,28.57,38.10,33.33,50.00
"70432","711446",ДОЊА ОТУЉА,DONJA OTULJA,ВРАЊЕ,VRANJE,477.82,15.12,22.09,37.21,25.58,68.63
"70432","711187",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,ВРАЊЕ,VRANJE,419.80,14.23,34.55,36.38,14.84,40.97
"70351","707864",КАРАДНИК,KARADNIK,БУЈАНОВАЦ,BUJANOVAC,427.40,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711756",ЛУКОВО,LUKOVO,ВРАЊЕ,VRANJE,748.05,7.14,19.84,30.16,42.86,100.00
"70432","711390",ГОРЊИ НЕРАДОВАЦ,GORNJI NERADOVAC,ВРАЊЕ,VRANJE,428.95,15.36,39.16,35.24,10.24,34.41
"70335","706604",БОСИЛЕГРАД,BOSILEGRAD,БОСИЛЕГРАД,BOSILEGRAD,896.76,13.72,32.51,38.83,14.94,40.17
"71358","711543",ДУГА ЛУКА,DUGA LUKA,ВРАЊСКА БАЊА,VRANJSKA BANJA,700.83,13.01,30.08,34.15,22.76,55.70
"71358","711934",ПРВОНЕК,PRVONEK,ВРАЊСКА БАЊА,VRANJSKA BANJA,873.77,11.29,12.10,31.45,45.16,129.63
"70335","706655",ГЛОЖЈЕ,GLOŽJE,БОСИЛЕГРАД,BOSILEGRAD,1247.32,15.83,25.18,33.09,25.90,71.60
"71137","741434",ТОПЛИ ДОЛ,TOPLI DOL,СУРДУЛИЦА,SURDULICA,1447.55,0.00,12.07,34.48,53.45,114.81
"70351","707830",ЗАРБИНЦЕ,ZARBINCE,БУЈАНОВАЦ,BUJANOVAC,1080.54,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711527",ДРЕНОВАЦ,DRENOVAC,ВРАЊЕ,VRANJE,950.37,5.98,14.53,33.33,46.15,108.93
"70335","706884",ПАРАЛОВО,PARALOVO,БОСИЛЕГРАД,BOSILEGRAD,1167.70,9.62,29.81,30.77,29.81,65.08
"70432","711705",КУПИНИНЦЕ,KUPININCE,ВРАЊЕ,VRANJE,387.43,15.38,32.69,33.65,18.27,50.72
"70432","711900",ПАВЛОВАЦ,PAVLOVAC,ВРАЊЕ,VRANJE,406.68,15.92,37.48,34.66,11.94,38.62
"70335","706574",БЕЛУТ,BELUT,БОСИЛЕГРАД,BOSILEGRAD,889.11,3.45,29.31,48.28,18.97,28.89
"70335","706817",ИЗВОР,IZVOR,БОСИЛЕГРАД,BOSILEGRAD,976.74,4.92,19.67,34.43,40.98,84.85
"70432","712159",СТРОПСКО,STROPSKO,ВРАЊЕ,VRANJE,464.77,18.18,27.27,36.36,18.18,57.14
"70432","712256",ЋУКОВАЦ,ĆUKOVAC,ВРАЊЕ,VRANJE,419.48,17.18,33.50,33.88,15.44,48.41
"70335","706922",РЕСЕН,RESEN,БОСИЛЕГРАД,BOSILEGRAD,970.44,7.58,19.70,37.88,34.85,73.68
"70351","708011",МАЛИ ТРНОВАЦ,MALI TRNOVAC,БУЈАНОВАЦ,BUJANOVAC,584.59,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711489",ДОЊЕ ТРЕБЕШИЊЕ,DONJE TREBEŠINJE,ВРАЊЕ,VRANJE,426.77,17.57,31.65,33.72,17.05,52.96
"71358","711195",БАБИНА ПОЉАНА,BABINA POLJANA,ВРАЊСКА БАЊА,VRANJSKA BANJA,1168.70,8.11,8.11,18.92,64.86,270.00
"70432","712094",СРЕДЊИ ДЕЛ,SREDNJI DEL,ВРАЊЕ,VRANJE,924.61,20.83,16.67,33.33,29.17,100.00
"70432","711497",ДОЊИ НЕРАДОВАЦ,DONJI NERADOVAC,ВРАЊЕ,VRANJE,396.58,21.83,35.48,32.69,10.00,46.69
"70351","707716",ВЕЛИКИ ТРНОВАЦ,VELIKI TRNOVAC,БУЈАНОВАЦ,BUJANOVAC,517.19,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711578",ЗЛАТОКОП,ZLATOKOP,ВРАЊЕ,VRANJE,383.87,15.96,33.08,37.32,13.64,42.05
"70432","712213",ТИБУЖДЕ,TIBUŽDE,ВРАЊЕ,VRANJE,509.49,16.99,34.21,36.60,12.20,41.22
"70432","711993",РИБИНЦЕ,RIBINCE,ВРАЊЕ,VRANJE,392.70,14.19,37.71,38.98,9.11,30.39
"70335","706680",ГОРЊА ЉУБАТА,GORNJA LJUBATA,БОСИЛЕГРАД,BOSILEGRAD,1330.37,9.12,22.30,30.74,37.84,88.54
"70351","707970",ЛОПАРДИНЦЕ,LOPARDINCE,БУЈАНОВАЦ,BUJANOVAC,604.84,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711225",БЕЛИ БРЕГ,BELI BREG,ВРАЊЕ,VRANJE,603.61,12.79,31.40,37.21,18.60,45.76
"70432","711551",ДУЛАН,DULAN,ВРАЊЕ,VRANJE,524.81,5.17,22.41,36.21,36.21,70.59
"71358","711721",ЛЕВА РЕКА,LEVA REKA,ВРАЊСКА БАЊА,VRANJSKA BANJA,729.88,0.00,10.42,33.33,56.25,128.57
"71358","711748",ЛИПОВАЦ,LIPOVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,859.86,5.56,25.00,44.44,25.00,44.00
"70335","706710",ГРУЈИНЦИ,GRUJINCI,БОСИЛЕГРАД,BOSILEGRAD,1181.21,9.52,9.52,25.40,55.56,186.36
"70432","711535",ДУБНИЦА,DUBNICA,ВРАЊЕ,VRANJE,772.59,13.90,32.99,35.45,17.66,46.11
"70335","706892",ПЛОЧА,PLOČA,БОСИЛЕГРАД,BOSILEGRAD,1432.74,8.16,18.37,30.61,42.86,104.17
"70432","711977",РАНУТОВАЦ,RANUTOVAC,ВРАЊЕ,VRANJE,451.93,14.57,34.13,36.74,14.57,41.10
"70351","707805",ЂОРЂЕВАЦ,ĐORĐEVAC,БУЈАНОВАЦ,BUJANOVAC,974.89,99999.00,99999.00,99999.00,99999.00,99999.00
"71358","711314",ВРАЊСКА БАЊА,VRANJSKA BANJA,ВРАЊСКА БАЊА,VRANJSKA BANJA,454.90,16.31,34.36,37.35,11.99,39.46
"70432","711241",БРЕСНИЦА,BRESNICA,ВРАЊЕ,VRANJE,439.49,18.37,32.55,33.60,15.49,51.19
"70335","706841",МИЛЕВЦИ,MILEVCI,БОСИЛЕГРАД,BOSILEGRAD,1376.89,1.30,16.88,31.17,50.65,108.11
"71358","711250",БУЈКОВАЦ,BUJKOVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,559.99,16.07,34.82,34.82,14.29,43.59
"70432","711772",МЕЧКОВАЦ,MEČKOVAC,ВРАЊЕ,VRANJE,677.02,13.16,31.58,34.21,21.05,52.00
"70432","712337",ЧЕСТЕЛИН,ČESTELIN,ВРАЊЕ,VRANJE,1028.77,0.00,0.00,25.00,75.00,300.00
"71358","712302",ЦРНИ ВРХ,CRNI VRH,ВРАЊСКА БАЊА,VRANJSKA BANJA,1148.96,0.00,13.33,40.00,46.67,87.50
"70432","711594",КАТУН,KATUN,ВРАЊЕ,VRANJE,558.61,16.34,34.90,34.16,14.60,44.80
"70335","706868",МУСУЉ,MUSULJ,БОСИЛЕГРАД,BOSILEGRAD,1431.17,1.30,19.48,36.36,42.86,79.07
"70335","706744",ДОЊА ЉУБАТА,DONJA LJUBATA,БОСИЛЕГРАД,BOSILEGRAD,1277.61,6.67,20.74,37.78,34.81,70.89
"71358","711586",ИЗУМНО,IZUMNO,ВРАЊСКА БАЊА,VRANJSKA BANJA,689.68,16.48,35.20,35.75,12.57,40.94
"71358","712221",ТОПЛАЦ,TOPLAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,512.59,11.93,31.19,40.37,16.51,39.74
"70432","711837",МИЛИВОЈЦЕ,MILIVOJCE,ВРАЊЕ,VRANJE,770.50,8.60,19.35,27.96,44.09,111.36
"70351","707678",БРЕЗНИЦА,BREZNICA,БУЈАНОВАЦ,BUJANOVAC,679.70,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711322",ВРТОГОШ,VRTOGOŠ,ВРАЊЕ,VRANJE,664.02,14.89,31.15,36.26,17.70,48.36
"70335","706566",БАРЈЕ,BARJE,БОСИЛЕГРАД,BOSILEGRAD,1517.39,0.00,36.36,54.55,9.09,10.00
"71358","711691",КУМАРЕВО,KUMAREVO,ВРАЊСКА БАЊА,VRANJSKA BANJA,426.32,15.23,30.45,38.68,15.64,44.64
"70432","712086",СОДЕРЦЕ,SODERCE,ВРАЊЕ,VRANJE,630.29,15.88,35.29,39.02,9.80,34.56
"71358","712060",СЛИВНИЦА,SLIVNICA,ВРАЊСКА БАЊА,VRANJSKA BANJA,967.20,2.60,9.09,32.47,55.84,140.63
"70432","712183",СУВИ ДОЛ,SUVI DOL,ВРАЊЕ,VRANJE,420.85,13.49,36.12,39.53,10.85,32.17
"70335","706736",ДОЊА ЛИСИНА,DONJA LISINA,БОСИЛЕГРАД,BOSILEGRAD,1191.07,5.64,24.10,30.26,40.00,83.96
"71358","711632",КОРБЕВАЦ,KORBEVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,511.91,17.04,32.13,33.94,16.89,51.37
"70432","711608",КЛАШНИЦЕ,KLAŠNICE,ВРАЊЕ,VRANJE,886.92,4.35,21.74,34.78,39.13,76.92
"70416","710512",ПРИБОЈ,PRIBOJ,ВЛАДИЧИН ХАН,VLADIČIN HAN,501.06,11.49,30.41,39.19,18.92,43.69
"71358","711861",НЕСВРТА,NESVRTA,ВРАЊСКА БАЊА,VRANJSKA BANJA,1087.87,4.71,21.18,41.18,32.94,60.38
"71358","711616",КЛИСУРИЦА,KLISURICA,ВРАЊСКА БАЊА,VRANJSKA BANJA,762.41,11.40,16.67,31.58,40.35,107.27
"71358","711675",КРИВА ФЕЈА,KRIVA FEJA,ВРАЊСКА БАЊА,VRANJSKA BANJA,1277.26,10.51,21.36,39.83,28.31,63.43
"70335","706671",ГОРЊА ЛИСИНА,GORNJA LISINA,БОСИЛЕГРАД,BOSILEGRAD,1273.51,10.37,23.78,33.23,32.62,75.40
"70432","711306",ВРАЊЕ,VRANJE,ВРАЊЕ,VRANJE,562.95,16.21,35.03,36.16,12.60,40.48
"70432","712051",СИКИРЈЕ,SIKIRJE,ВРАЊЕ,VRANJE,888.03,5.83,14.56,35.92,43.69,98.08
"70351","708208",СУХАРНО,SUHARNO,БУЈАНОВАЦ,BUJANOVAC,1112.11,99999.00,99999.00,99999.00,99999.00,99999.00
"70335","706752",ДОЊА РЖАНА,DONJA RŽANA,БОСИЛЕГРАД,BOSILEGRAD,1377.65,0.00,8.16,30.61,61.22,157.89
"70351","708020",МУХОВАЦ,MUHOVAC,БУЈАНОВАЦ,BUJANOVAC,758.66,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711845",МОШТАНИЦА,MOŠTANICA,ВРАЊЕ,VRANJE,473.28,8.72,31.72,37.05,22.52,45.42
"70432","711926",ПЉАЧКОВИЦА,PLJAČKOVICA,ВРАЊЕ,VRANJE,944.76,9999.00,9999.00,9999.00,9999.00,9999.00
"70351","708119",РАВНО БУЧЈЕ,RAVNO BUČJE,БУЈАНОВАЦ,BUJANOVAC,922.00,99999.00,99999.00,99999.00,99999.00,99999.00
"70416","710431",МАЗАРАЋ,MAZARAĆ,ВЛАДИЧИН ХАН,VLADIČIN HAN,506.35,6.99,24.48,41.26,27.27,52.13
"70351","707759",НОВО СЕЛО,NOVO SELO,БУЈАНОВАЦ,BUJANOVAC,1075.59,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","712167",СТРУГАНИЦА,STRUGANICA,ВРАЊЕ,VRANJE,634.53,0.00,0.00,46.15,53.85,116.67
"71358","712043",СЕБЕВРАЊЕ,SEBEVRANJE,ВРАЊСКА БАЊА,VRANJSKA BANJA,730.85,7.94,21.43,34.13,36.51,80.00
"70432","711233",БОЈИН ДЕЛ,BOJIN DEL,ВРАЊЕ,VRANJE,906.86,5.36,23.21,28.57,42.86,93.10
"70335","706698",ГОРЊА РЖАНА,GORNJA RŽANA,БОСИЛЕГРАД,BOSILEGRAD,1493.72,1.52,27.27,31.82,39.39,69.23
"70351","708259",ЧАР,ČAR,БУЈАНОВАЦ,BUJANOVAC,909.75,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711438",ДОБРЕЈАНЦЕ,DOBREJANCE,ВРАЊЕ,VRANJE,851.64,7.27,14.55,34.55,43.64,103.70
"70416","710105",БАЧВИШТЕ,BAČVIŠTE,ВЛАДИЧИН ХАН,VLADIČIN HAN,502.73,7.32,17.07,39.02,36.59,78.26
"71137","741060",БИНОВЦЕ,BINOVCE,СУРДУЛИЦА,SURDULICA,441.71,23.95,33.73,27.74,14.57,62.66
"71137","746665",БЕЛО ПОЉЕ,BELO POLJE,СУРДУЛИЦА,SURDULICA,472.06,14.06,33.40,38.87,13.67,38.38
"71137","741272",КОЛУНИЦА,KOLUNICA,СУРДУЛИЦА,SURDULICA,1470.68,0.00,0.00,0.00,100.00,0.00
"71137","741396",СУВОЈНИЦА,SUVOJNICA,СУРДУЛИЦА,SURDULICA,687.15,11.63,29.84,40.83,17.70,41.50
"70416","710130",БОГОШЕВО,BOGOŠEVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,732.82,6.92,29.23,30.77,33.08,66.67
"70432","712205",ТЕСОВИШТЕ,TESOVIŠTE,ВРАЊЕ,VRANJE,924.10,0.00,5.56,41.67,52.78,111.76
"70432","711411",ГУМЕРИШТЕ,GUMERIŠTE,ВРАЊЕ,VRANJE,796.13,0.00,0.00,20.00,80.00,400.00
"71137","741361",РЂАВИЦА,RĐAVICA,СУРДУЛИЦА,SURDULICA,799.17,5.00,15.00,35.00,45.00,100.00
"70416","710474",ОСТРОВИЦА,OSTROVICA,ВЛАДИЧИН ХАН,VLADIČIN HAN,746.89,0.00,0.00,32.00,68.00,212.50
"70351","708097",ПРИБОВЦЕ,PRIBOVCE,БУЈАНОВАЦ,BUJANOVAC,990.14,99999.00,99999.00,99999.00,99999.00,99999.00
"70432","711888",ОБЛИЧКА СЕНА,OBLIČKA SENA,ВРАЊЕ,VRANJE,1047.00,0.00,11.11,25.93,62.96,170.00
"71137","741370",СТАЈКОВЦЕ,STAJKOVCE,СУРДУЛИЦА,SURDULICA,845.58,5.63,15.49,38.03,40.85,86.84
"70416","710601",СТУБАЛ,STUBAL,ВЛАДИЧИН ХАН,VLADIČIN HAN,444.41,22.57,32.46,33.58,11.38,51.41
"70416","710113",БЕЛАНОВЦЕ,BELANOVCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,840.89,0.00,0.00,8.93,91.07,1020.00
"71137","741230",ЈЕЛАШНИЦА,JELAŠNICA,СУРДУЛИЦА,SURDULICA,545.22,18.94,32.67,34.19,14.20,49.58
"71137","741345",НОВО СЕЛО,NOVO SELO,СУРДУЛИЦА,SURDULICA,1260.33,6.67,13.33,26.67,53.33,150.00
"70416","710202",ГРАМАЂЕ,GRAMAĐE,ВЛАДИЧИН ХАН,VLADIČIN HAN,368.18,10.85,25.94,41.04,22.17,49.30
"71137","741426",ТОПЛИ ДО,TOPLI DO,СУРДУЛИЦА,SURDULICA,1389.34,3.45,24.14,34.48,37.93,70.59
"70416","710296",ЈОВАЦ,JOVAC,ВЛАДИЧИН ХАН,VLADIČIN HAN,606.87,6.12,20.41,18.37,55.10,157.89
"71137","741213",ДУГОЈНИЦА,DUGOJNICA,СУРДУЛИЦА,SURDULICA,474.15,13.41,30.49,41.06,15.04,39.77
"71137","741086",БОЖИЦА,BOŽICA,СУРДУЛИЦА,SURDULICA,1352.76,11.11,20.71,32.83,35.35,86.79
"71137","741124",ВУЧАДЕЛЦЕ,VUČADELCE,СУРДУЛИЦА,SURDULICA,1214.05,0.00,0.00,41.18,58.82,142.86
"70432","711519",ДРАГОБУЖДЕ,DRAGOBUŽDE,ВРАЊЕ,VRANJE,785.33,12.50,22.50,40.00,25.00,60.00
"70416","710610",СУВА МОРАВА,SUVA MORAVA,ВЛАДИЧИН ХАН,VLADIČIN HAN,427.09,14.25,31.06,38.61,16.08,43.53
"70432","712230",ТРСТЕНА,TRSTENA,ВРАЊЕ,VRANJE,950.19,11.63,11.63,32.56,44.19,126.32
"70416","710482",ПОЛОМ,POLOM,ВЛАДИЧИН ХАН,VLADIČIN HAN,387.69,13.94,31.10,38.34,16.62,44.02
"70416","710539",РАВНА РЕКА,RAVNA REKA,ВЛАДИЧИН ХАН,VLADIČIN HAN,725.24,1.20,6.02,24.10,68.67,232.00
"71137","741043",АЛАКИНЦЕ,ALAKINCE,СУРДУЛИЦА,SURDULICA,439.76,14.48,34.65,38.98,11.89,35.82
"71137","746673",ГОРЊА КОЗНИЦА,GORNJA KOZNICA,СУРДУЛИЦА,SURDULICA,536.54,6.82,22.73,45.45,25.00,46.67
"70815","727377",ГРБАВЦЕ,GRBAVCE,МЕДВЕЂА,MEDVEĐA,713.16,17.50,35.00,37.50,10.00,37.93
"71137","741256",КИЈЕВАЦ,KIJEVAC,СУРДУЛИЦА,SURDULICA,939.34,6.06,24.24,34.34,35.35,70.69
"71226","746681",ЈОВАНОВЦЕ,JOVANOVCE,ЦРНА ТРАВА,CRNA TRAVA,1342.28,0.00,7.41,37.04,55.56,125.00
"71137","741469",ЋУРКОВИЦА,ĆURKOVICA,СУРДУЛИЦА,SURDULICA,832.84,12.14,27.18,37.86,22.82,53.73
"70416","710318",КАЦАПУН,KACAPUN,ВЛАДИЧИН ХАН,VLADIČIN HAN,553.30,2.13,12.77,42.55,42.55,80.77
"71137","741094",ВЛАСИНА ОКРУГЛИЦА,VLASINA OKRUGLICA,СУРДУЛИЦА,SURDULICA,1273.83,9.38,24.22,43.75,22.66,47.13
"71137","741248",КАЛАБОВЦЕ,KALABOVCE,СУРДУЛИЦА,SURDULICA,418.91,9.64,32.53,40.96,16.87,36.07
"70416","710121",БЕЛИШЕВО,BELIŠEVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,734.27,1.82,9.09,40.00,49.09,103.70
"70416","710229",ДЕКУТИНЦЕ,DEKUTINCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,399.54,11.43,31.84,34.69,22.04,50.31
"70432","712078",СМИЉЕВИЋ,SMILJEVIĆ,ВРАЊЕ,VRANJE,753.50,5.88,10.29,35.29,48.53,119.35
"70432","712027",РОЖДАЦЕ,ROŽDACE,ВРАЊЕ,VRANJE,913.18,18.18,18.18,33.33,30.30,94.12
"71137","741183",ДОЊЕ РОМАНОВЦЕ,DONJE ROMANOVCE,СУРДУЛИЦА,SURDULICA,805.17,16.41,33.33,33.85,16.41,48.85
"71137","741132",ГОРЊЕ РОМАНОВЦЕ,GORNJE ROMANOVCE,СУРДУЛИЦА,SURDULICA,1233.15,0.00,0.00,17.65,82.35,466.67
