MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,ChgCLC_211,ChgCLC_221,ChgCLC_222,ChgCLC_231,ChgCLC_242,ChgCLC_243,ChgCLC_31,ChgCLC_321,ChgCLC_324,ChgCLC_411,Decl/Grow
"71161","742252",БАБИНА ПОЉАНА,BABINA POLJANA,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.00,0.00,0.00,-10.16,-7.17,17.33,0.00,Population decline
"70432","711446",ДОЊА ОТУЉА,DONJA OTULJA,ВРАЊЕ,VRANJE,11.31,0.00,0.00,0.00,-11.14,0.26,-0.23,-0.07,-0.13,0.00,Population decline
"70432","711187",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,ВРАЊЕ,VRANJE,18.28,0.00,0.00,0.00,-18.84,-0.10,0.23,0.00,0.00,0.00,Population decline
"70351","707864",КАРАДНИК,KARADNIK,БУЈАНОВАЦ,BUJANOVAC,93.88,0.00,0.00,0.00,60.13,-165.99,-0.04,0.00,0.13,0.00,No data
"70432","711756",ЛУКОВО,LUKOVO,ВРАЊЕ,VRANJE,8.53,0.00,0.00,-36.55,0.00,-51.68,11.07,3.42,65.21,0.00,Population decline
"70432","711390",ГОРЊИ НЕРАДОВАЦ,GORNJI NERADOVAC,ВРАЊЕ,VRANJE,15.42,0.00,-0.66,0.00,-12.60,-8.11,0.00,0.00,0.00,0.00,Population decline
"70335","706604",БОСИЛЕГРАД,BOSILEGRAD,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,-5.05,-0.33,-8.37,330.93,1.59,-317.96,0.00,Population decline
"71358","711543",ДУГА ЛУКА,DUGA LUKA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,-0.77,-23.45,-118.36,0.51,0.00,142.07,0.00,Population decline
"71358","711934",ПРВОНЕК,PRVONEK,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,-7.45,-0.00,-382.60,-69.85,0.17,409.98,0.00,Population decline
"70335","706655",ГЛОЖЈЕ,GLOŽJE,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.01,-168.62,169.63,16.86,-17.88,0.00,Population decline
"71137","741434",ТОПЛИ ДОЛ,TOPLI DOL,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,-0.06,37.06,-80.02,-181.07,240.00,-15.92,0.00,Population decline
"70351","707830",ЗАРБИНЦЕ,ZARBINCE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,-8.59,0.00,-160.89,-3.44,87.92,85.01,0.00,No data
"70432","711527",ДРЕНОВАЦ,DRENOVAC,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,0.05,-387.30,40.38,0.00,346.88,0.00,Population decline
"70335","706884",ПАРАЛОВО,PARALOVO,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,-6.97,0.00,-10.91,28.30,62.11,-72.53,0.00,Population decline
"70432","711705",КУПИНИНЦЕ,KUPININCE,ВРАЊЕ,VRANJE,117.89,0.00,0.00,0.00,-60.82,-57.07,0.00,0.00,0.00,0.00,Population decline
"70432","711900",ПАВЛОВАЦ,PAVLOVAC,ВРАЊЕ,VRANJE,75.98,-32.85,0.00,0.00,-40.87,-2.26,0.00,0.00,0.00,0.00,Population decline
"70335","706574",БЕЛУТ,BELUT,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.55,-0.16,-1.14,152.04,-32.34,-118.95,0.00,Population decline
"70335","706817",ИЗВОР,IZVOR,БОСИЛЕГРАД,BOSILEGRAD,-18.09,0.00,0.00,-0.90,0.00,-46.45,-8.10,-103.91,177.45,0.00,Population decline
"70432","712159",СТРОПСКО,STROPSKO,ВРАЊЕ,VRANJE,-19.06,0.00,0.00,0.24,0.35,18.47,0.00,0.00,0.00,0.00,Population decline
"70432","712256",ЋУКОВАЦ,ĆUKOVAC,ВРАЊЕ,VRANJE,183.04,0.00,0.00,0.00,-156.88,-25.94,-0.11,0.00,-0.11,0.00,Population decline
"70335","706922",РЕСЕН,RESEN,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,26.03,0.00,-84.14,174.16,-126.91,10.85,0.00,Population decline
"70351","708011",МАЛИ ТРНОВАЦ,MALI TRNOVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,-66.32,67.93,-0.19,103.45,-49.00,-55.88,0.00,No data
"70432","711489",ДОЊЕ ТРЕБЕШИЊЕ,DONJE TREBEŠINJE,ВРАЊЕ,VRANJE,152.89,0.00,0.00,0.00,-225.97,17.55,-0.94,0.00,0.00,0.00,Population decline
"71358","711195",БАБИНА ПОЉАНА,BABINA POLJANA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,0.00,0.00,0.00,96.61,107.16,-203.77,0.00,Population decline
"70432","712094",СРЕДЊИ ДЕЛ,SREDNJI DEL,ВРАЊЕ,VRANJE,0.00,0.00,0.00,-42.18,0.00,23.40,-1.26,-0.66,20.69,0.00,Population decline
"70432","711497",ДОЊИ НЕРАДОВАЦ,DONJI NERADOVAC,ВРАЊЕ,VRANJE,160.15,0.00,-36.65,0.00,-108.59,-40.35,0.00,0.00,0.00,0.00,Population decline
"70351","707716",ВЕЛИКИ ТРНОВАЦ,VELIKI TRNOVAC,БУЈАНОВАЦ,BUJANOVAC,401.66,0.00,0.00,-0.19,-476.57,25.46,-150.86,0.00,164.76,0.00,No data
"70432","711578",ЗЛАТОКОП,ZLATOKOP,ВРАЊЕ,VRANJE,119.40,0.00,0.00,0.00,-170.98,42.56,0.00,0.00,-12.31,0.00,Population decline
"70432","712213",ТИБУЖДЕ,TIBUŽDE,ВРАЊЕ,VRANJE,103.87,0.00,0.00,-11.23,-162.80,214.47,57.23,7.66,-218.66,0.00,Population decline
"70432","711993",РИБИНЦЕ,RIBINCE,ВРАЊЕ,VRANJE,-5.23,0.00,0.00,0.00,2.78,2.45,0.00,0.00,0.00,0.00,Population decline
"70335","706680",ГОРЊА ЉУБАТА,GORNJA LJUBATA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.00,69.80,0.36,282.36,-352.51,0.00,Population decline
"70351","707970",ЛОПАРДИНЦЕ,LOPARDINCE,БУЈАНОВАЦ,BUJANOVAC,167.80,0.00,0.00,-0.14,-157.70,-57.88,-64.03,0.00,65.43,0.00,No data
"70432","711225",БЕЛИ БРЕГ,BELI BREG,ВРАЊЕ,VRANJE,-17.79,0.00,0.00,0.00,0.00,17.83,-0.04,0.00,0.00,0.00,Population decline
"70432","711551",ДУЛАН,DULAN,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,-0.11,0.44,0.05,0.00,-0.38,0.00,Population decline
"71358","711721",ЛЕВА РЕКА,LEVA REKA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,1.33,0.00,45.80,-57.95,0.00,10.82,0.00,Population decline
"71358","711748",ЛИПОВАЦ,LIPOVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,24.72,0.00,-53.02,-7.32,0.00,35.62,0.00,Population decline
"70335","706710",ГРУЈИНЦИ,GRUJINCI,БОСИЛЕГРАД,BOSILEGRAD,-2.30,0.00,0.00,-40.20,0.00,-132.45,-89.50,72.81,191.63,0.00,Population decline
"70432","711535",ДУБНИЦА,DUBNICA,ВРАЊЕ,VRANJE,139.73,0.00,0.00,-55.99,-154.31,11.18,-89.27,14.16,93.58,0.00,Population decline
"70335","706892",ПЛОЧА,PLOČA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.00,-25.78,-105.66,188.75,-57.30,0.00,Population decline
"70432","711977",РАНУТОВАЦ,RANUTOVAC,ВРАЊЕ,VRANJE,33.31,0.00,0.00,0.00,-49.29,0.10,-0.19,0.00,0.01,0.00,Population decline
"70351","707805",ЂОРЂЕВАЦ,ĐORĐEVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,-87.97,0.00,0.00,-77.64,87.89,77.72,0.00,No data
"71358","711314",ВРАЊСКА БАЊА,VRANJSKA BANJA,ВРАЊСКА БАЊА,VRANJSKA BANJA,28.56,0.00,0.00,-0.40,-28.03,11.65,0.45,0.00,-15.66,0.00,Population decline
"70432","711241",БРЕСНИЦА,BRESNICA,ВРАЊЕ,VRANJE,27.76,0.00,0.00,0.00,-6.08,-2.06,0.14,0.00,-0.01,0.00,Population decline
"70335","706841",МИЛЕВЦИ,MILEVCI,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,24.82,0.00,-144.29,-95.46,251.27,-36.34,0.00,Population decline
"71358","711250",БУЈКОВАЦ,BUJKOVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,0.11,18.61,-6.85,-11.86,0.00,0.00,0.00,Population decline
"70432","711772",МЕЧКОВАЦ,MEČKOVAC,ВРАЊЕ,VRANJE,19.25,0.00,0.00,0.00,-19.52,-0.68,0.96,0.00,-0.01,0.00,Population decline
"70432","712337",ЧЕСТЕЛИН,ČESTELIN,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,0.00,-26.75,-14.07,-9.03,49.86,0.00,Population decline
"71358","712302",ЦРНИ ВРХ,CRNI VRH,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,0.00,0.00,-36.66,-33.60,-5.73,75.99,0.00,Population decline
"70432","711594",КАТУН,KATUN,ВРАЊЕ,VRANJE,-42.30,-20.79,0.00,0.00,0.00,37.13,-12.65,0.00,12.80,0.00,Population decline
"70335","706868",МУСУЉ,MUSULJ,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.00,-42.28,62.13,486.50,-506.35,0.00,Population decline
"70335","706744",ДОЊА ЉУБАТА,DONJA LJUBATA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,-14.59,81.38,-148.76,445.30,-423.20,0.00,Population decline
"71358","711586",ИЗУМНО,IZUMNO,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,34.54,-58.78,-69.98,0.10,0.00,94.11,0.00,Population decline
"71358","712221",ТОПЛАЦ,TOPLAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,113.95,0.00,0.00,0.03,-81.45,-77.93,31.59,-31.86,45.66,0.00,Population decline
"70432","711837",МИЛИВОЈЦЕ,MILIVOJCE,ВРАЊЕ,VRANJE,-28.99,0.00,0.00,-30.11,0.00,52.60,1.57,0.18,4.75,0.00,Population decline
"70351","707678",БРЕЗНИЦА,BREZNICA,БУЈАНОВАЦ,BUJANOVAC,146.76,0.00,0.00,43.34,-212.21,-21.27,-73.23,-0.00,83.70,0.00,No data
"70432","711322",ВРТОГОШ,VRTOGOŠ,ВРАЊЕ,VRANJE,32.51,-43.65,0.00,0.00,0.00,-74.36,-101.48,0.00,115.65,0.00,Population decline
"70335","706566",БАРЈЕ,BARJE,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.00,0.00,-0.54,85.58,-85.04,0.00,Population decline
"71358","711691",КУМАРЕВО,KUMAREVO,ВРАЊСКА БАЊА,VRANJSKA BANJA,142.77,0.00,0.00,0.00,-70.65,-15.46,-0.92,-0.31,-54.14,0.00,Population decline
"70432","712086",СОДЕРЦЕ,SODERCE,ВРАЊЕ,VRANJE,-31.53,0.00,0.00,4.81,-20.97,50.92,62.83,-30.13,-35.92,0.00,Population decline
"71358","712060",СЛИВНИЦА,SLIVNICA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,0.02,-125.78,-190.71,2.35,0.00,314.12,0.00,Population decline
"70432","712183",СУВИ ДОЛ,SUVI DOL,ВРАЊЕ,VRANJE,114.22,0.00,0.00,0.00,-94.74,-19.56,0.08,0.00,0.00,0.00,Population decline
"70335","706736",ДОЊА ЛИСИНА,DONJA LISINA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,-0.01,-103.08,-89.22,66.69,125.62,0.00,Population decline
"71358","711632",КОРБЕВАЦ,KORBEVAC,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,-0.63,124.98,-49.69,-38.73,0.00,-35.92,0.00,Population decline
"70432","711608",КЛАШНИЦЕ,KLAŠNICE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,-4.03,-56.65,27.93,2.68,0.00,30.07,0.00,Population decline
"70416","710512",ПРИБОЈ,PRIBOJ,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,-27.78,0.69,-10.85,-0.19,0.00,38.13,0.00,Population decline
"71358","711861",НЕСВРТА,NESVRTA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,236.20,-136.16,-210.64,-115.63,0.00,226.23,0.00,Population decline
"71358","711616",КЛИСУРИЦА,KLISURICA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,90.54,-77.07,-194.26,-74.47,0.00,255.26,0.00,Population decline
"71358","711675",КРИВА ФЕЈА,KRIVA FEJA,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,357.15,-374.50,-417.87,45.80,225.76,163.66,0.00,Population decline
"70335","706671",ГОРЊА ЛИСИНА,GORNJA LISINA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,65.52,323.35,-529.92,-88.16,439.70,-212.53,0.00,Population decline
"70432","711306",ВРАЊЕ,VRANJE,ВРАЊЕ,VRANJE,45.21,0.00,0.00,-10.28,-288.30,21.96,34.21,0.00,-11.37,0.00,Population decline
"70432","712051",СИКИРЈЕ,SIKIRJE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,-203.63,196.38,0.61,0.00,6.64,0.00,Population decline
"70351","708208",СУХАРНО,SUHARNO,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,0.12,0.00,0.00,-0.68,0.00,0.56,0.00,No data
"70335","706752",ДОЊА РЖАНА,DONJA RŽANA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.00,-8.33,-114.20,22.44,100.09,0.00,Population decline
"70351","708020",МУХОВАЦ,MUHOVAC,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,-1.10,0.77,122.13,-24.69,-71.92,-25.20,0.00,No data
"70432","711845",МОШТАНИЦА,MOŠTANICA,ВРАЊЕ,VRANJE,25.55,0.00,0.00,-58.34,-93.97,28.79,8.80,0.00,89.23,0.00,Population decline
"70432","711926",ПЉАЧКОВИЦА,PLJAČKOVICA,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,7.67,-3.43,13.76,-0.34,-17.64,0.00,No population
"70351","708119",РАВНО БУЧЈЕ,RAVNO BUČJE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,3.16,0.00,-28.12,-130.47,-0.31,155.74,0.00,No data
"70416","710431",МАЗАРАЋ,MAZARAĆ,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,-8.15,-0.02,9.05,68.02,0.00,-68.89,0.00,Population decline
"70351","707759",НОВО СЕЛО,NOVO SELO,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,-0.85,0.00,0.00,-48.39,-0.46,49.71,0.00,No data
"70432","712167",СТРУГАНИЦА,STRUGANICA,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,-0.00,-30.17,0.14,0.00,30.03,0.00,Population decline
"71358","712043",СЕБЕВРАЊЕ,SEBEVRANJE,ВРАЊСКА БАЊА,VRANJSKA BANJA,0.00,0.00,0.00,4.32,1.71,-85.28,-14.22,0.00,93.47,0.00,Population decline
"70432","711233",БОЈИН ДЕЛ,BOJIN DEL,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,-5.91,-105.43,32.19,0.00,79.15,0.00,Population decline
"70335","706698",ГОРЊА РЖАНА,GORNJA RŽANA,БОСИЛЕГРАД,BOSILEGRAD,0.00,0.00,0.00,0.00,0.00,0.00,-66.79,329.85,-263.06,0.00,Population decline
"70351","708259",ЧАР,ČAR,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,67.10,0.00,-21.44,-24.48,-121.36,100.18,0.00,No data
"70432","711438",ДОБРЕЈАНЦЕ,DOBREJANCE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,-7.29,7.74,-0.79,0.00,0.34,0.00,Population decline
"70416","710105",БАЧВИШТЕ,BAČVIŠTE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,0.25,0.35,35.03,0.26,0.00,-35.89,0.00,Population decline
"71137","741060",БИНОВЦЕ,BINOVCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,0.34,1.30,-0.27,0.00,-1.37,0.00,Population decline
"71137","746665",БЕЛО ПОЉЕ,BELO POLJE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,-8.57,0.51,0.00,0.00,0.00,0.00,Population decline
"71137","741272",КОЛУНИЦА,KOLUNICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,0.00,0.00,-39.32,-12.17,51.49,0.00,Population decline
"71137","741396",СУВОЈНИЦА,SUVOJNICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,-9.14,9.73,-9.31,0.00,8.71,0.00,Population decline
"70416","710130",БОГОШЕВО,BOGOŠEVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,-0.00,0.18,-15.69,0.32,0.00,15.19,0.00,Population decline
"70432","712205",ТЕСОВИШТЕ,TESOVIŠTE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,-9.99,9.76,-0.11,0.00,0.33,0.00,Population decline
"70432","711411",ГУМЕРИШТЕ,GUMERIŠTE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,-37.06,-7.62,14.38,0.06,30.24,0.00,Population decline
"71137","741361",РЂАВИЦА,RĐAVICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,67.14,-67.11,-0.53,0.53,0.00,-0.02,0.00,Population decline
"70416","710474",ОСТРОВИЦА,OSTROVICA,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,0.00,-38.02,-115.62,1.63,0.00,152.01,0.00,Population decline
"70351","708097",ПРИБОВЦЕ,PRIBOVCE,БУЈАНОВАЦ,BUJANOVAC,0.00,0.00,0.00,199.88,-74.90,-132.26,-27.34,0.24,34.38,0.00,No data
"70432","711888",ОБЛИЧКА СЕНА,OBLIČKA SENA,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,-0.00,-52.30,14.31,0.00,37.99,0.00,Population decline
"71137","741370",СТАЈКОВЦЕ,STAJKOVCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,0.16,0.00,-0.16,0.00,0.00,0.00,Population decline
"70416","710601",СТУБАЛ,STUBAL,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,0.00,5.07,-5.23,-31.28,0.00,31.44,0.00,Population decline
"70416","710113",БЕЛАНОВЦЕ,BELANOVCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,0.00,0.12,-101.21,-0.50,-0.06,101.65,0.00,Population decline
"71137","741230",ЈЕЛАШНИЦА,JELAŠNICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,11.59,-10.43,89.81,-92.25,0.00,1.28,0.00,Population decline
"71137","741345",НОВО СЕЛО,NOVO SELO,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,0.00,-342.86,-413.07,829.92,-73.99,0.00,Population decline
"70416","710202",ГРАМАЂЕ,GRAMAĐE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,0.00,0.82,12.65,-0.24,0.00,-13.24,0.00,Population decline
"71137","741426",ТОПЛИ ДО,TOPLI DO,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,73.52,0.00,-200.23,10.45,76.44,39.82,0.00,Population decline
"70416","710296",ЈОВАЦ,JOVAC,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,-9.22,0.00,-157.82,131.83,46.20,0.00,-10.98,0.00,Population decline
"71137","741213",ДУГОЈНИЦА,DUGOJNICA,СУРДУЛИЦА,SURDULICA,26.31,0.00,0.00,0.00,-12.37,-13.31,-0.52,0.00,-0.12,0.00,Population decline
"71137","741086",БОЖИЦА,BOŽICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,8.13,-0.00,-126.15,-66.72,549.14,-364.39,0.00,Population decline
"71137","741124",ВУЧАДЕЛЦЕ,VUČADELCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,9.85,0.00,-50.68,-43.18,51.22,32.80,0.00,Population decline
"70432","711519",ДРАГОБУЖДЕ,DRAGOBUŽDE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,0.25,13.03,-12.87,0.00,-0.42,0.00,Population decline
"70416","710610",СУВА МОРАВА,SUVA MORAVA,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,-31.00,2.18,4.43,-14.93,0.00,0.00,0.00,Population decline
"70432","712230",ТРСТЕНА,TRSTENA,ВРАЊЕ,VRANJE,0.00,0.00,0.00,-31.54,0.00,-58.34,75.87,0.00,14.04,0.00,Population decline
"70416","710482",ПОЛОМ,POLOM,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,-59.21,46.67,30.00,0.00,0.00,-21.43,0.00,Population decline
"70416","710539",РАВНА РЕКА,RAVNA REKA,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,-3.57,0.00,-55.79,53.63,2.42,0.00,3.31,0.00,Population decline
"71137","741043",АЛАКИНЦЕ,ALAKINCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,1.34,-73.44,0.03,0.00,0.00,0.00,Population decline
"71137","746673",ГОРЊА КОЗНИЦА,GORNJA KOZNICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,0.25,5.45,-5.70,0.00,0.00,0.00,Population decline
"70815","727377",ГРБАВЦЕ,GRBAVCE,МЕДВЕЂА,MEDVEĐA,0.00,0.00,0.00,-116.36,0.00,27.36,21.96,0.00,67.04,0.00,Population decline
"71137","741256",КИЈЕВАЦ,KIJEVAC,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,-44.01,0.13,-92.18,59.26,67.48,9.32,0.00,Population decline
"71226","746681",ЈОВАНОВЦЕ,JOVANOVCE,ЦРНА ТРАВА,CRNA TRAVA,0.00,0.00,0.00,93.71,0.00,-38.09,-13.74,29.67,-71.55,0.00,Population decline
"71137","741469",ЋУРКОВИЦА,ĆURKOVICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,51.69,-51.69,0.29,-9.45,0.00,9.16,0.00,Population decline
"70416","710318",КАЦАПУН,KACAPUN,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,-0.00,0.00,-1.56,29.28,0.19,0.00,-27.91,0.00,Population decline
"71137","741094",ВЛАСИНА ОКРУГЛИЦА,VLASINA OKRUGLICA,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,-6.64,44.81,-29.72,-95.29,254.66,-190.30,0.00,Population decline
"71137","741248",КАЛАБОВЦЕ,KALABOVCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,0.00,3.16,-3.16,0.00,0.00,0.00,0.00,Population decline
"70416","710121",БЕЛИШЕВО,BELIŠEVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,-20.57,0.00,0.47,0.75,-1.82,0.00,21.18,0.00,Population decline
"70416","710229",ДЕКУТИНЦЕ,DEKUTINCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,0.00,0.00,0.00,0.00,-0.49,0.19,-0.00,0.00,0.30,0.00,Population decline
"70432","712078",СМИЉЕВИЋ,SMILJEVIĆ,ВРАЊЕ,VRANJE,0.00,0.00,0.00,-0.02,-2.24,2.77,-0.28,0.00,-0.22,0.00,Population decline
"70432","712027",РОЖДАЦЕ,ROŽDACE,ВРАЊЕ,VRANJE,0.00,0.00,0.00,0.00,0.25,-74.60,-0.48,0.00,74.83,0.00,Population decline
"71137","741183",ДОЊЕ РОМАНОВЦЕ,DONJE ROMANOVCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,-30.38,30.27,0.40,-0.30,0.00,0.00,0.00,Population decline
"71137","741132",ГОРЊЕ РОМАНОВЦЕ,GORNJE ROMANOVCE,СУРДУЛИЦА,SURDULICA,0.00,0.00,0.00,61.30,-26.78,0.14,28.85,30.98,-94.50,0.00,Population decline
"71161","742422",ЛЕСНИЦА,LESNICA,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,-30.05,0.00,126.92,49.20,-55.60,-90.46,0.00,Population decline
"71161","742325",ГОРЊИ КОЗЈИ ДОЛ,GORNJI KOZJI DOL,ТРГОВИШТЕ,TRGOVIŠTE,0.00,0.00,0.00,0.00,0.00,-1.06,24.28,17.96,-41.18,0.00,Population decline
"71153","742082",ЈУНКОВАЦ,JUNKOVAC,ТОПОЛА,TOPOLA,615.28,0.00,0.00,-110.19,-310.75,-194.34,0.00,0.00,0.00,0.00,Population decline
"70700","722987",ВРАЧЕВИЋ,VRAČEVIĆ,ЛАЈКОВАЦ,LAJKOVAC,425.68,0.00,0.00,0.00,-541.25,114.48,1.10,0.00,0.00,0.00,Population decline
"71099","740489",САРАОРЦИ,SARAORCI,СМЕДЕРЕВО,SMEDEREVO,36.72,-0.16,0.00,0.00,-26.72,17.72,12.90,0.00,-40.34,0.00,Population decline
"70637","718530",МАЛИ БОШЊАК,MALI BOŠNJAK,КОЦЕЉЕВА,KOCELJEVA,74.03,0.00,-1.10,0.00,-83.83,27.17,-16.26,0.00,0.00,0.00,Population decline
"70734","725773",ШУРИЦЕ,ŠURICE,ЛОЗНИЦА,LOZNICA,64.61,0.00,0.00,0.00,-71.42,10.33,-3.61,0.00,0.09,0.00,Population decline
"70092","703583",МАНИЋ,MANIĆ,БАРАЈЕВО,BARAJEVO,16.77,0.00,-1.92,-0.03,-33.54,17.29,1.43,0.00,0.00,0.00,Population growth
"70734","725684",СТУПНИЦА,STUPNICA,ЛОЗНИЦА,LOZNICA,56.07,0.00,0.00,0.00,-55.81,-29.66,-0.43,0.00,29.83,0.00,Population decline
"70840","728578",ЈАСЕНИЦА,JASENICA,НЕГОТИН,NEGOTIN,16.29,0.00,0.00,-5.52,-70.97,59.27,0.92,0.00,0.00,0.00,Population decline
"70785","726842",ЛЕСКОВО,LESKOVO,МАЈДАНПЕК,MAJDANPEK,0.00,0.00,0.00,0.70,101.61,-265.93,214.04,-408.72,358.31,0.00,Population decline
"70661","720577",ШЉИВОВА,ŠLJIVOVA,КРУПАЊ,KRUPANJ,459.97,0.00,0.00,-253.27,12.44,-176.64,322.05,-81.00,-283.55,0.00,Population decline
"70530","715034",ЈОШАНИЦА,JOŠANICA,ЖАГУБИЦА,ŽAGUBICA,0.00,0.00,0.00,-89.28,-0.35,275.25,19.88,-213.80,0.09,0.00,Population decline
"70173","704393",ЈАГЊИЛО,JAGNJILO,МЛАДЕНОВАЦ,MLADENOVAC,583.64,0.00,0.00,0.00,-514.94,-66.12,-2.58,0.00,0.00,0.00,Population decline
"70696","722707",БУКОВСКА,BUKOVSKA,КУЧЕВО,KUČEVO,0.00,0.00,0.00,0.01,0.34,-74.31,189.30,-219.47,104.12,0.00,Population decline
