MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,TT_car_min,Acc_Name,Decl/Grow,Acc_Key
"70939","732052",БАЗОВИК,BAZOVIK,ПИРОТ,PIROT,82.12,Inaccessible areas with population decline,Population decline,"4"
"71170","742813",ДОЊИ РИБНИК,DONJI RIBNIK,ТРСТЕНИК,TRSTENIK,8.57,Accessible areas with population decline,Population decline,"2"
"70726","725064",ТУПАЛОВЦЕ,TUPALOVCE,ЛЕСКОВАЦ,LESKOVAC,23.57,Inaccessible areas with population decline,Population decline,"4"
"71226","744964",ВУС,VUS,ЦРНА ТРАВА,CRNA TRAVA,23.10,Inaccessible areas with population decline,Population decline,"4"
"70815","727415",ДОЊИ БУЧУМЕТ,DONJI BUČUMET,МЕДВЕЂА,MEDVEĐA,19.01,Accessible areas with population decline,Population decline,"2"
"71188","743275",БОВАЊ,BOVANJ,ТУТИН,TUTIN,13.87,Accessible areas with population growth,Population growth,"1"
"70424","710784",ГРАДИШТЕ,GRADIŠTE,ВЛАСОТИНЦЕ,VLASOTINCE,20.57,Accessible areas with population decline,Population decline,"2"
"70505","714607",СКРВЕНИЦА,SKRVENICA,ДИМИТРОВГРАД,DIMITROVGRAD,28.76,Inaccessible areas with population decline,Population decline,"4"
"71188","743224",БАТРАГЕ,BATRAGE,ТУТИН,TUTIN,15.88,Accessible areas with population growth,Population growth,"1"
"70998","735531",ГОЈИНОВАЦ,GOJINOVAC,ПРОКУПЉЕ,PROKUPLJE,23.05,Inaccessible areas with population decline,Population decline,"4"
"70343","707376",КОЧИНЕ,KOČINE,БРУС,BRUS,13.06,Accessible areas with population decline,Population decline,"2"
"70980","735183",ХИСАРЏИК,HISARDŽIK,ПРИЈЕПОЉЕ,PRIJEPOLJE,21.25,Accessible areas with population decline,Population decline,"2"
"70084","703354",ПАЈЕЖ,PAJEŽ,БЕЛА ПАЛАНКА,BELA PALANKA,27.13,Inaccessible areas with population decline,Population decline,"4"
"70998","735574",ГОРЊА РЕЧИЦА,GORNJA REČICA,ПРОКУПЉЕ,PROKUPLJE,33.40,Inaccessible areas with population decline,Population decline,"4"
"70173","704423",МАЛА ВРБИЦА,MALA VRBICA,МЛАДЕНОВАЦ,MLADENOVAC,10.75,Accessible areas with population growth,Population growth,"1"
"70050","702064",ДОЊИ СТРИЖЕВАЦ,DONJI STRIŽEVAC,БАБУШНИЦА,BABUŠNICA,4.17,Accessible areas with population decline,Population decline,"2"
"70432","711560",ДУПЕЉЕВО,DUPELJEVO,ВРАЊЕ,VRANJE,41.92,Inaccessible areas with population decline,Population decline,"4"
"70718","723533",ТОГОЧЕВЦЕ,TOGOČEVCE,ЛЕБАНЕ,LEBANE,21.65,Inaccessible areas with population decline,Population decline,"4"
"70718","723371",ЛУГАРЕ,LUGARE,ЛЕБАНЕ,LEBANE,10.87,Accessible areas with population decline,Population decline,"2"
"70343","707325",ИРИЧИЋИ,IRIČIĆI,БРУС,BRUS,35.26,Inaccessible areas with population decline,Population decline,"4"
"70980","734918",МИЛАКОВИЋИ,MILAKOVIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,54.95,Inaccessible areas with population decline,Population decline,"4"
"71226","745090",ПАВЛИЧИНА,PAVLIČINA,ЦРНА ТРАВА,CRNA TRAVA,15.32,Accessible areas with population decline,Population decline,"2"
"70084","703044",ВРАНДОЛ,VRANDOL,БЕЛА ПАЛАНКА,BELA PALANKA,13.72,Accessible areas with population decline,Population decline,"2"
"70262","705314",ДОЊА ЈОШАНИЦА,DONJA JOŠANICA,БЛАЦЕ,BLACE,20.02,Accessible areas with population decline,Population decline,"2"
"71285","729353",НИКОЛА ТЕСЛА,NIKOLA TESLA,НИШКА БАЊА,NIŠKA BANJA,3.59,Accessible areas with population growth,Population growth,"1"
"70670","720640",БОЉЕВАЦ,BOLJEVAC,КРУШЕВАЦ,KRUŠEVAC,39.67,Inaccessible areas with population growth,Population growth,"3"
"71137","741353",ПАЉА,PALJA,СУРДУЛИЦА,SURDULICA,44.76,Inaccessible areas with population decline,Population decline,"4"
"70432","711349",ГОЛЕМО СЕЛО,GOLEMO SELO,ВРАЊЕ,VRANJE,25.87,Inaccessible areas with population decline,Population decline,"4"
"70416","710091",БАЛИНОВЦЕ,BALINOVCE,ВЛАДИЧИН ХАН,VLADIČIN HAN,9.65,Accessible areas with population decline,Population decline,"2"
"71218","744859",ТРЛИЋ,TRLIĆ,УБ,UB,9.60,Accessible areas with population decline,Population decline,"2"
"70734","725404",ЗАЈАЧА,ZAJAČA,ЛОЗНИЦА,LOZNICA,17.60,Accessible areas with population decline,Population decline,"2"
"70815","727504",МАЋЕДОНЦЕ,MAĆEDONCE,МЕДВЕЂА,MEDVEĐA,13.74,Accessible areas with population decline,Population decline,"2"
"70815","727393",ГУРГУТОВО,GURGUTOVO,МЕДВЕЂА,MEDVEĐA,15.41,Accessible areas with population decline,Population decline,"2"
"70726","723851",ВИЉЕ КОЛО,VILJE KOLO,ЛЕСКОВАЦ,LESKOVAC,48.00,Inaccessible areas with population decline,Population decline,"4"
"71021","736872",БАЉЕВАЦ,BALJEVAC,РАШКА,RAŠKA,19.55,Accessible areas with population decline,Population decline,"2"
"71021","737097",ЖЕРАЂЕ,ŽERAĐE,РАШКА,RAŠKA,27.13,Inaccessible areas with population decline,Population decline,"4"
"70670","721433",РИБАРСКА БАЊА,RIBARSKA BANJA,КРУШЕВАЦ,KRUŠEVAC,38.06,Inaccessible areas with population growth,Population growth,"3"
"80144","801348",БАНАТСКИ ДВОР,BANATSKI DVOR,ЖИТИШТЕ,ŽITIŠTE,5.00,Accessible areas with population decline,Population decline,"2"
"70025","700738",ВИТКОВАЦ,VITKOVAC,АЛЕКСИНАЦ,ALEKSINAC,32.86,Inaccessible areas with population decline,Population decline,"4"
"70718","723509",СВИЊАРИЦА,SVINJARICA,ЛЕБАНЕ,LEBANE,16.80,Accessible areas with population decline,Population decline,"2"
"70718","723185",БАЧЕВИНА,BAČEVINA,ЛЕБАНЕ,LEBANE,19.55,Accessible areas with population decline,Population decline,"2"
"70424","711136",ТЕГОШНИЦА,TEGOŠNICA,ВЛАСОТИНЦЕ,VLASOTINCE,21.57,Inaccessible areas with population decline,Population decline,"4"
"70939","732290",ДОЈКИНЦИ,DOJKINCI,ПИРОТ,PIROT,53.85,Inaccessible areas with population decline,Population decline,"4"
"71021","736961",БОРОВИЋЕ,BOROVIĆE,РАШКА,RAŠKA,46.22,Inaccessible areas with population decline,Population decline,"4"
"70025","701041",КОПРИВНИЦА,KOPRIVNICA,АЛЕКСИНАЦ,ALEKSINAC,22.56,Inaccessible areas with population decline,Population decline,"4"
"70564","716090",ДАЈИЋИ,DAJIĆI,ИВАЊИЦА,IVANJICA,46.35,Inaccessible areas with population decline,Population decline,"4"
"70670","721182",МАЈДЕВО,MAJDEVO,КРУШЕВАЦ,KRUŠEVAC,20.03,Accessible areas with population growth,Population growth,"1"
"71064","738972",ОКОЛИШТЕ,OKOLIŠTE,СВРЉИГ,SVRLJIG,27.86,Inaccessible areas with population decline,Population decline,"4"
"70866","729914",РАДОИЊА,RADOINJA,НОВА ВАРОШ,NOVA VAROŠ,15.95,Accessible areas with population decline,Population decline,"2"
"80063","800392",ПАРАГЕ,PARAGE,БАЧКА ПАЛАНКА,BAČKA PALANKA,22.00,Inaccessible areas with population decline,Population decline,"4"
"70025","701262",РУТЕВАЦ,RUTEVAC,АЛЕКСИНАЦ,ALEKSINAC,16.02,Accessible areas with population decline,Population decline,"2"
"70025","701238",ПРУГОВАЦ,PRUGOVAC,АЛЕКСИНАЦ,ALEKSINAC,19.80,Accessible areas with population decline,Population decline,"2"
"70564","746720",БУКОВИЦА,BUKOVICA,ИВАЊИЦА,IVANJICA,5.41,Accessible areas with population decline,Population decline,"2"
"70564","716430",СВЕШТИЦА,SVEŠTICA,ИВАЊИЦА,IVANJICA,3.10,Accessible areas with population growth,Population growth,"1"
"70971","734004",БАЊА,BANJA,ПРИБОЈ,PRIBOJ,6.71,Accessible areas with population decline,Population decline,"2"
"70882","731188",КОЊУША,KONJUŠA,ОСЕЧИНА,OSEČINA,28.22,Inaccessible areas with population decline,Population decline,"4"
"70726","724475",КОВАЧЕВА БАРА,KOVAČEVA BARA,ЛЕСКОВАЦ,LESKOVAC,33.15,Inaccessible areas with population decline,Population decline,"4"
"70050","702331",РАКИТА,RAKITA,БАБУШНИЦА,BABUŠNICA,36.72,Inaccessible areas with population decline,Population decline,"4"
"70343","707171",ГРАШЕВЦИ,GRAŠEVCI,БРУС,BRUS,6.54,Accessible areas with population decline,Population decline,"2"
"70980","735094",РАТАЈСКА,RATAJSKA,ПРИЈЕПОЉЕ,PRIJEPOLJE,8.62,Accessible areas with population decline,Population decline,"2"
"71072","739529",ДРУЖИНИЋЕ,DRUŽINIĆE,СЈЕНИЦА,SJENICA,9.19,Accessible areas with population decline,Population decline,"2"
"80063","800414",СИЛБАШ,SILBAŠ,БАЧКА ПАЛАНКА,BAČKA PALANKA,17.00,Accessible areas with population decline,Population decline,"2"
"80152","801496",БАНАТСКИ ДЕСПОТОВАЦ,BANATSKI DESPOTOVAC,ЗРЕЊАНИН,ZRENJANIN,33.00,Inaccessible areas with population decline,Population decline,"4"
"80438","804487",БАЧКО ДУШАНОВО,BAČKO DUŠANOVO,СУБОТИЦА,SUBOTICA,29.00,Inaccessible areas with population decline,Population decline,"4"
"70785","726885",МОСНА,MOSNA,МАЈДАНПЕК,MAJDANPEK,43.86,Inaccessible areas with population decline,Population decline,"4"
"70874","730998",ТРНАВА,TRNAVA,НОВИ ПАЗАР,NOVI PAZAR,5.23,Accessible areas with population growth,Population growth,"1"
"71137","741116",ВЛАСИНА СТОЈКОВИЋЕВА,VLASINA STOJKOVIĆEVA,СУРДУЛИЦА,SURDULICA,23.79,Inaccessible areas with population decline,Population decline,"4"
"70505","714402",ДРАГОВИТА,DRAGOVITA,ДИМИТРОВГРАД,DIMITROVGRAD,41.64,Inaccessible areas with population decline,Population decline,"4"
"70718","723312",КОЊИНО,KONJINO,ЛЕБАНЕ,LEBANE,6.49,Accessible areas with population decline,Population decline,"2"
"71072","739839",МАШОВИЋЕ,MAŠOVIĆE,СЈЕНИЦА,SJENICA,12.29,Accessible areas with population decline,Population decline,"2"
"70998","735353",БЕЛОГОШ,BELOGOŠ,ПРОКУПЉЕ,PROKUPLJE,22.43,Inaccessible areas with population decline,Population decline,"4"
"70343","707058",БРЗЕЋЕ,BRZEĆE,БРУС,BRUS,19.05,Accessible areas with population decline,Population decline,"2"
"80381","803952",СВЕТОЗАР МИЛЕТИЋ,SVETOZAR MILETIĆ,СОМБОР,SOMBOR,15.00,Accessible areas with population decline,Population decline,"2"
"80365","803715",ТОРЊОШ,TORNJOŠ,СЕНТА,SENTA,16.00,Accessible areas with population decline,Population decline,"2"
"80365","803677",БОГАРАШ,BOGARAŠ,СЕНТА,SENTA,10.00,Accessible areas with population decline,Population decline,"2"
"70432","711799",МИЈАКОВЦЕ,MIJAKOVCE,ВРАЊЕ,VRANJE,33.56,Inaccessible areas with population decline,Population decline,"4"
"70432","712132",СТРЕШАК,STREŠAK,ВРАЊЕ,VRANJE,31.01,Inaccessible areas with population decline,Population decline,"4"
"70416","710598",СРНЕЋИ ДОЛ,SRNEĆI DOL,ВЛАДИЧИН ХАН,VLADIČIN HAN,28.86,Inaccessible areas with population decline,Population decline,"4"
"70416","710237",ДОЊЕ ЈАБУКОВО,DONJE JABUKOVO,ВЛАДИЧИН ХАН,VLADIČIN HAN,16.20,Accessible areas with population decline,Population decline,"2"
"71137","741167",ДАЊИНО СЕЛО,DANJINO SELO,СУРДУЛИЦА,SURDULICA,27.31,Inaccessible areas with population decline,Population decline,"4"
"70661","720356",БРЕЗОВИЦЕ,BREZOVICE,КРУПАЊ,KRUPANJ,16.11,Accessible areas with population decline,Population decline,"2"
"71218","744808",СОВЉАК,SOVLJAK,УБ,UB,3.90,Accessible areas with population decline,Population decline,"2"
"70343","707201",ДОЊИ ЛИПОВАЦ,DONJI LIPOVAC,БРУС,BRUS,5.99,Accessible areas with population decline,Population decline,"2"
"70343","707295",ЖУЊЕ,ŽUNJE,БРУС,BRUS,15.62,Accessible areas with population decline,Population decline,"2"
"70254","705144",ПЕЋАНИ,PEĆANI,ЧУКАРИЦА,ČUKARICA,19.51,Accessible areas with population growth,Population growth,"1"
"80144","801429",НОВИ ИТЕБЕЈ,NOVI ITEBEJ,ЖИТИШТЕ,ŽITIŠTE,16.00,Accessible areas with population decline,Population decline,"2"
"80390","804053",ТУРИЈА,TURIJA,СРБОБРАН,SRBOBRAN,9.00,Accessible areas with population decline,Population decline,"2"
"80462","804789",КУЦУРА,KUCURA,ВРБАС,VRBAS,9.00,Accessible areas with population decline,Population decline,"2"
"80110","800988",БАЧКО ГРАДИШТЕ,BAČKO GRADIŠTE,БЕЧЕЈ,BEČEJ,10.00,Accessible areas with population decline,Population decline,"2"
"70718","723282",ЖДЕГЛОВО,ŽDEGLOVO,ЛЕБАНЕ,LEBANE,9.34,Accessible areas with population decline,Population decline,"2"
"70718","723452",ПРЕКОПЧЕЛИЦА,PREKOPČELICA,ЛЕБАНЕ,LEBANE,8.84,Accessible areas with population decline,Population decline,"2"
"70980","734764",КАЋЕВО,KAĆEVO,ПРИЈЕПОЉЕ,PRIJEPOLJE,27.12,Inaccessible areas with population decline,Population decline,"4"
"71021","736996",БРВЕНИК НАСЕЉЕ,BRVENIK NASELJE,РАШКА,RAŠKA,9.00,Accessible areas with population decline,Population decline,"2"
"71315","729469",ПОПОВАЦ,POPOVAC,ЦРВЕНИ КРСТ,CRVENI KRST,10.65,Accessible areas with population growth,Population growth,"1"
"70254","705136",ОСТРУЖНИЦА,OSTRUŽNICA,ЧУКАРИЦА,ČUKARICA,13.76,Accessible areas with population growth,Population growth,"1"
"70122","703729",ВРЧИН,VRČIN,ГРОЦКА,GROCKA,21.62,Inaccessible areas with population growth,Population growth,"3"
"70173","704547",ШЕПШИН,ŠEPŠIN,МЛАДЕНОВАЦ,MLADENOVAC,22.87,Inaccessible areas with population growth,Population growth,"3"
"70238","705004",МАЛИ ПОЖАРЕВАЦ,MALI POŽAREVAC,СОПОТ,SOPOT,19.40,Accessible areas with population growth,Population growth,"1"
"71170","742767",ГОРЊИ РИБНИК,GORNJI RIBNIK,ТРСТЕНИК,TRSTENIK,7.11,Accessible areas with population decline,Population decline,"2"
"70564","716138",ДУБРАВА,DUBRAVA,ИВАЊИЦА,IVANJICA,8.05,Accessible areas with population decline,Population decline,"2"
"70025","700908",ДЕЛИГРАД,DELIGRAD,АЛЕКСИНАЦ,ALEKSINAC,18.00,Accessible areas with population decline,Population decline,"2"
"70424","711012",ОСТРЦ,OSTRC,ВЛАСОТИНЦЕ,VLASOTINCE,20.57,Accessible areas with population decline,Population decline,"2"
"71188","743305",БРЕГОВИ,BREGOVI,ТУТИН,TUTIN,10.27,Accessible areas with population growth,Population growth,"1"
"70688","721743",ВАСИЉЕВАЦ,VASILJEVAC,КУРШУМЛИЈА,KURŠUMLIJA,53.00,Inaccessible areas with population decline,Population decline,"4"
"70726","724122",ДОБРОТИН,DOBROTIN,ЛЕСКОВАЦ,LESKOVAC,16.24,Accessible areas with population decline,Population decline,"2"
"70823","727954",КРАЈКОВАЦ,KRAJKOVAC,МЕРОШИНА,MEROŠINA,14.38,Accessible areas with population decline,Population decline,"2"
"70084","703036",ВИТАНОВАЦ,VITANOVAC,БЕЛА ПАЛАНКА,BELA PALANKA,26.59,Inaccessible areas with population decline,Population decline,"4"
"70980","734977",МУШКОВИНА,MUŠKOVINA,ПРИЈЕПОЉЕ,PRIJEPOLJE,42.88,Inaccessible areas with population decline,Population decline,"4"
"80209","802212",САЈАН,SAJAN,КИКИНДА,KIKINDA,18.00,Accessible areas with population decline,Population decline,"2"
"70718","723398",НОВА ТОПОЛА,NOVA TOPOLA,ЛЕБАНЕ,LEBANE,11.80,Accessible areas with population decline,Population decline,"2"
"70084","703451",ЧИФЛИК,ČIFLIK,БЕЛА ПАЛАНКА,BELA PALANKA,11.91,Accessible areas with population decline,Population decline,"2"
"70998","736180",ПРЕКАДИН,PREKADIN,ПРОКУПЉЕ,PROKUPLJE,20.30,Accessible areas with population decline,Population decline,"2"
"70815","727458",КАПИТ,KAPIT,МЕДВЕЂА,MEDVEĐA,10.89,Accessible areas with population decline,Population decline,"2"
"70521","714828",АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,ЖАБАРИ,ŽABARI,11.83,Accessible areas with population decline,Population decline,"2"
"70696","722944",ЦЕРОВИЦА,CEROVICA,КУЧЕВО,KUČEVO,2.53,Accessible areas with population decline,Population decline,"2"
"80276","802654",СРПСКИ КРСТУР,SRPSKI KRSTUR,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,34.00,Inaccessible areas with population decline,Population decline,"4"
"70424","711080",СВОЂЕ,SVOĐE,ВЛАСОТИНЦЕ,VLASOTINCE,14.19,Accessible areas with population decline,Population decline,"2"
"71188","743330",ВЕЉЕ ПОЉЕ,VELJE POLJE,ТУТИН,TUTIN,2.63,Accessible areas with population growth,Population growth,"1"
"70297","705969",КАМЕНИЦА,KAMENICA,БОЈНИК,BOJNIK,4.91,Accessible areas with population decline,Population decline,"2"
"70297","706167",ТУРЈАНЕ,TURJANE,БОЈНИК,BOJNIK,13.46,Accessible areas with population decline,Population decline,"2"
"71188","744166",ЧМАЊКЕ,ČMANJKE,ТУТИН,TUTIN,32.33,Inaccessible areas with population growth,Population growth,"3"
"71021","737500",ТИОЏЕ,TIODŽE,РАШКА,RAŠKA,32.81,Inaccessible areas with population decline,Population decline,"4"
"71188","743941",ПОПИЋЕ,POPIĆE,ТУТИН,TUTIN,24.22,Inaccessible areas with population growth,Population growth,"3"
"80233","802484",ЦРВЕНКА,CRVENKA,КУЛА,KULA,12.00,Accessible areas with population decline,Population decline,"2"
"80047","800201",ПРИГРЕВИЦА,PRIGREVICA,АПАТИН,APATIN,10.00,Accessible areas with population decline,Population decline,"2"
"80110","801003",БЕЧЕЈ,BEČEJ,БЕЧЕЈ,BEČEJ,0.00,Municipality centre,Population decline,"5"
"80233","802450",НОВА ЦРВЕНКА,NOVA CRVENKA,КУЛА,KULA,17.00,Accessible areas with population decline,Population decline,"2"
"71064","738808",ГУЛИЈАН,GULIJAN,СВРЉИГ,SVRLJIG,18.98,Accessible areas with population decline,Population decline,"2"
"70602","717371",ГЛОГОВАЦ,GLOGOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,12.76,Accessible areas with population decline,Population decline,"2"
"70670","721352",ПАРУНОВАЦ,PARUNOVAC,КРУШЕВАЦ,KRUŠEVAC,6.01,Accessible areas with population growth,Population growth,"1"
"70025","701050",КОРМАН,KORMAN,АЛЕКСИНАЦ,ALEKSINAC,25.20,Inaccessible areas with population decline,Population decline,"4"
"70505","714267",ВЕРЗАР,VERZAR,ДИМИТРОВГРАД,DIMITROVGRAD,19.22,Accessible areas with population decline,Population decline,"2"
"70017","700592",ТУЛЕШ,TULEŠ,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,14.89,Accessible areas with population decline,Population decline,"2"
"70017","700088",ВЕЉА ГЛАВА,VELJA GLAVA,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,20.75,Accessible areas with population decline,Population decline,"2"
"80276","802697",ПОДЛОКАЊ,PODLOKANJ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,36.00,Inaccessible areas with population decline,Population decline,"4"
"71072","739901",ПОДА,PODA,СЈЕНИЦА,SJENICA,42.84,Inaccessible areas with population decline,Population decline,"4"
"71072","739243",БОЉАРЕ,BOLJARE,СЈЕНИЦА,SJENICA,65.82,Inaccessible areas with population decline,Population decline,"4"
"70971","734187",КУКУРОВИЋИ,KUKUROVIĆI,ПРИБОЈ,PRIBOJ,21.88,Inaccessible areas with population decline,Population decline,"4"
"80195","801984",ВЕЛЕБИТ,VELEBIT,КАЊИЖА,KANJIŽA,13.00,Accessible areas with population decline,Population decline,"2"
"80195","801976",АДОРЈАН,ADORJAN,КАЊИЖА,KANJIŽA,12.00,Accessible areas with population decline,Population decline,"2"
"80276","802735",ФИЛИЋ,FILIĆ,НОВИ КНЕЖЕВАЦ,NOVI KNEŽEVAC,25.00,Inaccessible areas with population decline,Population decline,"4"
"80195","802026",МАЛЕ ПИЈАЦЕ,MALE PIJACE,КАЊИЖА,KANJIŽA,21.00,Accessible areas with population decline,Population decline,"2"
"70050","702358",РАЉИН,RALJIN,БАБУШНИЦА,BABUŠNICA,17.57,Accessible areas with population decline,Population decline,"2"
"70718","723541",ЋЕНОВАЦ,ĆENOVAC,ЛЕБАНЕ,LEBANE,17.24,Accessible areas with population decline,Population decline,"2"
"70424","710652",АЛЕКСИНЕ,ALEKSINE,ВЛАСОТИНЦЕ,VLASOTINCE,22.94,Inaccessible areas with population decline,Population decline,"4"
"70688","722405",ПРЕВЕТИЦА,PREVETICA,КУРШУМЛИЈА,KURŠUMLIJA,23.67,Inaccessible areas with population decline,Population decline,"4"
"70424","710717",ВЛАСОТИНЦЕ,VLASOTINCE,ВЛАСОТИНЦЕ,VLASOTINCE,0.00,Municipality centre,Population decline,"5"
"70726","724203",ДОЊЕ КРАЈИНЦЕ,DONJE KRAJINCE,ЛЕСКОВАЦ,LESKOVAC,11.85,Accessible areas with population decline,Population decline,"2"
"70823","727881",ДЕШИЛОВО,DEŠILOVO,МЕРОШИНА,MEROŠINA,22.33,Inaccessible areas with population decline,Population decline,"4"
"80063","800422",ТОВАРИШЕВО,TOVARIŠEVO,БАЧКА ПАЛАНКА,BAČKA PALANKA,22.00,Inaccessible areas with population decline,Population decline,"4"
"80136","801305",ГОСПОЂИНЦИ,GOSPOĐINCI,ЖАБАЉ,ŽABALJ,14.00,Accessible areas with population decline,Population decline,"2"
"80144","801356",БАНАТСКО ВИШЊИЋЕВО,BANATSKO VIŠNJIĆEVO,ЖИТИШТЕ,ŽITIŠTE,16.00,Accessible areas with population decline,Population decline,"2"
"70688","722669",ШАТРА,ŠATRA,КУРШУМЛИЈА,KURŠUMLIJA,9.92,Accessible areas with population decline,Population decline,"2"
"70793","726974",ДОЊА БОРИНА,DONJA BORINA,МАЛИ ЗВОРНИК,MALI ZVORNIK,8.97,Accessible areas with population decline,Population decline,"2"
"70912","731986",РАШАНАЦ,RAŠANAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,20.30,Accessible areas with population decline,Population decline,"2"
"71102","740608",ВЛАШКИ ДО,VLAŠKI DO,СМЕДЕРЕВСКА ПАЛАНКА,SMEDEREVSKA PALANKA,16.28,Accessible areas with population decline,Population decline,"2"
"70661","720399",ДВОРСКА,DVORSKA,КРУПАЊ,KRUPANJ,27.81,Inaccessible areas with population decline,Population decline,"4"
"70238","705063",РОГАЧА,ROGAČA,СОПОТ,SOPOT,10.63,Accessible areas with population growth,Population growth,"1"
"70173","704504",РАЈКОВАЦ,RAJKOVAC,МЛАДЕНОВАЦ,MLADENOVAC,5.61,Accessible areas with population growth,Population growth,"1"
"71218","744816",СТУБЛЕНИЦА,STUBLENICA,УБ,UB,7.08,Accessible areas with population decline,Population decline,"2"
"70815","727563",НЕГОСАВЉЕ,NEGOSAVLJE,МЕДВЕЂА,MEDVEĐA,4.51,Accessible areas with population decline,Population decline,"2"
"70980","734454",ВИНИЦКА,VINICKA,ПРИЈЕПОЉЕ,PRIJEPOLJE,12.52,Accessible areas with population decline,Population decline,"2"
"70998","735710",ДОЊА РЕЧИЦА,DONJA REČICA,ПРОКУПЉЕ,PROKUPLJE,24.73,Inaccessible areas with population decline,Population decline,"4"
"71285","729400",ОСТРОВИЦА,OSTROVICA,НИШКА БАЊА,NIŠKA BANJA,24.49,Inaccessible areas with population growth,Population growth,"3"
"71021","736929",БЕОЦИ,BEOCI,РАШКА,RAŠKA,8.55,Accessible areas with population decline,Population decline,"2"
"70416","710393",ЛЕБЕТ,LEBET,ВЛАДИЧИН ХАН,VLADIČIN HAN,55.64,Inaccessible areas with population decline,Population decline,"4"
"70025","700711",ВАКУП,VAKUP,АЛЕКСИНАЦ,ALEKSINAC,4.22,Accessible areas with population decline,Population decline,"2"
"70815","727687",СРЕДЊИ БУЧУМЕТ,SREDNJI BUČUMET,МЕДВЕЂА,MEDVEĐA,23.41,Inaccessible areas with population decline,Population decline,"4"
"70815","727466",ЛЕЦЕ,LECE,МЕДВЕЂА,MEDVEĐA,12.74,Accessible areas with population decline,Population decline,"2"
"70726","724661",МИРОШЕВЦЕ,MIROŠEVCE,ЛЕСКОВАЦ,LESKOVAC,35.08,Inaccessible areas with population decline,Population decline,"4"
"71188","743500",ДЕТАНЕ,DETANE,ТУТИН,TUTIN,8.23,Accessible areas with population growth,Population growth,"1"
"71188","744042",САШ,SAŠ,ТУТИН,TUTIN,20.45,Accessible areas with population growth,Population growth,"1"
"70726","724114",ДЕДИНА БАРА,DEDINA BARA,ЛЕСКОВАЦ,LESKOVAC,21.80,Inaccessible areas with population decline,Population decline,"4"
"71226","745006",ДАРКОВЦЕ,DARKOVCE,ЦРНА ТРАВА,CRNA TRAVA,13.59,Accessible areas with population decline,Population decline,"2"
"70505","714518",ПЕТАЧИНЦИ,PETAČINCI,ДИМИТРОВГРАД,DIMITROVGRAD,42.48,Inaccessible areas with population decline,Population decline,"4"
"70343","707112",ВЛАЈКОВЦИ,VLAJKOVCI,БРУС,BRUS,9.84,Accessible areas with population decline,Population decline,"2"
"71021","736988",БРВЕНИК,BRVENIK,РАШКА,RAŠKA,14.55,Accessible areas with population decline,Population decline,"2"
"70939","732460",МИРКОВЦИ,MIRKOVCI,ПИРОТ,PIROT,80.21,Inaccessible areas with population decline,Population decline,"4"
"70670","720836",ГЛОБОДЕР,GLOBODER,КРУШЕВАЦ,KRUŠEVAC,17.53,Accessible areas with population growth,Population growth,"1"
"70661","720429",КОСТАЈНИК,KOSTAJNIK,КРУПАЊ,KRUPANJ,11.82,Accessible areas with population decline,Population decline,"2"
"70726","723843",ВЕЛИКО ТРЊАНЕ,VELIKO TRNJANE,ЛЕСКОВАЦ,LESKOVAC,11.08,Accessible areas with population decline,Population decline,"2"
"70726","723959",ГОРЊА ЈАЈИНА,GORNJA JAJINA,ЛЕСКОВАЦ,LESKOVAC,16.55,Accessible areas with population decline,Population decline,"2"
"70718","723223",ГЕГЉА,GEGLJA,ЛЕБАНЕ,LEBANE,13.07,Accessible areas with population decline,Population decline,"2"
"70688","722235",МАЧЈА СТЕНА,MAČJA STENA,КУРШУМЛИЈА,KURŠUMLIJA,43.84,Inaccessible areas with population decline,Population decline,"4"
"70505","714445",ИСКРОВЦИ,ISKROVCI,ДИМИТРОВГРАД,DIMITROVGRAD,42.63,Inaccessible areas with population decline,Population decline,"4"
"71188","743917",ПЛЕНИБАБЕ,PLENIBABE,ТУТИН,TUTIN,22.58,Inaccessible areas with population decline,Population decline,"4"
"70424","711179",ШИШАВЕ,ŠIŠAVE,ВЛАСОТИНЦЕ,VLASOTINCE,8.69,Accessible areas with population decline,Population decline,"2"
"70688","721948",ЂАКЕ,ĐAKE,КУРШУМЛИЈА,KURŠUMLIJA,49.28,Inaccessible areas with population decline,Population decline,"4"
"70025","700975",ДОЊИ ЉУБЕШ,DONJI LJUBEŠ,АЛЕКСИНАЦ,ALEKSINAC,34.48,Inaccessible areas with population decline,Population decline,"4"
"71170","742678",БРЕСНО ПОЉЕ,BRESNO POLJE,ТРСТЕНИК,TRSTENIK,17.41,Accessible areas with population decline,Population decline,"2"
"70726","724840",ПИСКУПОВО,PISKUPOVO,ЛЕСКОВАЦ,LESKOVAC,31.37,Inaccessible areas with population decline,Population decline,"4"
