MatBrO,MatBrNas,ImeNasCir,ImeNasLat,ImeOpsCir,ImeOpsLat,TT_car_min,Acc_Name,Decl/Grow,Acc_Key
"70483","713201",БРЕЗОВИЦА,BREZOVICA,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,17.45,Accessible areas with population decline,Population decline,"2"
"70360","709085",ТАОР,TAOR,ВАЉЕВО,VALJEVO,58.34,Inaccessible areas with population decline,Population decline,"4"
"71056","738484",БРЕСЈЕ,BRESJE,СВИЛАЈНАЦ,SVILAJNAC,24.37,Inaccessible areas with population decline,Population decline,"4"
"70653","720291",ЧИБУКОВАЦ,ČIBUKOVAC,КРАЉЕВО,KRALJEVO,7.75,Accessible areas with population growth,Population growth,"1"
"70653","720194",СТУБАЛ,STUBAL,КРАЉЕВО,KRALJEVO,19.42,Accessible areas with population growth,Population growth,"1"
"70696","722863",РАБРОВО,RABROVO,КУЧЕВО,KUČEVO,20.16,Accessible areas with population decline,Population decline,"2"
"70394","709638",МАКЦЕ,MAKCE,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,23.16,Inaccessible areas with population decline,Population decline,"4"
"70360","708887",ПЕТНИЦА,PETNICA,ВАЉЕВО,VALJEVO,5.30,Accessible areas with population decline,Population decline,"2"
"70238","704962",ДУЧИНА,DUČINA,СОПОТ,SOPOT,11.51,Accessible areas with population growth,Population growth,"1"
"70637","718432",ГОЛОЧЕЛО,GOLOČELO,КОЦЕЉЕВА,KOCELJEVA,15.13,Accessible areas with population decline,Population decline,"2"
"70386","709409",ЛОЗОВИК,LOZOVIK,ВЕЛИКА ПЛАНА,VELIKA PLANA,22.17,Inaccessible areas with population decline,Population decline,"4"
"70696","722766",КАОНА,KAONA,КУЧЕВО,KUČEVO,10.35,Accessible areas with population decline,Population decline,"2"
"70807","727245",ЦРЉЕНАЦ,CRLJENAC,МАЛО ЦРНИЋЕ,MALO CRNIĆE,22.86,Inaccessible areas with population decline,Population decline,"4"
"70637","718505",КАМЕНИЦА,KAMENICA,КОЦЕЉЕВА,KOCELJEVA,11.37,Accessible areas with population decline,Population decline,"2"
"71218","744638",КАЛЕНИЋ,KALENIĆ,УБ,UB,16.85,Accessible areas with population decline,Population decline,"2"
"70939","732265",ГРАДАШНИЦА,GRADAŠNICA,ПИРОТ,PIROT,7.29,Accessible areas with population decline,Population decline,"2"
"70939","732478",НИШОР,NIŠOR,ПИРОТ,PIROT,18.01,Accessible areas with population decline,Population decline,"2"
"70874","729990",АЛУЛОВИЋЕ,ALULOVIĆE,НОВИ ПАЗАР,NOVI PAZAR,13.95,Accessible areas with population growth,Population growth,"1"
"70777","726567",ДОЊА ЉУБОВИЂА,DONJA LJUBOVIĐA,ЉУБОВИЈА,LJUBOVIJA,5.31,Accessible areas with population decline,Population decline,"2"
"70912","731757",ВЕЛИКО ЛАОЛЕ,VELIKO LAOLE,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,9.50,Accessible areas with population decline,Population decline,"2"
"70793","726958",ВЕЛИКА РЕКА,VELIKA REKA,МАЛИ ЗВОРНИК,MALI ZVORNIK,21.57,Inaccessible areas with population decline,Population decline,"4"
"70084","703109",ГОРЊИ РИЊ,GORNJI RINJ,БЕЛА ПАЛАНКА,BELA PALANKA,27.55,Inaccessible areas with population decline,Population decline,"4"
"70190","704563",БАРИЧ,BARIČ,ОБРЕНОВАЦ,OBRENOVAC,5.85,Accessible areas with population growth,Population growth,"1"
"70394","709565",КАМИЈЕВО,KAMIJEVO,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,18.33,Accessible areas with population decline,Population decline,"2"
"70190","704792",РВАТИ,RVATI,ОБРЕНОВАЦ,OBRENOVAC,2.65,Accessible areas with population growth,Population growth,"1"
"70807","727202",САЛАКОВАЦ,SALAKOVAC,МАЛО ЦРНИЋЕ,MALO CRNIĆE,8.51,Accessible areas with population decline,Population decline,"2"
"70408","709778",БЕЛОТИЋ,BELOTIĆ,ВЛАДИМИРЦИ,VLADIMIRCI,14.87,Accessible areas with population decline,Population decline,"2"
"70548","715239",ГЛАШИНЦЕ,GLAŠINCE,ЖИТОРАЂА,ŽITORAĐA,5.84,Accessible areas with population decline,Population decline,"2"
"70980","735027",ОШТРА СТИЈЕНА,OŠTRA STIJENA,ПРИЈЕПОЉЕ,PRIJEPOLJE,57.27,Inaccessible areas with population decline,Population decline,"4"
"70688","722553",СЕОЦЕ,SEOCE,КУРШУМЛИЈА,KURŠUMLIJA,32.85,Inaccessible areas with population decline,Population decline,"4"
"70530","715131",РИБАРЕ,RIBARE,ЖАГУБИЦА,ŽAGUBICA,16.02,Accessible areas with population decline,Population decline,"2"
"70912","731773",ВОШАНОВАЦ,VOŠANOVAC,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,28.21,Inaccessible areas with population decline,Population decline,"4"
"70033","701459",БУКОВИК,BUKOVIK,АРАНЂЕЛОВАЦ,ARANĐELOVAC,9.39,Accessible areas with population decline,Population decline,"2"
"71323","727962",КРУШЦЕ,KRUŠCE,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),14.48,Accessible areas with population growth,Population growth,"1"
"70475","713007",КРИВАЧА,KRIVAČA,ГОЛУБАЦ,GOLUBAC,22.73,Inaccessible areas with population decline,Population decline,"4"
"70980","734420",БРВИНЕ,BRVINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,45.38,Inaccessible areas with population decline,Population decline,"4"
"70653","719480",ГЛЕДИЋ,GLEDIĆ,КРАЉЕВО,KRALJEVO,35.38,Inaccessible areas with population growth,Population growth,"3"
"70343","707384",КРИВА РЕКА,KRIVA REKA,БРУС,BRUS,43.37,Inaccessible areas with population decline,Population decline,"4"
"71064","738816",ГУШЕВАЦ,GUŠEVAC,СВРЉИГ,SVRLJIG,19.91,Accessible areas with population decline,Population decline,"2"
"70017","700223",ДОБРОЉУПЦИ,DOBROLJUPCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,25.25,Inaccessible areas with population decline,Population decline,"4"
"71315","729523",РУЈНИК,RUJNIK,ЦРВЕНИ КРСТ,CRVENI KRST,16.64,Accessible areas with population growth,Population growth,"1"
"80233","802441",ЛИПАР,LIPAR,КУЛА,KULA,12.00,Accessible areas with population decline,Population decline,"2"
"80110","800996",БАЧКО ПЕТРОВО СЕЛО,BAČKO PETROVO SELO,БЕЧЕЈ,BEČEJ,24.00,Inaccessible areas with population decline,Population decline,"4"
"70653","719889",МИЛИЋЕ,MILIĆE,КРАЉЕВО,KRALJEVO,76.89,Inaccessible areas with population growth,Population growth,"3"
"70602","717843",ПРИЧЕВАЦ,PRIČEVAC,КЊАЖЕВАЦ,KNJAŽEVAC,28.38,Inaccessible areas with population decline,Population decline,"4"
"70866","729973",ЧЕЛИЦЕ,ČELICE,НОВА ВАРОШ,NOVA VAROŠ,29.03,Inaccessible areas with population decline,Population decline,"4"
"71064","739073",РАДМИРОВАЦ,RADMIROVAC,СВРЉИГ,SVRLJIG,27.79,Inaccessible areas with population decline,Population decline,"4"
"70939","732192",ВЛАСИ,VLASI,ПИРОТ,PIROT,29.01,Inaccessible areas with population decline,Population decline,"4"
"70564","716154",ИВАЊИЦА,IVANJICA,ИВАЊИЦА,IVANJICA,0.00,Municipality centre,Population decline,"5"
"70971","734233",ПРИБОЈ,PRIBOJ,ПРИБОЈ,PRIBOJ,0.00,Municipality centre,Population decline,"5"
"70874","730459",КОЖЉЕ,KOŽLJE,НОВИ ПАЗАР,NOVI PAZAR,16.72,Accessible areas with population growth,Population growth,"1"
"70726","723649",БЕЛАНОВЦЕ,BELANOVCE,ЛЕСКОВАЦ,LESKOVAC,11.71,Accessible areas with population decline,Population decline,"2"
"71188","744204",ШИПЧЕ,ŠIPČE,ТУТИН,TUTIN,24.94,Inaccessible areas with population growth,Population growth,"3"
"70726","723878",ВИНАРЦЕ,VINARCE,ЛЕСКОВАЦ,LESKOVAC,8.77,Accessible areas with population decline,Population decline,"2"
"70874","731030",ЧАШИЋ ДОЛАЦ,ČAŠIĆ DOLAC,НОВИ ПАЗАР,NOVI PAZAR,,No permanent inhabitants,No permanent inhabitants,"6"
"71188","744140",ЦРКВИНЕ,CRKVINE,ТУТИН,TUTIN,16.01,Accessible areas with population growth,Population growth,"1"
"71188","743674",ЈАРЕБИЦЕ,JAREBICE,ТУТИН,TUTIN,19.83,Accessible areas with population growth,Population growth,"1"
"70424","711152",ЦРНАТОВО,CRNATOVO,ВЛАСОТИНЦЕ,VLASOTINCE,12.38,Accessible areas with population decline,Population decline,"2"
"70050","701955",ВАЛНИШ,VALNIŠ,БАБУШНИЦА,BABUŠNICA,16.52,Accessible areas with population decline,Population decline,"2"
"71188","743640",ИЗРОК,IZROK,ТУТИН,TUTIN,30.12,Inaccessible areas with population growth,Population growth,"3"
"70955","733431",ПИЛАТОВИЋИ,PILATOVIĆI,ПОЖЕГА,POŽEGA,14.29,Accessible areas with population decline,Population decline,"2"
"71145","741523",ВРУТЦИ,VRUTCI,УЖИЦЕ,UŽICE,26.34,Inaccessible areas with population decline,Population decline,"4"
"71188","744115",ТОЧИЛОВО,TOČILOVO,ТУТИН,TUTIN,50.93,Inaccessible areas with population growth,Population growth,"3"
"71072","739146",АЛИВЕРОВИЋЕ,ALIVEROVIĆE,СЈЕНИЦА,SJENICA,42.80,Inaccessible areas with population decline,Population decline,"4"
"70548","715247",ГОРЊЕ ЦРНАТОВО,GORNJE CRNATOVO,ЖИТОРАЂА,ŽITORAĐA,19.50,Accessible areas with population decline,Population decline,"2"
"70548","715492",ТОПОНИЦА,TOPONICA,ЖИТОРАЂА,ŽITORAĐA,10.21,Accessible areas with population decline,Population decline,"2"
"71021","736970",БОЋЕ,BOĆE,РАШКА,RAŠKA,48.63,Inaccessible areas with population decline,Population decline,"4"
"70653","720119",РОЋЕВИЋИ,ROĆEVIĆI,КРАЉЕВО,KRALJEVO,18.51,Accessible areas with population growth,Population growth,"1"
"70394","709522",ДОЉАШНИЦА,DOLJAŠNICA,ВЕЛИКО ГРАДИШТЕ,VELIKO GRADIŠTE,23.96,Inaccessible areas with population decline,Population decline,"4"
"70092","703508",БАЋЕВАЦ,BAĆEVAC,БАРАЈЕВО,BARAJEVO,6.00,Accessible areas with population growth,Population growth,"1"
"70335","706795",ЖЕРАВИНО,ŽERAVINO,БОСИЛЕГРАД,BOSILEGRAD,44.51,Inaccessible areas with population decline,Population decline,"4"
"70190","704636",ДРАЖЕВАЦ,DRAŽEVAC,ОБРЕНОВАЦ,OBRENOVAC,15.87,Accessible areas with population growth,Population growth,"1"
"71269","746355",МЕТЛИЋ,METLIĆ,ШАБАЦ,ŠABAC,38.12,Inaccessible areas with population decline,Population decline,"4"
"71188","743950",ПОТРЕБ,POTREB,ТУТИН,TUTIN,43.61,Inaccessible areas with population growth,Population growth,"3"
"70874","730513",ЛОПУЖЊЕ,LOPUŽNJE,НОВИ ПАЗАР,NOVI PAZAR,37.99,Inaccessible areas with population growth,Population growth,"3"
"70726","724467",КАШТАВАР,KAŠTAVAR,ЛЕСКОВАЦ,LESKOVAC,18.98,Accessible areas with population decline,Population decline,"2"
"70874","730173",ВУЧИНИЋЕ,VUČINIĆE,НОВИ ПАЗАР,NOVI PAZAR,16.23,Accessible areas with population growth,Population growth,"1"
"70688","721824",ГОРЊЕ ТОЧАНЕ,GORNJE TOČANE,КУРШУМЛИЈА,KURŠUMLIJA,34.91,Inaccessible areas with population decline,Population decline,"4"
"70360","708488",ГОРЊА БУКОВИЦА,GORNJA BUKOVICA,ВАЉЕВО,VALJEVO,21.05,Accessible areas with population decline,Population decline,"2"
"70521","714879",ЖАБАРИ,ŽABARI,ЖАБАРИ,ŽABARI,0.00,Municipality centre,Population decline,"5"
"70700","723053",МАРКОВА ЦРКВА,MARKOVA CRKVA,ЛАЈКОВАЦ,LAJKOVAC,12.64,Accessible areas with population decline,Population decline,"2"
"70998","736210",ПРОКУПЉЕ,PROKUPLJE,ПРОКУПЉЕ,PROKUPLJE,0.00,Municipality centre,Population decline,"5"
"70343","707554",СУДИМЉА,SUDIMLJA,БРУС,BRUS,37.77,Inaccessible areas with population decline,Population decline,"4"
"70874","730874",РАСТ,RAST,НОВИ ПАЗАР,NOVI PAZAR,29.23,Inaccessible areas with population growth,Population growth,"3"
"70262","705306",ДОЊА ДРАГУША,DONJA DRAGUŠA,БЛАЦЕ,BLACE,12.86,Accessible areas with population decline,Population decline,"2"
"70050","702323",РАДОШЕВАЦ,RADOŠEVAC,БАБУШНИЦА,BABUŠNICA,12.97,Accessible areas with population decline,Population decline,"2"
"70297","705985",КОСАНЧИЋ,KOSANČIĆ,БОЈНИК,BOJNIK,12.34,Accessible areas with population decline,Population decline,"2"
"70548","715344",ЗЛАДОВАЦ,ZLADOVAC,ЖИТОРАЂА,ŽITORAĐA,22.86,Inaccessible areas with population decline,Population decline,"4"
"70874","730009",БАЈЕВИЦА,BAJEVICA,НОВИ ПАЗАР,NOVI PAZAR,6.18,Accessible areas with population growth,Population growth,"1"
"70360","708267",БАБИНА ЛУКА,BABINA LUKA,ВАЉЕВО,VALJEVO,26.08,Inaccessible areas with population decline,Population decline,"4"
"80071","800503",ГОРЊА РОГАТИЦА,GORNJA ROGATICA,БАЧКА ТОПОЛА,BAČKA TOPOLA,16.00,Accessible areas with population decline,Population decline,"2"
"80071","800465",БАЈША,BAJŠA,БАЧКА ТОПОЛА,BAČKA TOPOLA,12.00,Accessible areas with population decline,Population decline,"2"
"80071","800589",МИЋУНОВО,MIĆUNOVO,БАЧКА ТОПОЛА,BAČKA TOPOLA,5.00,Accessible areas with population decline,Population decline,"2"
"71021","737151",КАРАДАК,KARADAK,РАШКА,RAŠKA,10.52,Accessible areas with population decline,Population decline,"2"
"71315","729078",ГОРЊИ КОМРЕН,GORNJI KOMREN,ЦРВЕНИ КРСТ,CRVENI KRST,8.80,Accessible areas with population growth,Population growth,"1"
"71315","729272",ЛЕСКОВИК,LESKOVIK,ЦРВЕНИ КРСТ,CRVENI KRST,20.34,Accessible areas with population growth,Population growth,"1"
"70602","717207",БАЛТА БЕРИЛОВАЦ,BALTA BERILOVAC,КЊАЖЕВАЦ,KNJAŽEVAC,35.93,Inaccessible areas with population decline,Population decline,"4"
"70564","716081",ГРАДАЦ,GRADAC,ИВАЊИЦА,IVANJICA,60.18,Inaccessible areas with population decline,Population decline,"4"
"70343","707031",БОТУЊА,BOTUNJA,БРУС,BRUS,5.80,Accessible areas with population decline,Population decline,"2"
"70939","732257",ГОСТУША,GOSTUŠA,ПИРОТ,PIROT,65.40,Inaccessible areas with population decline,Population decline,"4"
"70980","734942",МИЉЕВИЋИ,MILJEVIĆI,ПРИЈЕПОЉЕ,PRIJEPOLJE,25.35,Inaccessible areas with population decline,Population decline,"4"
"70874","730572",МУХОВО,MUHOVO,НОВИ ПАЗАР,NOVI PAZAR,34.94,Inaccessible areas with population growth,Population growth,"3"
"71323","792055",НИШ (ПАЛИЛУЛА),NIŠ (PALILULA),ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),0.00,Municipality centre,Population growth,"5"
"70564","716065",ВУЧАК,VUČAK,ИВАЊИЦА,IVANJICA,44.44,Inaccessible areas with population decline,Population decline,"4"
"70025","700894",ДАШНИЦА,DAŠNICA,АЛЕКСИНАЦ,ALEKSINAC,28.52,Inaccessible areas with population decline,Population decline,"4"
"70670","720879",ГРКЉАНЕ,GRKLJANE,КРУШЕВАЦ,KRUŠEVAC,19.03,Accessible areas with population growth,Population growth,"1"
"70980","734578",ДОЊЕ БАБИНЕ,DONJE BABINE,ПРИЈЕПОЉЕ,PRIJEPOLJE,32.06,Inaccessible areas with population decline,Population decline,"4"
"70670","721581",ЋЕЛИЈЕ,ĆELIJE,КРУШЕВАЦ,KRUŠEVAC,24.98,Inaccessible areas with population decline,Population decline,"4"
"71021","737399",ПОКРВЕНИК,POKRVENIK,РАШКА,RAŠKA,27.92,Inaccessible areas with population decline,Population decline,"4"
"70653","720216",ТАДЕЊЕ,TADENJE,КРАЉЕВО,KRALJEVO,91.86,Inaccessible areas with population growth,Population growth,"3"
"70025","700754",ВРЋЕНОВИЦА,VRĆENOVICA,АЛЕКСИНАЦ,ALEKSINAC,20.75,Accessible areas with population decline,Population decline,"2"
"70823","727911",ЈОВАНОВАЦ,JOVANOVAC,МЕРОШИНА,MEROŠINA,16.82,Accessible areas with population decline,Population decline,"2"
"70980","735132",СКОКУЋЕ,SKOKUĆE,ПРИЈЕПОЉЕ,PRIJEPOLJE,20.14,Accessible areas with population decline,Population decline,"2"
"70998","735949",КОСТЕНИЦА,KOSTENICA,ПРОКУПЉЕ,PROKUPLJE,17.37,Accessible areas with population decline,Population decline,"2"
"71021","737488",СЕМЕТЕШ,SEMETEŠ,РАШКА,RAŠKA,26.57,Inaccessible areas with population decline,Population decline,"4"
"70017","700118",ВРАЖОГРНЦИ,VRAŽOGRNCI,АЛЕКСАНДРОВАЦ,ALEKSANDROVAC,18.02,Accessible areas with population decline,Population decline,"2"
"70955","733318",ЈЕЛЕН ДО,JELEN DO,ПОЖЕГА,POŽEGA,13.92,Accessible areas with population decline,Population decline,"2"
"70670","721450",РОСИЦА,ROSICA,КРУШЕВАЦ,KRUŠEVAC,39.02,Inaccessible areas with population growth,Population growth,"3"
"71242","745812",МОЈСИЊЕ,MOJSINJE,ЧАЧАК,ČAČAK,16.20,Accessible areas with population growth,Population growth,"1"
"71145","741671",КЕСЕРОВИНА,KESEROVINA,УЖИЦЕ,UŽICE,20.50,Accessible areas with population decline,Population decline,"2"
"70866","729833",КОМАРАНИ,KOMARANI,НОВА ВАРОШ,NOVA VAROŠ,16.70,Accessible areas with population decline,Population decline,"2"
"70670","720887",ДВОРАНЕ,DVORANE,КРУШЕВАЦ,KRUŠEVAC,17.70,Accessible areas with population growth,Population growth,"1"
"70343","707422",МАЛА ГРАБОВНИЦА,MALA GRABOVNICA,БРУС,BRUS,2.59,Accessible areas with population decline,Population decline,"2"
"71323","728900",БЕРБАТОВО,BERBATOVO,ПАЛИЛУЛА (НИШ),PALILULA (NIŠ),22.28,Inaccessible areas with population growth,Population growth,"3"
"71137","741221",ЗАГУЖАЊЕ,ZAGUŽANJE,СУРДУЛИЦА,SURDULICA,5.57,Accessible areas with population decline,Population decline,"2"
"71137","741051",БАЦИЈЕВЦЕ,BACIJEVCE,СУРДУЛИЦА,SURDULICA,10.17,Accessible areas with population decline,Population decline,"2"
"70726","724912",РАВНИ ДЕЛ,RAVNI DEL,ЛЕСКОВАЦ,LESKOVAC,85.56,Inaccessible areas with population decline,Population decline,"4"
"70815","727482",МАРОВАЦ,MAROVAC,МЕДВЕЂА,MEDVEĐA,41.44,Inaccessible areas with population decline,Population decline,"4"
"70726","725129",ЦРЦАВАЦ,CRCAVAC,ЛЕСКОВАЦ,LESKOVAC,65.85,Inaccessible areas with population decline,Population decline,"4"
"70815","727571",ПЕТРИЉЕ,PETRILJE,МЕДВЕЂА,MEDVEĐA,11.65,Accessible areas with population decline,Population decline,"2"
"70718","723274",ДРВОДЕЉ,DRVODELJ,ЛЕБАНЕ,LEBANE,8.67,Accessible areas with population decline,Population decline,"2"
"71137","741159",ГРОЗНАТОВЦИ,GROZNATOVCI,СУРДУЛИЦА,SURDULICA,42.56,Inaccessible areas with population decline,Population decline,"4"
"70815","727717",ТУЛАРЕ,TULARE,МЕДВЕЂА,MEDVEĐA,19.07,Accessible areas with population decline,Population decline,"2"
"70815","727741",ЧОКОТИН,ČOKOTIN,МЕДВЕЂА,MEDVEĐA,16.19,Accessible areas with population decline,Population decline,"2"
"70726","725030",СУШЕВЉЕ,SUŠEVLJE,ЛЕСКОВАЦ,LESKOVAC,29.81,Inaccessible areas with population decline,Population decline,"4"
"71137","741388",СТРЕЗИМИРОВЦИ,STREZIMIROVCI,СУРДУЛИЦА,SURDULICA,40.26,Inaccessible areas with population decline,Population decline,"4"
"70661","720437",КРАСАВА,KRASAVA,КРУПАЊ,KRUPANJ,12.30,Accessible areas with population decline,Population decline,"2"
"70696","722685",БЛАГОЈЕВ КАМЕН,BLAGOJEV KAMEN,КУЧЕВО,KUČEVO,28.93,Inaccessible areas with population decline,Population decline,"4"
"71218","744590",ГУЊЕВАЦ,GUNJEVAC,УБ,UB,5.56,Accessible areas with population decline,Population decline,"2"
"70661","720488",МОЈКОВИЋ,MOJKOVIĆ,КРУПАЊ,KRUPANJ,24.50,Inaccessible areas with population decline,Population decline,"4"
"70912","731943",ОРЉЕВО,ORLJEVO,ПЕТРОВАЦ НА МЛАВИ,PETROVAC NA MLAVI,21.13,Accessible areas with population decline,Population decline,"2"
"70521","714933",СВИЊАРЕВО,SVINJAREVO,ЖАБАРИ,ŽABARI,22.15,Inaccessible areas with population decline,Population decline,"4"
"70637","718416",БРЕСНИЦА,BRESNICA,КОЦЕЉЕВА,KOCELJEVA,13.57,Accessible areas with population decline,Population decline,"2"
"70386","709425",МИЛОШЕВАЦ,MILOŠEVAC,ВЕЛИКА ПЛАНА,VELIKA PLANA,19.11,Accessible areas with population decline,Population decline,"2"
"70726","724394",ИГРИШТЕ,IGRIŠTE,ЛЕСКОВАЦ,LESKOVAC,46.85,Inaccessible areas with population decline,Population decline,"4"
"70718","723479",РАДЕВЦЕ,RADEVCE,ЛЕБАНЕ,LEBANE,15.15,Accessible areas with population decline,Population decline,"2"
"71226","744921",БАЈИНЦИ,BAJINCI,ЦРНА ТРАВА,CRNA TRAVA,29.00,Inaccessible areas with population decline,Population decline,"4"
"70726","724670",МРКОВИЦА,MRKOVICA,ЛЕСКОВАЦ,LESKOVAC,65.00,Inaccessible areas with population decline,Population decline,"4"
"70050","702013",ГОРЊИ СТРИЖЕВАЦ,GORNJI STRIŽEVAC,БАБУШНИЦА,BABUŠNICA,9.78,Accessible areas with population decline,Population decline,"2"
"70467","712507",ВЕЛИКИ КРЧИМИР,VELIKI KRČIMIR,ГАЏИН ХАН,GADŽIN HAN,39.50,Inaccessible areas with population decline,Population decline,"4"
"70998","735434",БУКОЛОРАМ,BUKOLORAM,ПРОКУПЉЕ,PROKUPLJE,38.89,Inaccessible areas with population decline,Population decline,"4"
"70718","723444",ПОРОШТИЦА,POROŠTICA,ЛЕБАНЕ,LEBANE,59.50,Inaccessible areas with population decline,Population decline,"4"
"70939","732397",КРУПАЦ,KRUPAC,ПИРОТ,PIROT,20.06,Accessible areas with population decline,Population decline,"2"
"70688","722332",ПАРАДА,PARADA,КУРШУМЛИЈА,KURŠUMLIJA,39.80,Inaccessible areas with population decline,Population decline,"4"
"70548","715280",ДОЊЕ ЦРНАТОВО,DONJE CRNATOVO,ЖИТОРАЂА,ŽITORAĐA,15.57,Accessible areas with population decline,Population decline,"2"
"70688","721816",ГОРЊА МИКУЉАНА,GORNJA MIKULJANA,КУРШУМЛИЈА,KURŠUMLIJA,3.37,Accessible areas with population decline,Population decline,"2"
"70904","731536",ПОТОЧАЦ,POTOČAC,ПАРАЋИН,PARAĆIN,19.02,Accessible areas with population decline,Population decline,"2"
"71242","745847",МРШИНЦИ,MRŠINCI,ЧАЧАК,ČAČAK,17.23,Accessible areas with population growth,Population growth,"1"
"71072","739219",БЛАТО,BLATO,СЈЕНИЦА,SJENICA,39.04,Inaccessible areas with population decline,Population decline,"4"
"71226","744930",БАНКОВЦИ,BANKOVCI,ЦРНА ТРАВА,CRNA TRAVA,21.00,Accessible areas with population decline,Population decline,"2"
"70726","723746",БРЗА,BRZA,ЛЕСКОВАЦ,LESKOVAC,25.78,Inaccessible areas with population decline,Population decline,"4"
"70815","727733",ЦРНИ ВРХ,CRNI VRH,МЕДВЕЂА,MEDVEĐA,10.95,Accessible areas with population decline,Population decline,"2"
"70726","725153",ЧУКЉЕНИК,ČUKLJENIK,ЛЕСКОВАЦ,LESKOVAC,20.98,Accessible areas with population decline,Population decline,"2"
"71226","744956",БРОД,BROD,ЦРНА ТРАВА,CRNA TRAVA,6.02,Accessible areas with population decline,Population decline,"2"
"70726","724998",СЛАТИНА,SLATINA,ЛЕСКОВАЦ,LESKOVAC,26.81,Inaccessible areas with population decline,Population decline,"4"
"70815","727598",ПУСТО ШИЛОВО,PUSTO ŠILOVO,МЕДВЕЂА,MEDVEĐA,13.29,Accessible areas with population decline,Population decline,"2"
"70726","723703",БОЋЕВИЦА,BOĆEVICA,ЛЕСКОВАЦ,LESKOVAC,21.42,Inaccessible areas with population decline,Population decline,"4"
"70726","723690",БОЈИШИНА,BOJIŠINA,ЛЕСКОВАЦ,LESKOVAC,28.85,Inaccessible areas with population decline,Population decline,"4"
"71226","745081",ОСТРОЗУБ,OSTROZUB,ЦРНА ТРАВА,CRNA TRAVA,48.00,Inaccessible areas with population decline,Population decline,"4"
"70726","725056",ТУЛОВО,TULOVO,ЛЕСКОВАЦ,LESKOVAC,28.42,Inaccessible areas with population decline,Population decline,"4"
"70777","726702",СОКОЛАЦ,SOKOLAC,ЉУБОВИЈА,LJUBOVIJA,92.12,Inaccessible areas with population decline,Population decline,"4"
"70840","728870",ШАРКАМЕН,ŠARKAMEN,НЕГОТИН,NEGOTIN,24.98,Inaccessible areas with population decline,Population decline,"4"
"70483","713651",ПРЊАВОР,PRNJAVOR,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,18.32,Accessible areas with population decline,Population decline,"2"
"70483","713627",ОЗРЕМ,OZREM,ГОРЊИ МИЛАНОВАЦ,GORNJI MILANOVAC,20.29,Accessible areas with population decline,Population decline,"2"
"70556","715786",МАЛА ЈАСИКОВА,MALA JASIKOVA,ЗАЈЕЧАР,ZAJEČAR,36.11,Inaccessible areas with population decline,Population decline,"4"
"70769","726435",СЛАВКОВИЦА,SLAVKOVICA,ЉИГ,LJIG,11.46,Accessible areas with population decline,Population decline,"2"
"71056","738514",ГЛОЖАНЕ,GLOŽANE,СВИЛАЈНАЦ,SVILAJNAC,14.19,Accessible areas with population decline,Population decline,"2"
"70769","726257",ДИЋИ,DIĆI,ЉИГ,LJIG,9.82,Accessible areas with population decline,Population decline,"2"
"70734","725650",СИМИНО БРДО,SIMINO BRDO,ЛОЗНИЦА,LOZNICA,21.54,Inaccessible areas with population decline,Population decline,"4"
"70734","725340",ДОЊА БАДАЊА,DONJA BADANJA,ЛОЗНИЦА,LOZNICA,32.66,Inaccessible areas with population decline,Population decline,"4"
"70831","728071",БЕРКОВАЦ,BERKOVAC,МИОНИЦА,MIONICA,12.76,Accessible areas with population decline,Population decline,"2"
"70769","726249",ГУКОШ,GUKOŠ,ЉИГ,LJIG,6.24,Accessible areas with population decline,Population decline,"2"
"70734","725706",ТРБОСИЉЕ,TRBOSILJE,ЛОЗНИЦА,LOZNICA,34.55,Inaccessible areas with population decline,Population decline,"4"
"70050","702196",ЛИНОВО,LINOVO,БАБУШНИЦА,BABUŠNICA,17.52,Accessible areas with population decline,Population decline,"2"
"71188","743909",ПИСКОПОВЦЕ,PISKOPOVCE,ТУТИН,TUTIN,23.08,Inaccessible areas with population growth,Population growth,"3"
"70874","730025",БАРЕ,BARE,НОВИ ПАЗАР,NOVI PAZAR,30.08,Inaccessible areas with population growth,Population growth,"3"
"71188","743399",ГЛУХАВИЦА,GLUHAVICA,ТУТИН,TUTIN,23.60,Inaccessible areas with population growth,Population growth,"3"
"71030","737631",ДРАГОВО,DRAGOVO,РЕКОВАЦ,REKOVAC,18.57,Accessible areas with population decline,Population decline,"2"
"71145","741795",ПОНИКОВИЦА,PONIKOVICA,УЖИЦЕ,UŽICE,12.73,Accessible areas with population decline,Population decline,"2"
"71242","745880",ПАРМЕНАЦ,PARMENAC,ЧАЧАК,ČAČAK,,No permanent inhabitants,No permanent inhabitants,"6"
